patch_w,patch_h,executed_runs,dictionary_size,include_valid_mask,mask_encoding,feature_mode,patches_per_image,total_patches,patch_vector_length,feature_vector_length,mean_icv_mean,mean_icv_std,std_icv_mean,std_icv_std,min_class_size_mean,min_class_size_min,mean_class_size_mean,max_class_size_mean,runtime_mean_seconds,runtime_std_seconds,requested_runs,reduced_seed_count,rank_mean_icv,rank_icv_spread,rank_std_icv,rank_min_class,rank_runtime,balanced_score
40,24,1,4,True,concat,raw,2993,897900,1920,11972,1422.3065795898438,,531.6167485655036,,26.0,26,75.0,135.0,363.023025100003,,1,False,1.0,,1.0,1.0,1.0,
