merge_index,no_scaler_merge_distance,with_scaler_merge_distance,no_scaler_norm,with_scaler_norm,norm_abs_diff
36,108.08249392402485,4.719539766020312,0.003607408039147726,0.004530024686575147,0.0009226166474274209
37,108.22011187399336,4.82190027357719,0.0036120012353354123,0.004628274865438249,0.0010162736301028365
38,108.79306249264316,4.822704843927058,0.0036311242828587684,0.00462904712793156,0.0009979228450727917
39,111.9730769059862,4.841464263643039,0.0037372618185762835,0.004647053255357599,0.0009097914367813152
40,113.14785116025844,4.845498813245625,0.0037764715919187124,0.004650925795945245,0.0008744542040265324
41,116.12736319282388,4.890096530169545,0.003875917073502153,0.00469373267302356,0.0008178155995214073
42,117.0743856763912,5.04527284653416,0.003907525305292917,0.004842677819956023,0.0009351525146631063
43,119.64211113037078,5.072626212648002,0.003993226820022225,0.0048689328002930405,0.0008757059802708151
44,119.66382540891912,5.3338790545450685,0.0039939515651697104,0.005119694925819017,0.0011257433606493067
45,120.68955738140497,5.377397010638463,0.004028186838887186,0.005161465400311407,0.001133278561424221
46,121.25367732801357,5.410439408155283,0.004047015150083168,0.005193180966632621,0.0011461658165494524
47,121.2780872938786,5.412359551926443,0.0040478298676558284,0.005195024006233167,0.0011471941385773387
48,121.70443700732304,5.475676681959462,0.0040620598999943575,0.0052557986106125535,0.001193738710618196
49,121.94796663015916,5.565263871255304,0.004070188049959209,0.005341788389114464,0.0012716003391552546
50,123.14439180754422,5.574128018611015,0.004110120453870721,0.005350296592951608,0.0012401761390808874
51,124.52796666670407,5.578345797062219,0.004156299246462279,0.005354345004757357,0.0011980457582950778
52,125.08396033503008,5.64531415425103,0.004174856331481472,0.00541862421974965,0.0012437678882681784
53,126.67925085967116,5.67429823846058,0.0042281014376446555,0.005446444436019964,0.0012183429983753085
54,129.357848789157,5.705354701460514,0.004317503480044455,0.005476253813849626,0.001158750333805171
55,129.38037933088853,5.757898912011648,0.004318255469144797,0.00552668808980318,0.001208432620658383
56,131.13684464299877,5.800610170845978,0.004376880014687248,0.005567684260299984,0.001190804245612736
57,136.08996680316574,5.894487933061771,0.004542197561042414,0.005657792321984264,0.0011155947609418496
58,137.97704022149537,6.064726047951105,0.004605181339197363,0.005821194454666152,0.0012160131154687892
59,138.6995701097033,6.233261353934198,0.004629296809081671,0.005982962155440649,0.0013536653463589775
60,142.24625019831748,6.241256851305296,0.004747672336879407,0.005990636590294084,0.0012429642534146773
61,142.948428912502,6.466870045145218,0.004771108557182098,0.006207190192632671,0.0014360816354505729
62,144.40362169013838,6.613317753979472,0.004819677700379748,0.00634775723289536,0.0015280795325156122
63,144.4851207007055,6.637967032690159,0.004822397846586858,0.006371416709581969,0.0015490188629951112
64,145.50139631221936,6.671360352511533,0.004856317500712732,0.0064034691067768506,0.0015471516060641182
65,146.51523503835327,6.739295138859336,0.004890155820298748,0.006468675943563875,0.0015785201232651263
66,152.70941691931998,6.7693274140223,0.005096895512381071,0.0064975022602445295,0.0014006067478634582
67,153.59883303305236,6.857325114256871,0.005126581049070122,0.0065819663762785785,0.0014553853272084565
68,160.228040569723,6.879210094574681,0.005347840345490267,0.006602972556122358,0.0012551322106320907
69,161.44295129983223,7.042166981648615,0.005388389731200442,0.006759385841715845,0.0013709961105154034
70,162.68151488530305,7.105928891454274,0.005429728564835829,0.006820587365551374,0.0013908588007155451
71,163.17008790411256,7.190814671913674,0.005446035389112137,0.006902064522241279,0.0014560291331291424
72,163.30664864294565,7.229612389104415,0.005450593299363956,0.006939304300984583,0.0014887110016206274
73,164.15785685040547,7.440009642443056,0.005479003592456725,0.0071412529652322716,0.0016622493727755467
74,165.1454478628243,7.623039847818995,0.005511965857003416,0.0073169335166944054,0.0018049676596909895
75,166.19255160851645,7.661481156634865,0.005546914444262022,0.007353831198789157,0.0018069167545271348
76,167.92746088286847,7.688960613554508,0.005604819526170002,0.007380207206703299,0.001775387680533297
77,170.96499188749723,7.77412256870403,0.0057062014740454905,0.007461949448173942,0.0017557479741284517
78,175.5455419345574,7.949776974112884,0.0058590838924979976,0.007630550377980021,0.0017714664854820237
79,175.9879052722939,7.981852374260106,0.005873848402483273,0.007661337777112632,0.0017874893746293585
80,176.38165570048994,8.058049967304,0.005886990386985322,0.007734475624161118,0.0018474852371757958
81,176.39288985474377,8.148676079411988,0.005887365342974003,0.007821462607098163,0.0019340972641241601
82,176.7676065320779,8.429345480736563,0.005899872048779367,0.008090861612043664,0.0021909895632642963
83,177.6314273059885,8.483730128582312,0.005928703304342163,0.00814306242176789,0.002214359117425726
84,177.66258597586503,8.542686625026862,0.005929743269577243,0.008199651495611629,0.002269908226034386
85,177.80630696088144,8.60909958443536,0.00593454016330091,0.008263397615052147,0.0023288574517512364
86,177.92904851297098,8.613566475541642,0.005938636838402213,0.008267685136290847,0.002329048297888634
87,177.99677878755824,8.770024993540188,0.005940897433325305,0.008417860997518102,0.002476963564192797
88,180.4007716422035,8.802240523516609,0.0060211341380408435,0.00844878289950842,0.0024276487614675758
89,182.27712013016705,8.830610434240485,0.0060837599562837165,0.00847601360468446,0.0023922536484007433
90,183.31845983322648,9.102564030345707,0.006118516160363731,0.008737046791189078,0.002618530630825347
91,183.53892569838095,9.11268157937257,0.0061258745243821895,0.008746758065832699,0.0026208835414505095
92,183.64575788727865,9.12257673484873,0.006129440201700297,0.008756255877231015,0.0026268156755307175
93,185.56171832763843,9.20776295937338,0.006193388125589816,0.008838021413529948,0.002644633287940132
94,190.7841405985529,9.257690923574046,0.00636769394885444,0.008885944499591828,0.0025182505507373876
95,193.0815277962865,9.287910341375063,0.006444372537081364,0.008914950444120181,0.002470577907038817
96,196.82179338186515,9.345712231013168,0.006569209258108994,0.008970431274873325,0.002401222016764331
97,197.847046655032,9.428350586360988,0.0066034285545510645,0.009049751252740417,0.0024463226981893526
98,198.1986454391698,9.56592097407312,0.006615163667559698,0.009181797444397611,0.002566633776837913
99,199.4590683978761,9.670108860123763,0.006657232089085571,0.009281801622612107,0.0026245695335265357
100,202.82780193562635,9.720859379235089,0.006769668395878873,0.009330514233550581,0.002560845837671709
101,206.07864114353512,9.735859218385231,0.006878169810555981,0.00934491174792985,0.0024667419373738684
102,209.4200843107475,9.792972168247656,0.00698969526214512,0.009399731303570141,0.0024100360414250213
103,210.9857903119924,9.889502998621133,0.0070419529424666245,0.009492385898358349,0.002450432955891724
104,211.5360243419,10.021834387664637,0.007060317791304185,0.00961940346551434,0.002559085674210154
105,212.7852026980478,10.203868450125034,0.007102010908114245,0.009794127874593429,0.0026921169664791836
106,214.82689707790368,10.334136904675182,0.007170155382320698,0.00991916534524743,0.0027490099629267324
107,215.4413679560358,10.470647249491568,0.007190664227972929,0.010050194060471621,0.002859529832498692
108,216.5965263203316,10.59971371260731,0.00722921929289194,0.010174077806156482,0.002944858513264542
109,217.2966449664297,10.65027740242214,0.0072525867554716515,0.010222611090006457,0.002970024334534805
110,218.7205491582506,10.975988480941162,0.007300111597303684,0.010535243104891748,0.003235131507588064
111,227.81182396613545,10.977559639311773,0.007603545915271202,0.010536751172745447,0.0029332052574742445
112,233.1157470277732,11.117550803792296,0.007780571944158199,0.01067112093387449,0.002890548989716292
113,233.2763112222229,11.273734233378953,0.007785931004120899,0.010821032752979286,0.003035101748858387
114,234.4387944480665,11.3194215495654,0.007824730546785324,0.010864885476009202,0.003040154929223878
115,235.66123837238075,11.329041425324,0.007865531363641737,0.010874119061661346,0.003008587698019609
116,240.97257428454648,11.38350316430697,0.008042804807032386,0.01092639386689616,0.0028835890598637743
117,243.17835047162865,11.467944340498107,0.008116425746566167,0.011007444272586849,0.0028910185260206823
118,243.97769604288857,11.560825044725911,0.008143105049893929,0.011096595313560751,0.0029534902636668223
119,247.45414558905185,11.771759164175032,0.008259136532747539,0.01129905928583728,0.0030399227530897403
120,247.47781614837467,12.00842681471927,0.008259926571567815,0.011526223448580033,0.003266296877012218
121,249.4507498682503,12.149145911204329,0.008325776060262885,0.011661291911301642,0.0033355158510387575
122,250.404063276187,12.602549408167953,0.008357594260664843,0.0120964888025351,0.0037388945418702565
123,258.88757281367737,13.107063990799904,0.008640743542242686,0.012580744392564186,0.0039400008503215
124,259.6613678683613,13.122564934933742,0.008666570060484224,0.012595622889848406,0.003929052829364182
125,261.2674900059039,13.15873861871604,0.0087201766872419,0.012630344004334607,0.003910167317092707
126,265.3133028040904,13.28913845634135,0.008855211484119592,0.012755507582321822,0.0039002960982022303
127,268.3696564383925,13.434544674864556,0.008957221664219708,0.01289507495374946,0.0039378532895297524
128,269.3863832856187,13.734725396049123,0.00899115637898378,0.013183201793402445,0.0041920454144186645
129,282.32615039622505,14.32429842527981,0.009423039639674573,0.013749100272780234,0.004326060633105661
130,282.5477160713062,14.342915878655212,0.00943043471142457,0.013766970134583062,0.004336535423158492
131,283.104450380839,14.371273811366398,0.009449016516404847,0.013794189342728486,0.004345172826323639
132,284.6937472317137,14.424357496937304,0.009502061575121457,0.013845141430858335,0.004343079855736879
133,287.8172159058409,14.46133782294192,0.00960631181580329,0.013880636796513399,0.004274324980710108
134,291.30796545110985,14.483534512013645,0.00972282058160866,0.01390194216831662,0.004179121586707959
135,291.37507912236265,14.97311545193872,0.009725060596512316,0.01437186378226403,0.004646803185751714
136,292.1243479041471,15.175154811649106,0.009750068515267333,0.014565790167573346,0.004815721652306013
137,295.51948768891623,15.2058722657667,0.009863386168376039,0.014595274149563136,0.0047318879811870974
138,298.2383223368506,15.334397485544825,0.00995413116888432,0.014718638385761394,0.004764507216877075
139,299.4515615977733,15.337197664861522,0.009994624766916382,0.014721326122714646,0.004726701355798264
140,301.51327708513014,15.969305314666643,0.010063437474261517,0.01532805122731203,0.005264613753050514
141,303.81545449570217,16.04088893381532,0.01014027594270285,0.015396760376503362,0.005256484433800512
142,306.1316752450445,16.07191100832914,0.010217583127689642,0.015426536746730848,0.005208953619041206
143,306.8443145015139,16.375834453239545,0.01024136848357352,0.015718256019484015,0.0054768875359104945
144,308.269283722612,16.38364709147075,0.010288928872283097,0.015725754937982266,0.005436826065699169
145,308.57260098470834,16.457222840790994,0.010299052520340921,0.015796376222530745,0.005497323702189824
146,310.15126234742974,16.473654420757367,0.010351742604407414,0.015812147985579127,0.005460405381171714
147,324.3446077246283,16.61233515694838,0.010825465835221254,0.01594525993921088,0.005119794103989625
148,330.18345966696296,16.64061964848969,0.011020345881669641,0.015972408655247107,0.004952062773577466
149,330.81632258371764,16.678650416352276,0.011041468587953455,0.01600891228183106,0.004967443693877603
150,335.0852107158049,16.69908654750557,0.011183948843606501,0.016028527791650267,0.0048445789480437654
151,335.410936641233,17.17335379190355,0.01119482041289851,0.016483750637874627,0.005288930224976117
152,342.1237333944029,17.415705520741692,0.011418869619142511,0.016716370632386655,0.005297501013244143
153,343.8712517599855,17.460175846118556,0.011477195547530067,0.016759055233378395,0.005281859685848328
154,348.9747054051882,18.01166000701343,0.011647530622515135,0.017288394318747635,0.0056408636962325
155,351.59237815215647,18.127885427831444,0.011734899199686467,0.017399952659521437,0.00566505345983497
156,352.2976354318779,18.59708572462746,0.011758438171523321,0.017850312023529213,0.006091873852005892
157,355.7214372034721,18.734850905384874,0.011872712459494313,0.017982545186236057,0.006109832726741744
158,357.3504222109619,18.854136412269057,0.01192708216728252,0.018097040734049108,0.006169958566766588
159,357.5943958336821,18.980529529631763,0.011935225136379434,0.018218358483289954,0.006283133346910519
160,360.7890405367089,19.00091833067208,0.012041850978969823,0.01823792856355653,0.006196077584586705
161,372.8932607971008,19.019295083324963,0.012445846666797366,0.01825556739007432,0.005809720723276955
162,373.3817718400626,19.5002590271782,0.012462151422540988,0.018717218027006006,0.006255066604465018
163,374.7492568402831,19.6978305991123,0.012507793193045257,0.018906856030412776,0.00639906283736752
164,374.9470508556505,19.755801672379636,0.012514394851604627,0.018962499251156253,0.006448104399551626
165,383.4048251949072,19.872930847408423,0.012796685184081402,0.019074925055515137,0.006278239871433736
166,390.9150043770484,20.289276891111285,0.013047348170967513,0.01947455255091439,0.006427204379946877
167,407.18132459912806,20.390174786118333,0.01359025990631042,0.01957139884904206,0.00598113894273164
168,408.3804322377314,20.880739226214864,0.013630281841207126,0.020042264470303068,0.006411982629095942
169,426.4278832060415,21.32745215938825,0.014232641366284061,0.02047103946011404,0.006238398093829979
170,432.18328109948783,21.39940839640468,0.014424736014321204,0.020540106264547886,0.006115370250226682
171,433.8577340240216,21.57725551675056,0.014480623278963559,0.020710811859912005,0.006230188580948447
172,449.2489330517438,21.61370153463751,0.014994326591025883,0.020745794372813778,0.0057514677817878945
173,451.039908428576,21.757377039111443,0.015054102959406516,0.0208837005277336,0.005829597568327086
174,452.96211964271856,21.776518229924257,0.015118259511823896,0.02090207309607952,0.0057838135842556235
175,457.49929663749583,22.039492529338983,0.015269694292534091,0.02115448755328157,0.0058847932607474784
176,458.8533417398149,22.22988087755444,0.015314887487196198,0.021337230778301484,0.006022343291105287
177,463.3856883636003,22.347466955062497,0.015466161047356094,0.021450095138030825,0.005983934090674731
178,475.01205078166817,22.52566195285467,0.01585420754526967,0.0216211346416779,0.00576692709640823
179,479.633010128149,23.796771189726066,0.016008438681967784,0.022841201959219883,0.006832763277252098
180,491.2003941160595,25.537693075233936,0.01639451669030121,0.024512216403367627,0.008117699713066417
181,494.3900037877104,26.06555203908039,0.01650097448150785,0.02501887897128805,0.008517904489780202
182,494.5344013869352,26.18704520871812,0.016505793958199823,0.025135493532239886,0.008629699574040063
183,511.1916215814048,26.368900343117065,0.017061752539999597,0.025310046198188142,0.008248293658188546
184,518.4913338344296,26.50965310587009,0.0173053908916788,0.025445146975294746,0.008139756083615945
185,522.7873654620296,26.52979220310318,0.01744877710037168,0.02546447737871418,0.008015700278342502
186,523.414188042223,26.65922933179002,0.017469698201771307,0.025588716905740185,0.008119018703968878
187,526.6521836212114,27.71975159709639,0.01757777094193752,0.026606653459022273,0.009028882517084752
188,534.0650348291773,27.87404822497484,0.017825185468284585,0.026754754241725087,0.008929568773440501
189,537.1211143182089,27.91948805786869,0.017927186498393647,0.02679836941925681,0.008871182920863162
190,537.4886817000454,28.36958237531852,0.01793945458622198,0.02723039001245423,0.009290935426232248
191,543.1466425113475,29.80428187784629,0.018128297132085344,0.028607478560592106,0.010479181428506762
192,546.3619864600854,30.012013840224583,0.01823561384164846,0.02880686895974492,0.010571255118096458
193,547.1669645023512,30.020025884947135,0.018262481136763323,0.02881455927748404,0.010552078140720716
194,561.2161657233729,30.2630466971542,0.018731393349909916,0.029047821488044422,0.010316428138134506
195,570.3567333840315,31.036006914731995,0.019036472887439943,0.029789743167056047,0.010753270279616103
196,573.1277716836905,31.985476821316723,0.0191289602595948,0.030701086715203725,0.011572126455608924
197,605.9526447890993,32.058753957054066,0.020224537413908915,0.030771421377121744,0.010546883963212829
198,617.8942283130817,32.17040382585518,0.020623104867717387,0.030878587899070224,0.010255483031352836
199,637.9119608703973,34.00660442664447,0.021291225362823,0.03264105510211567,0.011349829739292671
200,643.7923865326093,34.69441923806328,0.021487492991717518,0.0333012504241156,0.011813757432398084
201,644.5905815407265,35.17441306419348,0.021514133893352463,0.03376196989880433,0.01224783600545187
202,647.371591275112,35.61486351486948,0.021606954076423206,0.034184733878703556,0.01257777980228035
203,663.069853688512,36.1121175862754,0.022130906068783384,0.034662020506350366,0.012531114437566982
204,668.4167256906782,36.2318302518557,0.02230936558007544,0.034776926060124676,0.012467560480049236
205,669.8713467133508,36.43075666744016,0.022357915640132266,0.03496786450287232,0.012609948862740056
206,669.9604430122138,36.52637663831188,0.022360889356717695,0.03505964481410038,0.012698755457382683
207,671.4027862289664,36.768227720550136,0.022409029627416678,0.03529178426568467,0.01288275463826799
208,681.0750668735935,36.79500151171249,0.022731855847348718,0.03531748294414309,0.01258562709679437
209,697.1209081179248,37.11741463721496,0.023267408781021563,0.03562694943668492,0.012359540655663359
210,701.5302141983791,37.26348072036166,0.023414575686819226,0.03576715017559805,0.012352574488778821
211,703.9662573753105,37.48495197286094,0.023495882116946115,0.03597972815797077,0.012483846041024656
212,708.8265173771202,38.71001982760309,0.023658100255761462,0.037155602904205026,0.013497502648443564
213,733.0357447584329,39.15897686373458,0.024466117894013702,0.03758653188408778,0.01312041399007408
214,755.2740988633235,39.197646062167216,0.02520835481382227,0.03762364830479709,0.012415293490974824
215,755.7422163604518,39.32657201649423,0.025223978905764423,0.037747397183881995,0.012523418278117572
216,759.4069698336209,39.4469191478586,0.02534629530188587,0.03786291172620331,0.012516616424317444
217,759.9575349419456,39.71461411431909,0.025364671200939798,0.038119857290105294,0.012755186089165496
218,762.6165903826375,40.37620584987474,0.025453420984785775,0.03875488253474443,0.013301461549958652
219,780.0655134350509,40.91590909528674,0.02603580378340988,0.03927291377218492,0.013237109988775041
220,781.0285109310711,41.058837061873895,0.026067945204121954,0.03941010240691228,0.013342157202790323
221,789.208782070523,41.08557160359301,0.02634097346984286,0.03943576341200515,0.013094789942162292
222,796.3268337101044,41.34440723902832,0.02657854863835946,0.03968420539499877,0.01310565675663931
223,799.0426454095135,41.8068407778666,0.026669192743631,0.040128069723025,0.013458876979394005
224,799.2922800969242,41.88051866771133,0.026677524658870192,0.04019878904660278,0.01352126438773259
225,814.0132859696203,42.63222556679258,0.027168859314479026,0.040920310842949115,0.013751451528470088
226,820.6838170498202,43.31840720398053,0.027391497843351358,0.04157893857150772,0.01418744072815636
227,829.6407162679178,43.41088012746178,0.027690447183546213,0.04166769820634031,0.013977251022794096
228,841.1940266294511,43.51072691909368,0.028076055464441918,0.0417635356085854,0.013687480144143484
229,851.5296905548777,45.26767966628385,0.02842102305152149,0.043449937188506586,0.015028914136985098
230,851.9938599410506,45.41650972008568,0.028436515369605706,0.04359279090968523,0.015156275540079523
231,864.3755470444926,46.60182381114166,0.028849771910730352,0.04473050822112484,0.01588073631039449
232,869.7311134633987,47.75748274309532,0.02902852161063395,0.04583976118869241,0.016811239578058457
233,879.5906304063282,48.12658816642134,0.029357597110196705,0.04619404503044624,0.016836447920249534
234,885.837756860021,50.35850446705334,0.029566103903225234,0.04833633780505678,0.018770233901831544
235,897.5508232860994,52.16990546857927,0.02995704427159061,0.050075001247047175,0.020117956975456566
236,924.2439941409124,52.52265016227047,0.030847967080974373,0.05041358133105968,0.019565614250085305
237,930.1994960960916,54.52206180232234,0.03104674048867697,0.05233270576630057,0.0212859652776236
238,940.2601661929784,54.583464293444976,0.03138252976286077,0.05239164261489022,0.02100911285202945
239,949.7484459838728,55.31931552842229,0.03169921469075867,0.053097945437909945,0.021398730747151276
240,951.5033211938464,55.71576790021339,0.03175778616436484,0.05347847810005539,0.021720691935690553
241,987.1274655200018,56.54069775560926,0.03294679300501256,0.05427028255449423,0.02132348954948167
242,987.6099182136498,56.88883826593335,0.03296289555467058,0.054604443338034964,0.021641547783364384
243,1001.1508892667068,58.01912257999799,0.03341484485803326,0.05568934061603354,0.02227449575800028
244,1020.2865194852365,58.49043587757782,0.034053523924164046,0.056141728132401085,0.02208820420823704
245,1028.5204750495188,58.6021154496364,0.034328343984454814,0.05624892316486038,0.021920579180405568
246,1031.1605334963058,58.77819344670795,0.0344164597164202,0.056417930676830014,0.022001470960409816
247,1041.3369491939686,58.82803652335654,0.03475611216581004,0.056465772284034724,0.021709660118224686
248,1058.5904087764334,60.35051260619684,0.03533197109116612,0.057927112707446916,0.022595141616280796
249,1067.523872367812,60.93892754861751,0.035630138233752835,0.05849189960347152,0.022861761369718687
250,1101.797101392861,61.00175350564973,0.03677405634133668,0.05855220275810596,0.021778146416769277
251,1110.0870578049269,62.096244753309605,0.03705074551013114,0.05960274425514699,0.02255199874501585
252,1123.3262078543653,62.458593108383255,0.03749262110520576,0.0599505423615305,0.022457921256324745
253,1194.7764306097934,65.77365130940635,0.039877374626419,0.06313248302366653,0.02325510839724753
254,1196.810360767842,65.97732426786227,0.03994525995860209,0.06332797740988529,0.023382717451283196
255,1225.902649138987,66.40637222884746,0.040916256751302345,0.06373979677180297,0.022823540020500625
256,1227.314264855897,67.39630360077474,0.04096337144768368,0.06468997703834774,0.023726605590664057
257,1229.048633257667,69.74115940503873,0.04102125847719456,0.06694067418391537,0.025919415706720815
258,1237.9642126283131,69.98819955253389,0.04131882870829911,0.06717779433168602,0.025858965623386916
259,1271.540827082245,70.4158470004694,0.04243949630682455,0.06758826941873722,0.025148773111912666
260,1271.636577135471,71.6112087091644,0.04244269210199189,0.06873563088155654,0.02629293877956465
261,1274.449910988658,72.25567491373808,0.04253659114882483,0.06935421827802293,0.0268176271291981
262,1295.0959986283149,72.87808236543786,0.043225683894784234,0.06995163269999863,0.026725948805214395
263,1301.199915711146,73.44073643188473,0.04342941086994429,0.07049169315872329,0.027062282288779
264,1302.5078569228149,74.67090404323942,0.043473065281222245,0.07167246287872525,0.028199397597503006
265,1383.4303208569868,75.88628297477587,0.04617396841868107,0.07283903776448918,0.026665069345808104
266,1385.9550792170546,79.21355620236109,0.04625823584511015,0.07603270295372254,0.02977446710861239
267,1417.7426104719298,79.52981349733942,0.047319190229398345,0.0763362608056716,0.029017070576273257
268,1427.000166202641,79.5647178878435,0.047628174411326094,0.07636976359587834,0.028741589184552246
269,1441.4474432795284,79.74870276385425,0.04811037297631844,0.07654636048277945,0.028435987506461008
270,1550.8901717788233,80.43124911255441,0.051763180792653074,0.07720149889936931,0.025438318106716235
271,1582.3744574810007,82.10689572570865,0.05281401392228733,0.07880985922683521,0.025995845304547884
272,1633.2840803089523,85.27305992238317,0.05451319550102317,0.08184888478520662,0.02733568928418345
273,1642.619790963779,91.42149148644764,0.054824788215483033,0.08775042352622164,0.03292563531073861
274,1652.682776590072,92.43125198276446,0.05516065477377725,0.08871963667043056,0.033558981896653316
275,1702.2124529509736,94.7801689275886,0.05681377866270507,0.09097423187977248,0.03416045321706741
276,1726.4503594795174,95.35259077048948,0.057622753508572724,0.09152366788583084,0.03390091437725812
277,1732.5621673664275,100.14072074268203,0.057826743850620754,0.09611952851036218,0.038292784659741425
278,1865.1459563266,102.83896896192338,0.0622519177043236,0.09870942745171124,0.03645750974738764
279,1874.7259104830912,105.3650299462186,0.0625716623954767,0.10113405340804699,0.03856239101257029
280,1883.1185409242487,109.37111116603523,0.06285177845705008,0.1049792687726581,0.04212749031560803
281,1929.910974440206,112.41016888332896,0.06441354294552872,0.10789629186511869,0.043482748919589975
282,1998.8822814601865,113.21726819875248,0.06671555910356908,0.10867098177232323,0.041955422668754155
283,2512.3966357247677,115.62267673603183,0.08385483617367409,0.11097980013076297,0.027124963957088882
284,2720.578028146146,117.8674287728168,0.09080318831985745,0.11313441321721025,0.0223312248973528
285,2726.3714516910595,122.0244923729388,0.0909965521284757,0.11712454820193889,0.026127996073463194
286,2766.7010349647294,130.43020716181758,0.09234260973350451,0.12519272802237072,0.032850118288866206
287,2848.8298748067477,135.61681222812646,0.09508377739475624,0.1301710628081177,0.03508728541336145
288,2940.8488157032207,145.6378654049389,0.09815504134409789,0.13978971643262605,0.04163467508852817
289,3001.4920336882897,148.37834437585653,0.1001790956024397,0.14242015033227834,0.042241054729838634
290,3298.303783058653,156.9230445855867,0.11008561285531508,0.15062173455626324,0.040536121700948155
291,3798.500484342356,164.18095817945493,0.12678039418257045,0.15758820361538017,0.030807809432809724
292,3968.479449216381,196.7657813661652,0.13245368559277418,0.18886456969375182,0.05641088410097764
293,4052.796076711784,205.3267296090701,0.1352678738004829,0.19708174950439108,0.06181387570390817
294,4711.067741579949,245.69100507144375,0.1572386334450356,0.23582518072129952,0.07858654727626391
295,5421.1874407453615,268.0870349523335,0.1809398954951802,0.2573218887207016,0.07638199322552142
296,8554.203867192899,371.8272362940816,0.2855088060857645,0.3568963591917218,0.07138755310595729
297,10125.09202408161,424.5808849628104,0.33793944827418143,0.4075316631882736,0.06959221491409218
298,11240.97280631344,544.5828080537524,0.3751835676352982,0.522714859217757,0.14753129158245876
299,29961.26103593206,1041.835330391642,1.0,1.0,0.0
