run_id,strategy,case_id,fleet_collected_STD,fleet_collected_boundary,fleet_region_A_coverage,fleet_region_B_coverage,fleet_region_coverage,trajectory_overlap_ratio,duplicate_sampled_cells,inter_vehicle_min_distance,inter_vehicle_mean_distance,complementarity_score,fleet_total_area_covered,solver_status,solver_runtime,formulation,std_weight,region_weight
C01_representative__multi_auv_12h__baseline_STD,baseline_STD,C01_representative,182.08760833740234,236.05673217773438,0.0,0.0,0.0,0.0,0,1.0,12.88916423731386,0.5,303,SUCCESS,777.789082800009,native 2-AUV shared STD,,
C01_representative__multi_auv_12h__prototype_boundary_alpha050,prototype_boundary_alpha050,C01_representative,185.07135009765625,260.6810302734375,0.0,0.0,0.0,0.0,0,1.0,12.442308432713816,0.5,323,SUCCESS,813.0985303000198,native 2-AUV shared STD+boundary,,
C01_representative__multi_auv_12h__vehicle_specific_conservative,vehicle_specific_conservative,C01_representative,178.6456298828125,179.71095275878906,0.0,0.037275064267352186,0.037275064267352186,0.10408921933085502,28,0.0,2.6543270870268323,0.46659292246824857,269,SUCCESS,2810.0424461000075,proxy pair: AUV1=0.8*STD+0.2*region_A; AUV2=0.8*STD+0.2*region_B,0.8,0.2
C01_representative__multi_auv_12h__vehicle_specific_balanced,vehicle_specific_balanced,C01_representative,166.7052459716797,206.6497039794922,0.03117505995203837,0.037703513281919454,0.06887857323395782,0.003246753246753247,1,0.0,25.739145909682115,0.5328159099936023,308,SUCCESS,2403.0030716000183,proxy pair: AUV1=0.7*STD+0.3*region_A; AUV2=0.7*STD+0.3*region_B,0.7,0.3
C01_representative__multi_auv_12h__vehicle_specific_strong_regime,vehicle_specific_strong_regime,C01_representative,153.34605407714844,214.57119750976562,0.05815347721822542,0.038560411311053984,0.0967138885292794,0.0031847133757961785,1,0.0,29.4540475268753,0.5467645875767416,314,SUCCESS,2350.652546600002,proxy pair: AUV1=0.6*STD+0.4*region_A; AUV2=0.6*STD+0.4*region_B,0.6,0.4
