run_id,case_id,display_case,date,run_name,mission_duration_requested_h,mission_duration,trajectory_length,solver_runtime,solver_status,formulation,descriptor_source,target_proxy,crossing_proxy_method,collected_STD,collected_boundary,crossing_count,regions_visited,fraction_path_region_A,fraction_path_region_B,points_in_region_A,points_in_region_B,fraction_path_boundary_core,difference_from_baseline,scope,run_dir,input_nc,strategy,fleet_collected_STD,fleet_collected_boundary,fleet_region_A_coverage,fleet_region_B_coverage,fleet_region_coverage,trajectory_overlap_ratio,duplicate_sampled_cells,inter_vehicle_min_distance,inter_vehicle_mean_distance,complementarity_score,fleet_total_area_covered,std_weight,region_weight
C01_representative__single_auv_12h__baseline_STD,C01_representative,C01 representative,2024-08-24,baseline_STD,12.0,10.783333333333333,37.356,878.7980364999967,SUCCESS,information_map = STD_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,False,near-boundary two-side band proxy,97.4887466430664,125.01278686523438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single_AUV,results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_runs\C01_representative__single_auv_12h__baseli__51c49ddc1b,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_inputs\C01_representative__single_auv_12h__baseli__51c49ddc1b.nc,,,,,,,,,,,,,,
C01_representative__single_auv_12h__prototype_boundary_alpha050,C01_representative,C01 representative,2024-08-24,prototype_boundary_alpha050,12.0,11.05,38.229,796.6005270000023,SUCCESS,information_map = 0.5*STD_norm + 0.5*prototype_boundary,Step11Y prototype_based arrays from Step08 predicted-class descriptors,False,near-boundary two-side band proxy,96.48713684082031,139.68409729003906,0.0,0.0,0.0,0.0,0.0,0.0,0.03614457831325301,0.9278688524590164,single_AUV,results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_runs\C01_representative__single_auv_12h__protot__9ce4d78139,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_inputs\C01_representative__single_auv_12h__protot__9ce4d78139.nc,,,,,,,,,,,,,,
C01_representative__single_auv_12h__cross_region_targets,C01_representative,C01 representative,2024-08-24,cross_region_targets,12.0,11.033333333333333,37.984,600.3017084999883,SUCCESS,"information_map = normalize(STD_norm + 2.0*Gaussian(target_A,target_B))",Step11Y prototype_based arrays from Step08 predicted-class descriptors,True,near-boundary two-side band proxy,89.25617218017578,104.12918853759766,0.0,1.0,0.0,0.14838709677419354,0.0,23.0,0.0,0.936026936026936,single_AUV,results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_runs\C01_representative__single_auv_12h__cross__5182a6a5df,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_inputs\C01_representative__single_auv_12h__cross__5182a6a5df.nc,,,,,,,,,,,,,,
C01_representative__multi_auv_12h__baseline_STD,C01_representative,,,,,,,777.789082800009,SUCCESS,native 2-AUV shared STD,,,,,,,,,,,,,,multi_AUV_native_shared,results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_runs\C01_representative__multi_auv_12h__baselin__17a8584673,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_inputs\C01_representative__multi_auv_12h__baselin__17a8584673.nc,baseline_STD,182.08760833740234,236.05673217773438,0.0,0.0,0.0,0.0,0.0,1.0,12.88916423731386,0.5,303.0,,
C01_representative__multi_auv_12h__prototype_boundary_alpha050,C01_representative,,,,,,,813.0985303000198,SUCCESS,native 2-AUV shared STD+boundary,,,,,,,,,,,,,,multi_AUV_native_shared,results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_runs\C01_representative__multi_auv_12h__prototy__9ab97f98e3,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11ab_c01_region_target_vehicle_sweep_20260608_124438\planner_inputs\C01_representative__multi_auv_12h__prototy__9ab97f98e3.nc,prototype_boundary_alpha050,185.07135009765625,260.6810302734375,0.0,0.0,0.0,0.0,0.0,1.0,12.442308432713816,0.5,323.0,,
C01_representative__multi_auv_12h__vehicle_specific_conservative,C01_representative,,,,,,,2810.0424461000075,SUCCESS,proxy pair: AUV1=0.8*STD+0.2*region_A; AUV2=0.8*STD+0.2*region_B,,,,,,,,,,,,,,multi_AUV_vehicle_specific_proxy,two 1-AUV proxy runs,,vehicle_specific_conservative,178.6456298828125,179.71095275878906,0.0,0.037275064267352186,0.037275064267352186,0.10408921933085502,28.0,0.0,2.6543270870268323,0.46659292246824857,269.0,0.8,0.2
C01_representative__multi_auv_12h__vehicle_specific_balanced,C01_representative,,,,,,,2403.0030716000183,SUCCESS,proxy pair: AUV1=0.7*STD+0.3*region_A; AUV2=0.7*STD+0.3*region_B,,,,,,,,,,,,,,multi_AUV_vehicle_specific_proxy,two 1-AUV proxy runs,,vehicle_specific_balanced,166.7052459716797,206.6497039794922,0.03117505995203837,0.037703513281919454,0.06887857323395782,0.003246753246753247,1.0,0.0,25.739145909682115,0.5328159099936023,308.0,0.7,0.3
C01_representative__multi_auv_12h__vehicle_specific_strong_regime,C01_representative,,,,,,,2350.652546600002,SUCCESS,proxy pair: AUV1=0.6*STD+0.4*region_A; AUV2=0.6*STD+0.4*region_B,,,,,,,,,,,,,,multi_AUV_vehicle_specific_proxy,two 1-AUV proxy runs,,vehicle_specific_strong_regime,153.34605407714844,214.57119750976562,0.05815347721822542,0.038560411311053984,0.0967138885292794,0.0031847133757961785,1.0,0.0,29.4540475268753,0.5467645875767416,314.0,0.6,0.4
