separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir,classes_distance_from_target,rank_mean_icv,rank_singletons,rank_min_class,rank_classes_balance,balanced_score
331.8431000593443,0.3,1106.143666864481,5,"[80, 117, 30, 29, 44]",29,60.0,117,0,1368.8181640625,351.7133942576461,"[1277.281005859375, 1676.746337890625, 1531.560546875, 722.6572265625, 1635.845703125]",plausivel,sem sinais fortes de fragmentacao/mistura,results/final_working_pipeline/final_working_20260328/_tmp/seed53/global_stage_out/w72_h40_xds04_seed53_scalerON_official_sd30_seed53/sd_30pct,0,1.0,1.0,1.0,1.0,1.0
