path,variable,dims,shape,dtype,units,long_name,standard_name,min_sample,max_sample,missing_pct_sample,sample_size,coord_summary
data/AUVdata/lauv-xplore-2_2024_10_31.nc,ROLL,TIME,[18187],float64,degrees,Roll,platform_roll,-9.93465955817164,15.44746830805536,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,PTCH,TIME,[18187],float64,degrees,Pitch,platform_pitch,-19.94669491435577,10.34127950248272,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,HDNG,TIME,[18187],float64,degrees,Heading,platform_orientation,-155.7843752689982,177.0158407190644,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,APSA,TIME,[18187],float64,m s-1,Speed over ground,platform_speed_wrt_ground,0.3396136007139347,1.412552127184935,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,APDA,TIME,[18187],float64,degrees_T,Course over ground,platform_course,-155.2788001756392,176.6338801832698,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,TEMP,TIME,[18187],float64,degrees_C,Sea temperature,sea_water_temperature,13.88700008392334,18.0,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,CNDC,TIME,[18187],float64,S m-1,Electrical conductivity,sea_water_electrical_conductivity,4.256700038909912,4.64300012588501,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,SVEL,TIME,[18187],float64,m s-1,Sound velocity in sea water,speed_of_sound_in_sea_water,1515.488403320312,1520.172729492188,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,PSAL,TIME,[18187],float64,0.001,Practical salinity of the water body ,sea_water_practical_salinity,35.4150505065918,35.66287612915039,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,CPWC,TIME,[18187],float64,ug l-1,Chlorophyll,mass_concentration_of_chlorophyll_in_sea_water,0.0,3.210908174514771,69.23076923076923,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,TSED,TIME,[18187],float64,NTU,Turbidity,sea_water_turbidity,0.0,0.0006089782691560686,69.23076923076923,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,DEPH,TIME,[90839],float64,m,Depth,depth,0.03333470970392227,26.54206085205078,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,ROLL,TIME,[90839],float64,degrees,Roll,platform_roll,-15.47572480065171,7.374970180854845,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,PTCH,TIME,[90839],float64,degrees,Pitch,platform_pitch,-23.54795313538001,2.396602175740051,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,HDNG,TIME,[90839],float64,degrees,Heading,platform_orientation,-154.2326109310847,169.5006382168127,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,APSA,TIME,[90839],float64,m s-1,Speed over ground,platform_speed_wrt_ground,0.1689795484696411,1.416944968454242,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,APDA,TIME,[90839],float64,degrees_T,Course over ground,platform_course,-154.1939997842294,169.0319644464444,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,TEMP,TIME,[90839],float64,degrees_C,Sea temperature,sea_water_temperature,16.03499984741211,17.93400001525879,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,CNDC,TIME,[90839],float64,S m-1,Electrical conductivity,sea_water_electrical_conductivity,1.638100028038025,4.645699977874756,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,SVEL,TIME,[90839],float64,m s-1,Sound velocity in sea water,speed_of_sound_in_sea_water,1485.950805664062,1518.333862304688,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-3_2024_10_30.nc,PSAL,TIME,[90839],float64,0.001,Practical salinity of the water body ,sea_water_practical_salinity,11.56122398376465,35.62074661254883,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,DEPH,TIME,[150019],float64,m,Depth,depth,0.07524596154689789,89.66007232666016,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,ROLL,TIME,[150019],float64,degrees,Roll,platform_roll,-23.99579497887941,7.135182302776385,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,PTCH,TIME,[150019],float64,degrees,Pitch,platform_pitch,-21.59367891948845,13.68358817659885,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,HDNG,TIME,[150019],float64,degrees,Heading,platform_orientation,-160.2919995928831,140.0021850029299,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,APSA,TIME,[150019],float64,m s-1,Speed over ground,platform_speed_wrt_ground,0.02407551687420432,1.381477845828022,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,APDA,TIME,[150019],float64,degrees_T,Course over ground,platform_course,-160.2627712797787,161.8355540764991,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,TEMP,TIME,[150019],float64,degrees_C,Sea temperature,sea_water_temperature,13.76900005340576,17.8129997253418,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,CNDC,TIME,[150019],float64,S m-1,Electrical conductivity,sea_water_electrical_conductivity,4.248899936676025,4.626900196075439,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,SVEL,TIME,[150019],float64,m s-1,Sound velocity in sea water,speed_of_sound_in_sea_water,1510.357666015625,1518.426391601562,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-5_2024_10_29.nc,PSAL,TIME,[150019],float64,0.001,Practical salinity of the water body ,sea_water_practical_salinity,35.17314147949219,35.70906448364258,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/HResNew/CMEMSnaza_20241029_HResNew.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.805402159755726,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/HResNew/CMEMSnaza_20241029_HResNew.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/HResNew/CMEMSnaza_20241030_HResNew.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/HResNew/CMEMSnaza_20241030_HResNew.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/HResNew/CMEMSnaza_20241031_HResNew.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/HResNew/CMEMSnaza_20241031_HResNew.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_1.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_1.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_1.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.006,0.272166,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_1.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,16.5585,18.3764,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_10.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_10.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_10.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.02932,0.289338,31.25,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_10.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,16.13115,18.245,31.25,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_11.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_11.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_11.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.021352,0.299601,31.944444444444443,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_11.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,15.9414,18.2275,31.944444444444443,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_12.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_12.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_12.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.023398,0.248595,31.944444444444443,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_12.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,15.76375,18.0707,31.944444444444443,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_13.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_13.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_13.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.035604,0.388011,32.63888888888889,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_13.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,15.5786,18.1212,32.63888888888889,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_14.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_14.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_14.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.039748,0.499515,34.02777777777778,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_14.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,15.4394,18.13355,34.02777777777778,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_15.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_15.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_15.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.042511,0.438417,35.41666666666667,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_15.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,15.207,17.9896,35.41666666666667,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_16.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_16.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_16.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.045836,0.503126,36.80555555555556,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_16.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,14.97495,17.8148,36.80555555555556,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_17.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_17.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_17.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.02433,0.685522,39.58333333333333,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_17.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,14.9195,17.78165,39.58333333333333,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_2.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_2.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_2.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.007361,0.267832,29.86111111111111,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_2.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,16.5139,18.3474,29.86111111111111,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_3.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_3.nc,BATHY,"LAT,LON","[180, 240]",float64,,,,10.806291081416557,822.5022961493977,29.166666666666668,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_3.nc,STD,"LAT,LON","[180, 240]",float64,,,,0.009899,0.235798,30.555555555555557,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_3.nc,TEMPpred,"LAT,LON","[180, 240]",float64,,,,16.5938,18.3414,30.555555555555557,144,"time=None,depth=DEPT,lat=LAT,lon=LON"
data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_4.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 180, 240]",float64,,,,15.752020936584925,20.28060942685021,32.189542483660134,34272,"time=None,depth=DEPT,lat=LAT,lon=LON"
