path,variable,dims,shape,dtype,units,long_name,standard_name,min_sample,max_sample,missing_pct_sample,sample_size,coord_summary
data/20241029/CMEMSnaza_20241029_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.215000247699209,21.42100054246839,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241029_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241030_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.282000250881538,21.205000532208942,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241030_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241031_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.365000254823826,21.205000532208942,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241031_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241101_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.398000256391242,21.191000531543978,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241101_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241102_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.482000260381028,21.145000529359095,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241029/CMEMSnaza_20241102_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241030/CMEMSnaza_20241030_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.282000250881538,21.205000532208942,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241030/CMEMSnaza_20241030_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241030/CMEMSnaza_20241031_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.365000254823826,21.205000532208942,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241030/CMEMSnaza_20241031_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241030/CMEMSnaza_20241101_.nc,TEMP,"TIME,DEPT,LAT,LON","[14, 17, 78, 120]",float64,,,,15.398000256391242,21.191000531543978,13.499245852187029,37128,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/20241030/CMEMSnaza_20241101_.nc,BATHY,"LAT,LON","[78, 120]",float64,,,,3.8761932849884033,5210.59814453125,12.82051282051282,156,"time=TIME,depth=DEPT,lat=LAT,lon=LON"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,DEPH,TIME,[27486],float64,m,Depth,depth,0.1134149581193924,30.06501960754395,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,ROLL,TIME,[27486],float64,degrees,Roll,platform_roll,-29.6953709827489,31.63862127332006,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,PTCH,TIME,[27486],float64,degrees,Pitch,platform_pitch,-28.87365824446135,10.47600498386122,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,HDNG,TIME,[27486],float64,degrees,Heading,platform_orientation,-137.8034105053194,169.1090498113176,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,APSA,TIME,[27486],float64,m s-1,Speed over ground,platform_speed_wrt_ground,0.6321413809523093,2.099324002520389,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,APDA,TIME,[27486],float64,degrees_T,Course over ground,platform_course,-138.3305349284369,167.7468928131854,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,TEMP,TIME,[27486],float64,degrees_C,Sea temperature,sea_water_temperature,15.10299968719482,17.49300003051758,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,CNDC,TIME,[27486],float64,S m-1,Electrical conductivity,sea_water_electrical_conductivity,3.833300113677979,4.589700222015381,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,SVEL,TIME,[27486],float64,m s-1,Sound velocity in sea water,speed_of_sound_in_sea_water,1505.19482421875,1516.648803710938,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,PSAL,TIME,[27486],float64,0.001,Practical salinity of the water body ,sea_water_practical_salinity,29.73153495788574,35.62470626831055,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,CPWC,TIME,[27486],float64,ug l-1,Chlorophyll,mass_concentration_of_chlorophyll_in_sea_water,0.0,0.09625604003667831,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_29.nc,TSED,TIME,[27486],float64,NTU,Turbidity,sea_water_turbidity,0.0,0.001094287144951522,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
data/AUVdata/lauv-xplore-2_2024_10_31.nc,DEPH,TIME,[18187],float64,m,Depth,depth,0.1518346816301346,85.72652435302734,0.0,13,"time=TIME,depth=None,lat=LATITUDE,lon=LONGITUDE"
