run_id,case_id,display_case,date,run_name,mission_duration_requested_h,mission_duration,trajectory_length,solver_runtime,solver_status,gamma,formulation,descriptor_source,crossing_proxy_method,collected_STD,collected_boundary,crossing_count,regions_visited,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,difference_from_baseline
C01_representative__single_auv_12h__baseline_STD,C01_representative,C01 representative,2024-08-24,baseline_STD,12.0,10.566666666666666,36.655,233.71605129999807,SUCCESS,0.0,information_map = STD_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,94.36653137207031,116.15290832519531,0,1,1.0,0.0,0.0,0.0
C01_representative__single_auv_12h__prototype_boundary_alpha050,C01_representative,C01 representative,2024-08-24,prototype_boundary_alpha050,12.0,11.033333333333333,38.093,233.64901320000354,SUCCESS,0.0,information_map = 0.5*STD_norm + 0.5*prototype_boundary_score_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,91.34963989257812,137.03973388671875,0,1,1.0,0.0,0.025,0.9605263157894737
C01_representative__single_auv_12h__prototype_crossing_gamma025,C01_representative,C01 representative,2024-08-24,prototype_crossing_gamma025,12.0,11.116666666666667,38.549,509.11219850000634,SUCCESS,0.25,information_map = 0.5*STD_norm + 0.3*prototype_boundary + 0.2*((1-0.25)*prototype_boundary + 0.25*prototype_crossing_proxy),Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,95.49591064453125,144.36390686035156,0,1,1.0,0.0,0.024096385542168676,0.9407894736842105
C06_representative__single_auv_12h__baseline_STD,C06_representative,C06 representative,2023-12-22,baseline_STD,12.0,10.483333333333333,36.473,710.1281715000077,SUCCESS,0.0,information_map = STD_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,85.01887512207031,119.18304443359375,0,1,1.0,0.0,0.06918238993710692,0.0
C06_representative__single_auv_12h__prototype_boundary_alpha050,C06_representative,C06 representative,2023-12-22,prototype_boundary_alpha050,12.0,10.583333333333334,36.896,283.9892125000042,SUCCESS,0.0,information_map = 0.5*STD_norm + 0.5*prototype_boundary_score_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,76.71467590332031,112.84236907958984,0,1,1.0,0.0,0.19594594594594594,0.8671586715867159
C06_representative__single_auv_12h__prototype_crossing_gamma025,C06_representative,C06 representative,2023-12-22,prototype_crossing_gamma025,12.0,10.583333333333334,36.767,530.6969960999995,SUCCESS,0.25,information_map = 0.5*STD_norm + 0.3*prototype_boundary + 0.2*((1-0.25)*prototype_boundary + 0.25*prototype_crossing_proxy),Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,76.65107727050781,115.21932983398438,0,1,1.0,0.0,0.23129251700680273,0.8409090909090909
October_control__single_auv_12h__baseline_STD,October_control,October reference,2024-10-30,baseline_STD,12.0,10.866666666666667,37.797,184.92924310000672,SUCCESS,0.0,information_map = STD_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,93.7125015258789,28.41097640991211,2,2,0.4658385093167702,0.5341614906832298,0.0,0.0
October_control__single_auv_12h__prototype_boundary_alpha050,October_control,October reference,2024-10-30,prototype_boundary_alpha050,12.0,10.483333333333333,36.456,243.50621880000108,SUCCESS,0.0,information_map = 0.5*STD_norm + 0.5*prototype_boundary_score_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,48.80297088623047,107.74964904785156,0,1,1.0,0.0,0.18421052631578946,0.9967948717948718
October_control__single_auv_12h__prototype_crossing_gamma025,October_control,October reference,2024-10-30,prototype_crossing_gamma025,12.0,10.366666666666667,36.108,241.71790619999229,SUCCESS,0.25,information_map = 0.5*STD_norm + 0.3*prototype_boundary + 0.2*((1-0.25)*prototype_boundary + 0.25*prototype_crossing_proxy),Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,50.28581237792969,111.49624633789062,0,1,1.0,0.0,0.23684210526315788,0.9967948717948718
