subclass_id,global_image_idx_0_based,global_image_z_1_based,image_icv_proxy,png_path
1,100,101,0.003911142237484455,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z101.png
1,91,92,0.028003117069602013,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z092.png
1,76,77,0.005755038931965828,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z077.png
1,92,93,0.027204064652323723,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z093.png
1,56,57,0.008409401401877403,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z057.png
1,90,91,0.026386108249425888,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z091.png
1,97,98,0.00949495192617178,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z098.png
1,93,94,0.026134267449378967,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z094.png
1,99,100,0.009641891345381737,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z100.png
1,77,78,0.025627324357628822,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z078.png
1,98,99,0.010425723157823086,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z099.png
1,94,95,0.023253988474607468,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z095.png
1,95,96,0.01558668538928032,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z096.png
1,89,90,0.021800987422466278,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z090.png
1,96,97,0.016242584213614464,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z097.png
