local_k,n_seeds,mean_global_class02_size,mean_local_weighted_mean_distance,mean_baseline_class02_mean_distance,mean_delta_local_minus_baseline,mean_min_pairwise_subclass_prototype_rmse_norm,mean_silhouette_score
2,1,122.0,0.235041759297496,0.29208945861605345,-0.057047699318557465,0.6578843593597412,0.47846557446042326
