method_name,source_of_georef,projection_used,centers_or_edges,x_orientation,y_orientation,transform_family,uses_physical_axes,x_km_min,x_km_max,y_km_min,y_km_max,bbox_lonlat,contained_in_hres,overlap_fraction,bbox_iou_hres,center_distance_km,scale_x_ratio_vs_hres,scale_y_ratio_vs_hres,mask_iou_hres_bathy,source_details,candidate_notes
OPTIMIZED_TOPK_REGISTRATION_R14__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.74714063561106,492.67358308572597,4376.183660213075,4395.507421587044,"[-9.434579777608537, -9.085254802775221, 39.53450543589418, 39.70939692313365]",True,1.0,0.19999262354686909,1.9906220275568085,0.5439342086101193,0.36767796616044823,0.2751925119490175,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 14,"HRes crop indices x=46..176, y=55..121"
OPTIMIZED_TOPK_REGISTRATION_R15__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.5169377273041,492.67358308572597,4375.890867545101,4396.385826541037,"[-9.437315149242298, -9.085251575843987, 39.53185727510091, 39.71731156213626]",True,1.0,0.21374565823671438,2.0730712209045365,0.5481183089073206,0.3899626317223566,0.2940785979819437,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 15,"HRes crop indices x=45..176, y=54..124"
OPTIMIZED_TOPK_REGISTRATION_R16__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.20754640440117,492.67358308572597,4376.183660213075,4395.507421587044,"[-9.429208975800524, -9.085254802775221, 39.53452529141397, 39.70939692313365]",True,1.0,0.19691582089149387,1.7648526497718482,0.5355660088849489,0.36767796616044823,0.2711099309612321,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 16,"HRes crop indices x=48..176, y=55..121"
OPTIMIZED_TOPK_REGISTRATION_R17__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,461.82632890554925,490.14135467403776,4372.670156910837,4393.750648361323,"[-9.445219643456745, -9.11466929035635, 39.50280733169868, 39.693542454935745]",True,1.0,0.20642624465027506,4.751116129059959,0.5146455733530999,0.40110370192310524,0.2836563993627191,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 17,"HRes crop indices x=42..165, y=43..115"
OPTIMIZED_TOPK_REGISTRATION_R18__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.9773435279441,492.67358308572597,4376.183660213075,4395.507421587044,"[-9.431894377281065, -9.085254802775221, 39.53451539451686, 39.70939692313365]",True,1.0,0.19845422216613368,1.8776027560126687,0.5397501086032561,0.36767796616044823,0.2730018587360595,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 18,"HRes crop indices x=47..176, y=55..121"
OPTIMIZED_TOPK_REGISTRATION_R19__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.74714063561106,492.67358308572597,4375.890867545101,4396.093024757511,"[-9.434612885816467, -9.085251575843987, 39.531867294515386, 39.71467334914691]",True,1.0,0.20908364288015138,1.9689654699323855,0.5439342086101193,0.3843914200844286,0.28744025491237385,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 19,"HRes crop indices x=46..176, y=54..123"
OPTIMIZED_TOPK_REGISTRATION_R20__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.74714063561106,492.67358308572597,4375.890867545101,4396.678628456763,"[-9.434646002770878, -9.085251575843987, 39.531867294515386, 39.719949775114095]",True,1.0,0.21514438943491238,1.9580420505556515,0.5439342086101193,0.39553384587567897,0.29607010090281466,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 20,"HRes crop indices x=46..176, y=54..125"
OPTIMIZED_TOPK_REGISTRATION_R21__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.4377492650814,492.67358308572597,4375.890867545101,4396.093024757511,"[-9.426556067670544, -9.085251575843987, 39.531896982440074, 39.71467334914691]",True,1.0,0.20425864678197442,1.6262728289576502,0.5313819094533977,0.3843914200844286,0.2809014869888476,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 21,"HRes crop indices x=49..176, y=54..123"
OPTIMIZED_TOPK_REGISTRATION_R22__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.74714063561106,492.67358308572597,4375.890867545101,4396.385826541037,"[-9.434629443200201, -9.085251575843987, 39.531867294515386, 39.71731156213626]",True,1.0,0.21211401547342734,1.958045867905238,0.5439342086101193,0.3899626317223566,0.29175517790759425,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 22,"HRes crop indices x=46..176, y=54..124"
OPTIMIZED_TOPK_REGISTRATION_R23__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.74714063561106,492.67358308572597,4375.890867545101,4396.971430504692,"[-9.434662564528818, -9.085251575843987, 39.531867294515386, 39.722587988080434]",True,1.0,0.2181747647646347,1.9689540961178131,0.5439342086101193,0.40110506254444767,0.30005310674455654,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 23,"HRes crop indices x=46..176, y=54..126"
OPTIMIZED_TOPK_REGISTRATION_R24__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.9773435279441,492.67358308572597,4375.890867545101,4396.093024757511,"[-9.43192728091888, -9.085251575843987, 39.531877252210116, 39.71467334914691]",True,1.0,0.20747531073673792,1.8546269367660033,0.5397501086032561,0.3843914200844286,0.2851500265533723,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 24,"HRes crop indices x=47..176, y=54..123"
OPTIMIZED_TOPK_REGISTRATION_R25__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.20754640440117,492.67358308572597,4375.890867545101,4396.093024757511,"[-9.42924167486785, -9.085251575843987, 39.53188714818504, 39.71467334914691]",True,1.0,0.20586697870424286,1.740388991173638,0.5355660088849489,0.3843914200844286,0.2831917153478492,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 25,"HRes crop indices x=48..176, y=54..123"
OPTIMIZED_TOPK_REGISTRATION_R26__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.9773435279441,492.67358308572597,4375.890867545101,4396.678628456763,"[-9.431960193249138, -9.085251575843987, 39.531877252210116, 39.719949775114095]",True,1.0,0.21348943626766925,1.843025969577252,0.5397501086032561,0.39553384587567897,0.29371348911311734,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 26,"HRes crop indices x=47..176, y=54..125"
OPTIMIZED_TOPK_REGISTRATION_R27__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.9773435279441,492.67358308572597,4375.890867545101,4396.385826541037,"[-9.431943735997294, -9.085251575843987, 39.531877252210116, 39.71731156213626]",True,1.0,0.21048237282336138,1.843030025152267,0.5397501086032561,0.3899626317223566,0.2894317578332448,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 27,"HRes crop indices x=47..176, y=54..124"
OPTIMIZED_TOPK_REGISTRATION_R28__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.4377492650814,492.67358308572597,4375.890867545101,4396.385826541037,"[-9.426572318137751, -9.085251575843987, 39.531896982440074, 39.71731156213626]",True,1.0,0.20721908786010568,1.613035000624796,0.5313819094533977,0.3899626317223566,0.2851168348380244,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 28,"HRes crop indices x=49..176, y=54..124"
OPTIMIZED_TOPK_REGISTRATION_R29__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.20754640440117,492.67358308572597,4375.890867545101,4396.385826541037,"[-9.429258027640754, -9.085251575843987, 39.53188714818504, 39.71731156213626]",True,1.0,0.20885073028582146,1.7280255899821364,0.5355660088849489,0.3899626317223566,0.28744025491237385,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 29,"HRes crop indices x=48..176, y=54..124"
OPTIMIZED_TOPK_REGISTRATION_R30__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.20754640440117,492.67358308572597,4375.890867545101,4396.678628456763,"[-9.429274382573576, -9.085251575843987, 39.53188714818504, 39.719949775114095]",True,1.0,0.21183448321455975,1.7280212644977822,0.5355660088849489,0.39553384587567897,0.29168879447689855,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 30,"HRes crop indices x=48..176, y=54..125"
