method_name,source_of_georef,projection_used,centers_or_edges,x_orientation,y_orientation,transform_family,uses_physical_axes,x_km_min,x_km_max,y_km_min,y_km_max,bbox_lonlat,contained_in_hres,overlap_fraction,bbox_iou_hres,center_distance_km,scale_x_ratio_vs_hres,scale_y_ratio_vs_hres,mask_iou_hres_bathy,source_details,candidate_notes
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__centers__x_normal__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,centers,normal,flipped,physical_axes_relative_offset_fit,True,-27.45236823562533,27.40201797932741,-26.254345960386647,26.17516930146206,"[-9.557737410511201, -8.915074805772255, 39.38845112287713, 39.85995759237815]",True,1.0,0.9966548251354894,0.06864914928156321,0.9990829524093011,0.9975696439740129,0.7122822132873827,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__centers__x_flipped__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,centers,flipped,normal,physical_axes_relative_offset_fit,True,-27.45236823562533,27.40201797932741,-26.254345960386647,26.17516930146206,"[-9.557737410511201, -8.915074805772255, 39.38845112287713, 39.85995759237815]",True,1.0,0.9966548251354894,0.06864914928156321,0.9990829524093011,0.9975696439740129,0.6583584511940644,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__centers__x_flipped__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,centers,flipped,flipped,physical_axes_relative_offset_fit,True,-27.45236823562533,27.40201797932741,-26.254345960386647,26.17516930146206,"[-9.557737410511201, -8.915074805772255, 39.38845112287713, 39.85995759237815]",True,1.0,0.9966548251354894,0.06864914928156321,0.9990829524093011,0.9975696439740129,0.6594018084859726,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__edges__x_normal__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,edges,normal,normal,physical_axes_relative_offset_fit,True,-27.207482582880004,27.157132326582087,-25.844740372403454,25.765563713478866,"[-9.554851323790315, -8.917960861017944, 39.39214253829631, 39.8562818079282]",True,1.0,0.972322431943705,0.06864914928156321,0.9901625689056466,0.981982618286919,0.711885803068557,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__edges__x_normal__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,edges,normal,flipped,physical_axes_relative_offset_fit,True,-27.207482582880004,27.157132326582087,-25.844740372403454,25.765563713478866,"[-9.554851323790315, -8.917960861017944, 39.39214253829631, 39.8562818079282]",True,1.0,0.972322431943705,0.06864914928156321,0.9901625689056466,0.981982618286919,0.7060133630289532,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__edges__x_flipped__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,edges,flipped,normal,physical_axes_relative_offset_fit,True,-27.207482582880004,27.157132326582087,-25.844740372403454,25.765563713478866,"[-9.554851323790315, -8.917960861017944, 39.39214253829631, 39.8562818079282]",True,1.0,0.972322431943705,0.06864914928156321,0.9901625689056466,0.981982618286919,0.6537766618954877,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_azimuthal_equidistant_spherical__edges__x_flipped__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_azimuthal_equidistant_spherical,edges,flipped,flipped,physical_axes_relative_offset_fit,True,-27.207482582880004,27.157132326582087,-25.844740372403454,25.765563713478866,"[-9.554851323790315, -8.917960861017944, 39.39214253829631, 39.8562818079282]",True,1.0,0.972322431943705,0.06864914928156321,0.9901625689056466,0.981982618286919,0.6541990285566792,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__centers__x_normal__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,centers,normal,normal,physical_axes_relative_offset_fit,True,-27.42719310747637,27.42719310747637,-26.214757630924353,26.214757630924353,"[-9.55555534362793, -8.916666984558105, 39.38888931274414, 39.86111068725586]",True,1.0,1.0,0.0,0.9999999999999817,0.9999999999999809,0.7230835693371094,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__centers__x_normal__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,centers,normal,flipped,physical_axes_relative_offset_fit,True,-27.42719310747637,27.42719310747637,-26.214757630924353,26.214757630924353,"[-9.55555534362793, -8.916666984558105, 39.38888931274414, 39.86111068725586]",True,1.0,1.0,0.0,0.9999999999999817,0.9999999999999809,0.7162869642131434,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__centers__x_flipped__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,centers,flipped,normal,physical_axes_relative_offset_fit,True,-27.42719310747637,27.42719310747637,-26.214757630924353,26.214757630924353,"[-9.55555534362793, -8.916666984558105, 39.38888931274414, 39.86111068725586]",True,1.0,1.0,0.0,0.9999999999999817,0.9999999999999809,0.6618981481481482,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__centers__x_flipped__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,centers,flipped,flipped,physical_axes_relative_offset_fit,True,-27.42719310747637,27.42719310747637,-26.214757630924353,26.214757630924353,"[-9.55555534362793, -8.916666984558105, 39.38888931274414, 39.86111068725586]",True,1.0,1.0,0.0,0.9999999999999817,0.9999999999999809,0.6618981481481482,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__edges__x_normal__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,edges,normal,normal,physical_axes_relative_offset_fit,True,-27.182307454731045,27.182307454731045,-25.80515204294116,25.80515204294116,"[-9.552703163453511, -8.919519164732524, 39.39257854223251, 39.85742145776749]",True,1.0,0.9755859375,0.0,0.9910714285714105,0.9843749999999811,0.709893373581966,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__edges__x_normal__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,edges,normal,flipped,physical_axes_relative_offset_fit,True,-27.182307454731045,27.182307454731045,-25.80515204294116,25.80515204294116,"[-9.552703163453511, -8.919519164732524, 39.39257854223251, 39.85742145776749]",True,1.0,0.9755859375,0.0,0.9910714285714105,0.9843749999999811,0.7032591299287065,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__edges__x_flipped__y_normal,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,edges,flipped,normal,physical_axes_relative_offset_fit,True,-27.182307454731045,27.182307454731045,-25.80515204294116,25.80515204294116,"[-9.552703163453511, -8.919519164732524, 39.39257854223251, 39.85742145776749]",True,1.0,0.9755859375,0.0,0.9910714285714105,0.9843749999999811,0.652565701244618,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
AXES_RELATIVE_KM_OFFSET_TO_HRES_MIN__local_lonlat_linear_km_midlat__edges__x_flipped__y_flipped,relative_km_display_assumed geometry shifted to HRes projected minimum,local_lonlat_linear_km_midlat,edges,flipped,flipped,physical_axes_relative_offset_fit,True,-27.182307454731045,27.182307454731045,-25.80515204294116,25.80515204294116,"[-9.552703163453511, -8.919519164732524, 39.39257854223251, 39.85742145776749]",True,1.0,0.9755859375,0.0,0.9910714285714105,0.9843749999999811,0.652565701244618,Interprets axes as relative km and chooses the offset that aligns their minimum with the HRes projected minimum.,
OLD_CAND_B_ROI_BBOX__EPSG_32629_UTM29N_formula__centers__x_normal__y_normal,Existing cand_b_roi bbox from candb_vs_userdirect_bboxes.csv,EPSG_32629_UTM29N_formula,centers,normal,normal,old_reference_bbox,False,458.65653516039265,487.8851850809331,4369.998028810059,4389.221114944476,"[-9.48190412209817, -9.140862911216008, 39.478584076767625, 39.65270103191486]",True,1.0,0.1943117606168795,9.192270447487674,0.53125133699981,0.3657623935861111,0.26629713223579393,Registration-derived ROI from best controlled alignment (not native georeference proof).,
OLD_CAND_B_ROI_BBOX__local_azimuthal_equidistant_spherical__centers__x_normal__y_normal,Existing cand_b_roi bbox from candb_vs_userdirect_bboxes.csv,local_azimuthal_equidistant_spherical,centers,normal,normal,old_reference_bbox,False,-20.992970442311453,8.124356445712726,-16.25218202887027,3.0845101577586918,"[-9.481321141999745, -9.141213804109325, 39.478584076439205, 39.65270103156234]",True,1.0,0.19511526913557833,9.22320320867002,0.5303244994768371,0.36791675536025853,0.2674588422729687,Registration-derived ROI from best controlled alignment (not native georeference proof).,
OLD_CAND_B_ROI_BBOX__local_lonlat_linear_km_midlat__centers__x_normal__y_normal,Existing cand_b_roi bbox from candb_vs_userdirect_bboxes.csv,local_lonlat_linear_km_midlat,centers,normal,normal,old_reference_bbox,False,-21.000757004348905,8.147802916465315,-16.256180497644714,3.0755737360856528,"[-9.480706721668962, -9.141213804109325, 39.478584076439205, 39.65270103156234]",True,1.0,0.19593010276381645,9.20498266413495,0.5313806594534111,0.3687189198141814,0.27439591078066916,Registration-derived ROI from best controlled alignment (not native georeference proof).,
OLD_USER_DIRECT_KM_ROI_BBOX__EPSG_32629_UTM29N_formula__centers__x_normal__y_normal,Existing user_direct_km_roi bbox from candb_vs_userdirect_bboxes.csv,EPSG_32629_UTM29N_formula,centers,normal,normal,old_reference_bbox,True,452.15778871986294,482.8209684576115,4360.080682827932,4380.739770863546,"[-9.557038300819151, -9.19949090061864, 39.388889313060304, 39.576194401235796]",True,1.0,0.21907637911533628,19.949403861447024,0.5573249286788541,0.3930855553772761,0.2847165294947044,Direct ROI from local-km display axes mapped linearly to HRes/planner bbox (without CAND_B registration refinement).,
OLD_USER_DIRECT_KM_ROI_BBOX__local_azimuthal_equidistant_spherical__centers__x_normal__y_normal,Existing user_direct_km_roi bbox from candb_vs_userdirect_bboxes.csv,local_azimuthal_equidistant_spherical,centers,normal,normal,old_reference_bbox,True,-27.45236823562533,3.092961252648951,-26.20562094621015,-5.426321510988253,"[-9.556415684246387, -9.200023435648514, 39.38888931274414, 39.57619440089391]",True,1.0,0.21995472047224193,19.981458289848884,0.5563332319110199,0.3953650579468051,0.2844256379977695,Direct ROI from local-km display axes mapped linearly to HRes/planner bbox (without CAND_B registration refinement).,
OLD_USER_DIRECT_KM_ROI_BBOX__local_lonlat_linear_km_midlat__centers__x_normal__y_normal,Existing user_direct_km_roi bbox from candb_vs_userdirect_bboxes.csv,local_lonlat_linear_km_midlat,centers,normal,normal,old_reference_bbox,True,-27.42719310747637,3.0984602640079775,-26.214757630924353,-5.418759169557369,"[-9.55555534362793, -9.200023435648514, 39.38888931274414, 39.57619440089391]",True,1.0,0.22072805813984953,19.953487332639483,0.5564851870161444,0.3966467810641609,0.2919547763395052,Direct ROI from local-km display axes mapped linearly to HRes/planner bbox (without CAND_B registration refinement).,
CAND_B_REGISTRATION_TO_HRES_SUBAREA__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Controlled registration best candidate,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,registration_crop,False,458.603485746378,487.8392653026646,4370.035041908689,4389.359043590229,"[-9.482531091523732, -9.141397509229135, 39.478915024326255, 39.653943160534105]",True,1.0,0.19537948676561465,9.164387063871587,0.5313809231604009,0.36768253855178534,0.268919277748274,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_flipped,Controlled registration best candidate,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,flipped,registration_crop,False,458.603485746378,487.8392653026646,4370.035041908689,4389.359043590229,"[-9.482531091523732, -9.141397509229135, 39.478915024326255, 39.653943160534105]",True,1.0,0.19537948676561465,9.164387063871587,0.5313809231604009,0.36768253855178534,0.25880803424432003,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__EPSG_32629_UTM29N_formula__hres_crop_centers__x_flipped__y_normal,Controlled registration best candidate,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,flipped,normal,registration_crop,False,458.603485746378,487.8392653026646,4370.035041908689,4389.359043590229,"[-9.482531091523732, -9.141397509229135, 39.478915024326255, 39.653943160534105]",True,1.0,0.19537948676561465,9.164387063871587,0.5313809231604009,0.36768253855178534,0.2585775436285808,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__EPSG_32629_UTM29N_formula__hres_crop_centers__x_flipped__y_flipped,Controlled registration best candidate,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,flipped,flipped,registration_crop,False,458.603485746378,487.8392653026646,4370.035041908689,4389.359043590229,"[-9.482531091523732, -9.141397509229135, 39.478915024326255, 39.653943160534105]",True,1.0,0.19537948676561465,9.164387063871587,0.5313809231604009,0.36768253855178534,0.2582153440895621,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_azimuthal_equidistant_spherical__hres_crop_centers__x_normal__y_normal,Controlled registration best candidate,local_azimuthal_equidistant_spherical,hres_crop_resampled_centers,normal,normal,registration_crop,False,-21.020051609379394,8.155297288415257,-16.232036557335494,3.128849555271998,"[-9.481638880023441, -9.140851847391765, 39.47876458494493, 39.65309948991889]",True,1.0,0.19574868799554973,9.198780518210087,0.5313812755129237,0.3683770900782928,0.27047928836962293,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_azimuthal_equidistant_spherical__hres_crop_centers__x_normal__y_flipped,Controlled registration best candidate,local_azimuthal_equidistant_spherical,hres_crop_resampled_centers,normal,flipped,registration_crop,False,-21.020051609379394,8.155297288415257,-16.232036557335494,3.128849555271998,"[-9.481638880023441, -9.140851847391765, 39.47876458494493, 39.65309948991889]",True,1.0,0.19574868799554973,9.198780518210087,0.5313812755129237,0.3683770900782928,0.2592799789390549,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_azimuthal_equidistant_spherical__hres_crop_centers__x_flipped__y_normal,Controlled registration best candidate,local_azimuthal_equidistant_spherical,hres_crop_resampled_centers,flipped,normal,registration_crop,False,-21.020051609379394,8.155297288415257,-16.232036557335494,3.128849555271998,"[-9.481638880023441, -9.140851847391765, 39.47876458494493, 39.65309948991889]",True,1.0,0.19574868799554973,9.198780518210087,0.5313812755129237,0.3683770900782928,0.2599710412004739,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_azimuthal_equidistant_spherical__hres_crop_centers__x_flipped__y_flipped,Controlled registration best candidate,local_azimuthal_equidistant_spherical,hres_crop_resampled_centers,flipped,flipped,registration_crop,False,-21.020051609379394,8.155297288415257,-16.232036557335494,3.128849555271998,"[-9.481638880023441, -9.140851847391765, 39.47876458494493, 39.65309948991889]",True,1.0,0.19574868799554973,9.198780518210087,0.5313812755129237,0.3683770900782928,0.2592799789390549,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_lonlat_linear_km_midlat__hres_crop_centers__x_normal__y_normal,Controlled registration best candidate,local_lonlat_linear_km_midlat,hres_crop_resampled_centers,normal,normal,registration_crop,False,-21.000757004348905,8.147802916465315,-16.256180497644714,3.0755737360856528,"[-9.480706721668962, -9.141213804109325, 39.478584076439205, 39.65270103156234]",True,1.0,0.19593010276381645,9.20498266413495,0.5313806594534111,0.3687189198141814,0.27439591078066916,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_lonlat_linear_km_midlat__hres_crop_centers__x_normal__y_flipped,Controlled registration best candidate,local_lonlat_linear_km_midlat,hres_crop_resampled_centers,normal,flipped,registration_crop,False,-21.000757004348905,8.147802916465315,-16.256180497644714,3.0755737360856528,"[-9.480706721668962, -9.141213804109325, 39.478584076439205, 39.65270103156234]",True,1.0,0.19593010276381645,9.20498266413495,0.5313806594534111,0.3687189198141814,0.2626611418047882,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_lonlat_linear_km_midlat__hres_crop_centers__x_flipped__y_normal,Controlled registration best candidate,local_lonlat_linear_km_midlat,hres_crop_resampled_centers,flipped,normal,registration_crop,False,-21.000757004348905,8.147802916465315,-16.256180497644714,3.0755737360856528,"[-9.480706721668962, -9.141213804109325, 39.478584076439205, 39.65270103156234]",True,1.0,0.19593010276381645,9.20498266413495,0.5313806594534111,0.3687189198141814,0.2626611418047882,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
CAND_B_REGISTRATION_TO_HRES_SUBAREA__local_lonlat_linear_km_midlat__hres_crop_centers__x_flipped__y_flipped,Controlled registration best candidate,local_lonlat_linear_km_midlat,hres_crop_resampled_centers,flipped,flipped,registration_crop,False,-21.000757004348905,8.147802916465315,-16.256180497644714,3.0755737360856528,"[-9.480706721668962, -9.141213804109325, 39.478584076439205, 39.65270103156234]",True,1.0,0.19593010276381645,9.20498266413495,0.5313806594534111,0.3687189198141814,0.2626611418047882,investigation/tempibhres_hres_registration_controlled_v4/tables/best_candidate_summary.csv,"HRes crop indices x=28..155, y=34..100"
OPTIMIZED_TOPK_REGISTRATION_R01__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,458.603485746378,487.8392653026646,4370.035041908689,4389.359043590229,"[-9.482531091523732, -9.141397509229135, 39.478915024326255, 39.653943160534105]",True,1.0,0.19537948676561465,9.164387063871587,0.5313809231604009,0.36768253855178534,0.268919277748274,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 1,"HRes crop indices x=28..155, y=34..100"
OPTIMIZED_TOPK_REGISTRATION_R02__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,459.52429842074173,487.8392653026646,4369.742252012831,4389.944641209973,"[-9.471834021062058, -9.141392167852405, 39.47632071864556, 39.659219576769004]",True,1.0,0.19782720302195897,8.739372931879467,0.5146445030482174,0.384395834115063,0.2717405735528412,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 2,"HRes crop indices x=32..155, y=33..102"
OPTIMIZED_TOPK_REGISTRATION_R03__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,458.603485746378,487.8392653026646,4369.449462248954,4391.408568980662,"[-9.482659539477746, -9.141386827180167, 39.47363877615653, 39.67240999912104]",True,1.0,0.2220222847098489,8.659377479967848,0.5313809231604009,0.4178213312389118,0.3055297397769517,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 3,"HRes crop indices x=28..155, y=32..107"
OPTIMIZED_TOPK_REGISTRATION_R04__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,459.52429842074173,487.8392653026646,4369.742252012831,4390.823038630694,"[-9.471887847639557, -9.141392167852405, 39.47632071864556, 39.66713420103212]",True,1.0,0.20642870570499247,8.424711656080033,0.5146445030482174,0.4011093181454701,0.2836563993627191,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 4,"HRes crop indices x=32..155, y=33..105"
OPTIMIZED_TOPK_REGISTRATION_R05__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,456.3014528041059,485.53724757105294,4366.52157186844,4387.602253902322,"[-9.509247234012069, -9.168087675043857, 39.44714379310534, 39.63807808465348]",True,1.0,0.21314089323742358,12.658545487872775,0.5313811996248872,0.4011073282003129,0.29321561338289964,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 5,"HRes crop indices x=18..145, y=22..94"
OPTIMIZED_TOPK_REGISTRATION_R06__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.5169377273041,492.67358308572597,4376.183660213075,4395.214620200101,"[-9.437248523686321, -9.085254802775221, 39.53449541554602, 39.70675871010978]",True,1.0,0.19847734606885886,2.134214628698111,0.5481183089073206,0.36210676206842657,0.2730350504514073,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 6,"HRes crop indices x=45..176, y=55..120"
OPTIMIZED_TOPK_REGISTRATION_R07__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.4377492650814,492.67358308572597,4376.183660213075,4395.214620200101,"[-9.426507329144204, -9.085254802775221, 39.534535126585446, 39.70675871010978]",True,1.0,0.19241698265391483,1.690896125623045,0.5313819094533977,0.36210676206842657,0.2647039298990972,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 7,"HRes crop indices x=49..176, y=55..120"
OPTIMIZED_TOPK_REGISTRATION_R08__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.5169377273041,492.67358308572597,4376.183660213075,4395.507421587044,"[-9.437265176775766, -9.085254802775221, 39.53449541554602, 39.70939692313365]",True,1.0,0.20153102503435547,2.103867087702127,0.5481183089073206,0.36767796616044823,0.2773831651619756,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 8,"HRes crop indices x=45..176, y=55..121"
OPTIMIZED_TOPK_REGISTRATION_R09__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.20754640440117,492.67358308572597,4376.183660213075,4395.214620200101,"[-9.429192629505472, -9.085254802775221, 39.53452529141397, 39.70675871010978]",True,1.0,0.19393207335124624,1.8009220510725887,0.5355660088849489,0.36210676206842657,0.2668613913967074,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 9,"HRes crop indices x=48..176, y=55..120"
OPTIMIZED_TOPK_REGISTRATION_R10__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.74714063561106,492.67358308572597,4376.183660213075,4395.214620200101,"[-9.434563226783698, -9.085254802775221, 39.53450543589418, 39.70675871010978]",True,1.0,0.19696225505806972,2.0226693786249808,0.5439342086101193,0.36210676206842657,0.27087758895379715,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 10,"HRes crop indices x=46..176, y=55..120"
OPTIMIZED_TOPK_REGISTRATION_R11__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.9773435279441,492.67358308572597,4376.183660213075,4395.214620200101,"[-9.431877928721024, -9.085254802775221, 39.53451539451686, 39.70675871010978]",True,1.0,0.19544716415241395,1.9115458320477579,0.5397501086032561,0.36210676206842657,0.26872012745618695,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 11,"HRes crop indices x=47..176, y=55..120"
OPTIMIZED_TOPK_REGISTRATION_R12__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,463.4377492650814,492.67358308572597,4376.183660213075,4395.507421587044,"[-9.426523573174086, -9.085254802775221, 39.534535126585446, 39.70939692313365]",True,1.0,0.195377419722288,1.6524268059476155,0.5313819094533977,0.36767796616044823,0.268919277748274,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 12,"HRes crop indices x=49..176, y=55..121"
OPTIMIZED_TOPK_REGISTRATION_R13__EPSG_32629_UTM29N_formula__hres_crop_centers__x_normal__y_normal,Top candidates from controlled registration table,EPSG_32629_UTM29N_formula,hres_crop_resampled_centers,normal,normal,optimized_registration_topk,False,462.5169377273041,492.67358308572597,4375.890867545101,4396.093024757511,"[-9.43729848955343, -9.085251575843987, 39.53185727510091, 39.71467334914691]",True,1.0,0.21069197513516835,2.0833880310465234,0.5481183089073206,0.3843914200844286,0.28973048327137546,investigation/tempibhres_hres_registration_controlled_v4/tables/top_candidates_temperature_eval.csv rank 13,"HRes crop indices x=45..176, y=54..123"
