run_id,command,returncode,runtime_s,runtime_source,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells
October_control__multi_auv_12h__baseline_shared_STD,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__multi_a__98d8152b36.nc,0,1217.13453879999,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__multi_a__98d8152b36.nc,SUCCESS,1217.13453879999,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__multi_a__98d8152b36,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__multi_a__98d8152b36.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_9010__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__3dded62aa1.nc,0,1659.2699481000018,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__3dded62aa1.nc,SUCCESS,1659.2699481000018,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__3dded62aa1,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__3dded62aa1.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_9010__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__48ad47942c.nc,0,1640.9850226000126,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__48ad47942c.nc,SUCCESS,1640.9850226000126,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__48ad47942c,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__48ad47942c.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_8020__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__db96655a58.nc,0,1638.2774251000083,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__db96655a58.nc,SUCCESS,1638.2774251000083,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__db96655a58,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__db96655a58.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_8020__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__1d7fc51e1d.nc,0,1686.4143103999959,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__1d7fc51e1d.nc,SUCCESS,1686.4143103999959,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__1d7fc51e1d,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__1d7fc51e1d.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_7030__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__1fd3caa87a.nc,0,1639.7848402999807,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__1fd3caa87a.nc,SUCCESS,1639.7848402999807,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__1fd3caa87a,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__1fd3caa87a.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_7030__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__5cd6dcf275.nc,0,1697.6371677000134,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__5cd6dcf275.nc,SUCCESS,1697.6371677000134,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__5cd6dcf275,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__5cd6dcf275.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_6040__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__5adac00312.nc,0,1751.763964200014,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__5adac00312.nc,SUCCESS,1751.763964200014,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__5adac00312,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__5adac00312.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_6040__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__40a7106681.nc,0,1690.2413545000018,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__40a7106681.nc,SUCCESS,1690.2413545000018,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__40a7106681,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__40a7106681.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_00100__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__110fa93442.nc,1,6.792259800015017,,FAILED,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__110fa93442.nc,FAILED,6.792259800015017,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__110fa93442,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__110fa93442.nc,"[180, 240]",8004.0,0.0,0.0,8004.0
October_control__proxy_12h__vehicle_specific_00100__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__e607ab7cac.nc,1,5.887033200007863,,FAILED,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__e607ab7cac.nc,FAILED,5.887033200007863,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__e607ab7cac,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__e607ab7cac.nc,"[180, 240]",8004.0,0.0,0.0,8004.0
October_control__proxy_12h__vehicle_specific_5050__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__4a184d60bb.nc,0,1762.9551019000064,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__4a184d60bb.nc,SUCCESS,1762.9551019000064,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__4a184d60bb,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__4a184d60bb.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_5050__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__669169d0cc.nc,0,1567.3367229000141,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__669169d0cc.nc,SUCCESS,1567.3367229000141,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__669169d0cc,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__669169d0cc.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_2575__AUV1_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__62d36855cb.nc,0,1749.6138519000087,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__62d36855cb.nc,SUCCESS,1749.6138519000087,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__62d36855cb,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__62d36855cb.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__vehicle_specific_2575__AUV2_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__d4be949a0c.nc,0,1522.7674819999957,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__d4be949a0c.nc,SUCCESS,1522.7674819999957,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__d4be949a0c,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__d4be949a0c.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV1_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__prox__5c64d428ec.nc,0,1169.898920000007,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__prox__5c64d428ec.nc,SUCCESS,1169.898920000007,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__prox__5c64d428ec,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__prox__5c64d428ec.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV2_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__prox__a7b180f2e9.nc,0,1079.373074800009,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__prox__a7b180f2e9.nc,SUCCESS,1079.373074800009,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__prox__a7b180f2e9,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__prox__a7b180f2e9.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
C06_representative__proxy_12h__role_swap_of_vehicle_specific_6040__AUV1_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C06_representative__prox__61f6c436e2.nc,0,1546.576194000023,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C06_representative__prox__61f6c436e2.nc,SUCCESS,1546.576194000023,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\C06_representative__prox__61f6c436e2,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C06_representative__prox__61f6c436e2.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
C06_representative__proxy_12h__role_swap_of_vehicle_specific_6040__AUV2_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C06_representative__prox__0703256eac.nc,0,1192.8819775000156,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C06_representative__prox__0703256eac.nc,SUCCESS,1192.8819775000156,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\C06_representative__prox__0703256eac,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\C06_representative__prox__0703256eac.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__role_swap_of_vehicle_specific_2575__AUV1_region_B,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__281ca35ac6.nc,0,1612.1622454999888,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__281ca35ac6.nc,SUCCESS,1612.1622454999888,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__281ca35ac6,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__281ca35ac6.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
October_control__proxy_12h__role_swap_of_vehicle_specific_2575__AUV2_region_A,C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__11298a4c17.nc,0,1489.5528976000205,,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__11298a4c17.nc,SUCCESS,1489.5528976000205,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_runs\October_control__proxy_1__11298a4c17,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\planner_inputs\October_control__proxy_1__11298a4c17.nc,"[180, 240]",8004.0,0.0,1.0,8004.0
