prototype_name,sigma,threshold,std_temp,iqr_temp,range_temp,low_ratio,high_ratio,min_region_ratio,inter_region_diff,coherence_low,coherence_high,coherence_min,mean_grad,p90_grad,front_area_ratio,threshold_method,multiotsu_thresholds,seed,scope,k,key,regime_label
subclass_prototype_01,1.0,-0.492818146944046,0.20925608277320862,0.34994423389434814,0.7712256908416748,0.44505415162454875,0.5549458483754512,0.44505415162454875,0.36089468002319336,1.0,1.0,1.0,0.008042163215577602,0.00915861688554287,0.10007220216606498,otsu,"[-0.6103096008300781, -0.36327633261680603]",11,local_class02,k2,k2::subclass_prototype_01,single_gradient
subclass_prototype_02,1.0,0.07433682680130005,0.45035460591316223,0.7520852535963058,1.7131433486938477,0.4251263537906137,0.5748736462093863,0.4251263537906137,0.7895276844501495,1.0,1.0,1.0,0.018337659537792206,0.02172464318573475,0.10007220216606498,otsu,"[-0.1866498589515686, 0.32863157987594604]",11,local_class02,k2,k2::subclass_prototype_02,single_gradient
