distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,203,204,0.08175449073314667,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0204_2024-05-18_X_surface_370_roi_x490_norm.png
2,204,205,0.08877275139093399,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0205_2024-05-19_X_surface_370_roi_x490_norm.png
3,170,171,0.09054608643054962,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0171_2024-04-15_X_surface_370_roi_x490_norm.png
4,202,203,0.09583375602960587,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0203_2024-05-17_X_surface_370_roi_x490_norm.png
5,80,81,0.09693622589111328,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0081_2024-01-16_X_surface_370_roi_x490_norm.png
6,60,61,0.09707550704479218,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0061_2023-12-27_X_surface_370_roi_x490_norm.png
7,83,84,0.10169368982315063,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0084_2024-01-19_X_surface_370_roi_x490_norm.png
8,61,62,0.10744744539260864,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0062_2023-12-28_X_surface_370_roi_x490_norm.png
9,205,206,0.10801740735769272,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0206_2024-05-20_X_surface_370_roi_x490_norm.png
10,208,209,0.12088434398174286,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0209_2024-05-23_X_surface_370_roi_x490_norm.png
11,209,210,0.12241494655609131,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0210_2024-05-24_X_surface_370_roi_x490_norm.png
12,101,102,0.12252141535282135,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0102_2024-02-06_X_surface_370_roi_x490_norm.png
13,79,80,0.12273208796977997,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0080_2024-01-15_X_surface_370_roi_x490_norm.png
14,174,175,0.12339810281991959,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0175_2024-04-19_X_surface_370_roi_x490_norm.png
15,201,202,0.13030953705310822,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0202_2024-05-16_X_surface_370_roi_x490_norm.png
16,175,176,0.13295990228652954,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0176_2024-04-20_X_surface_370_roi_x490_norm.png
17,62,63,0.14341269433498383,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0063_2023-12-29_X_surface_370_roi_x490_norm.png
18,64,65,0.14538763463497162,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0065_2023-12-31_X_surface_370_roi_x490_norm.png
19,100,101,0.14610573649406433,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0101_2024-02-05_X_surface_370_roi_x490_norm.png
20,316,317,0.1553690880537033,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0317_2024-09-08_X_surface_370_roi_x490_norm.png
21,63,64,0.15553319454193115,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0064_2023-12-30_X_surface_370_roi_x490_norm.png
22,99,100,0.1631324291229248,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0100_2024-02-04_X_surface_370_roi_x490_norm.png
23,106,107,0.167986199259758,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0107_2024-02-11_X_surface_370_roi_x490_norm.png
24,200,201,0.1750674694776535,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0201_2024-05-15_X_surface_370_roi_x490_norm.png
25,315,316,0.17524796724319458,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0316_2024-09-07_X_surface_370_roi_x490_norm.png
26,312,313,0.18990065157413483,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0313_2024-09-04_X_surface_370_roi_x490_norm.png
27,105,106,0.1986783891916275,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0106_2024-02-10_X_surface_370_roi_x490_norm.png
28,212,213,0.21803978085517883,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0213_2024-05-27_X_surface_370_roi_x490_norm.png
29,323,324,0.2357400804758072,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0324_2024-09-15_X_surface_370_roi_x490_norm.png
30,324,325,0.2693801820278168,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0325_2024-09-16_X_surface_370_roi_x490_norm.png
