distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,247,248,0.09842745214700699,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0248_2024-07-01_X_surface_370_roi_x490_norm.png
2,328,329,0.12045519798994064,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0329_2024-09-20_X_surface_370_roi_x490_norm.png
3,23,24,0.12174747884273529,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0024_2023-11-20_X_surface_370_roi_x490_norm.png
4,225,226,0.12348652631044388,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0226_2024-06-09_X_surface_370_roi_x490_norm.png
5,336,337,0.1309574693441391,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0337_2024-09-28_X_surface_370_roi_x490_norm.png
6,329,330,0.13269244134426117,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0330_2024-09-21_X_surface_370_roi_x490_norm.png
7,331,332,0.13587643206119537,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0332_2024-09-23_X_surface_370_roi_x490_norm.png
8,24,25,0.13725221157073975,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0025_2023-11-21_X_surface_370_roi_x490_norm.png
9,330,331,0.1394851952791214,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0331_2024-09-22_X_surface_370_roi_x490_norm.png
10,332,333,0.1568726897239685,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0333_2024-09-24_X_surface_370_roi_x490_norm.png
11,226,227,0.15705040097236633,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0227_2024-06-10_X_surface_370_roi_x490_norm.png
12,248,249,0.16003738343715668,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0249_2024-07-02_X_surface_370_roi_x490_norm.png
13,337,338,0.16482776403427124,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0338_2024-09-29_X_surface_370_roi_x490_norm.png
14,221,222,0.16659480333328247,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0222_2024-06-05_X_surface_370_roi_x490_norm.png
15,366,367,0.1742575764656067,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0367_2024-10-28_X_surface_370_roi_x490_norm.png
16,246,247,0.17521415650844574,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0247_2024-06-30_X_surface_370_roi_x490_norm.png
17,220,221,0.1790049970149994,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0221_2024-06-04_X_surface_370_roi_x490_norm.png
18,348,349,0.1860332489013672,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0349_2024-10-10_X_surface_370_roi_x490_norm.png
19,344,345,0.1904100924730301,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0345_2024-10-06_X_surface_370_roi_x490_norm.png
20,224,225,0.19606073200702667,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0225_2024-06-08_X_surface_370_roi_x490_norm.png
21,22,23,0.20017947256565094,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0023_2023-11-19_X_surface_370_roi_x490_norm.png
22,338,339,0.20638930797576904,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0339_2024-09-30_X_surface_370_roi_x490_norm.png
23,345,346,0.22766844928264618,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0346_2024-10-07_X_surface_370_roi_x490_norm.png
24,347,348,0.2291153073310852,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0348_2024-10-09_X_surface_370_roi_x490_norm.png
25,309,310,0.22948691248893738,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0310_2024-09-01_X_surface_370_roi_x490_norm.png
26,367,368,0.23104465007781982,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0368_2024-10-29_X_surface_370_roi_x490_norm.png
27,349,350,0.23155803978443146,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0350_2024-10-11_X_surface_370_roi_x490_norm.png
28,346,347,0.23364180326461792,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0347_2024-10-08_X_surface_370_roi_x490_norm.png
29,365,366,0.2511410713195801,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0366_2024-10-27_X_surface_370_roi_x490_norm.png
30,287,288,0.25635260343551636,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0288_2024-08-10_X_surface_370_roi_x490_norm.png
31,333,334,0.2572448253631592,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0334_2024-09-25_X_surface_370_roi_x490_norm.png
32,335,336,0.26642128825187683,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0336_2024-09-27_X_surface_370_roi_x490_norm.png
33,271,272,0.2744658589363098,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0272_2024-07-25_X_surface_370_roi_x490_norm.png
