distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,3,4,0.06508210301399231,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z004.png
2,22,23,0.07294674217700958,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
3,21,22,0.07377481460571289,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
4,20,21,0.08368335664272308,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z021.png
5,24,25,0.08978790789842606,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z025.png
6,12,13,0.09988105297088623,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z013.png
7,23,24,0.10154132544994354,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
8,18,19,0.10257365554571152,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z019.png
9,25,26,0.10804831236600876,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z026.png
10,126,127,0.10808732360601425,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
11,0,1,0.10875215381383896,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
12,1,2,0.11118803918361664,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
13,2,3,0.11690235137939453,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
14,19,20,0.12631087005138397,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z020.png
15,11,12,0.12783008813858032,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z012.png
16,30,31,0.12888160347938538,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z031.png
17,31,32,0.13452492654323578,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z032.png
18,4,5,0.1400749385356903,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z005.png
19,113,114,0.14090275764465332,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z114.png
20,29,30,0.1469476819038391,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z030.png
21,26,27,0.1531694531440735,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z027.png
22,105,106,0.15680234134197235,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z106.png
23,107,108,0.1572267711162567,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
24,32,33,0.16021950542926788,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z033.png
25,123,124,0.1653515100479126,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z124.png
26,13,14,0.16698387265205383,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
27,52,53,0.1724551022052765,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z053.png
28,104,105,0.17356513440608978,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
29,27,28,0.1754455268383026,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z028.png
30,40,41,0.18006286025047302,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
31,150,151,0.18138235807418823,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z151.png
32,124,125,0.18228241801261902,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z125.png
33,53,54,0.1848996877670288,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z054.png
34,106,107,0.18636004626750946,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z107.png
