route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,152.248,110.0299
1,1,39.580574,-9.292792,112.93775,152.248,110.0299
1,2,39.60168,-9.306158,182.29196,152.248,110.0299
1,3,39.59904,-9.319525,215.35081,152.248,110.0299
1,4,39.609592,-9.322198,280.08017,152.248,110.0299
1,5,39.61487,-9.335565,356.3693,152.248,110.0299
1,6,39.62806,-9.335565,386.06754,152.248,110.0299
1,7,39.638615,-9.327544,382.12747,152.248,110.0299
1,8,39.646526,-9.335565,341.27417,152.248,110.0299
1,9,39.65444,-9.324871,271.77182,152.248,110.0299
1,10,39.664997,-9.327544,197.15071,152.248,110.0299
1,11,39.664997,-9.343584,210.47603,152.248,110.0299
1,12,39.6861,-9.330218,152.52716,152.248,110.0299
1,13,39.696655,-9.332891,138.95198,152.248,110.0299
1,14,39.707207,-9.308832,135.00105,152.248,110.0299
1,15,39.71776,-9.306158,131.09627,152.248,110.0299
1,16,39.709846,-9.330218,135.6137,152.248,110.0299
1,17,39.720398,-9.332891,133.39749,152.248,110.0299
1,18,39.712482,-9.346257,138.26733,152.248,110.0299
1,19,39.68874,-9.343584,154.37538,152.248,110.0299
1,20,39.694016,-9.356951,149.29668,152.248,110.0299
1,21,39.683464,-9.356951,177.53348,152.248,110.0299
1,22,39.680824,-9.3703165,201.12923,152.248,110.0299
1,23,39.670273,-9.37299,245.6308,152.248,110.0299
1,24,39.664997,-9.362297,245.655,152.248,110.0299
1,25,39.65444,-9.36497,369.00092,152.248,110.0299
1,26,39.646526,-9.356951,424.24258,152.248,110.0299
1,27,39.651806,-9.346257,334.91577,152.248,110.0299
1,28,39.64125,-9.346257,430.60098,152.248,110.0299
1,29,39.635975,-9.356951,507.719,152.248,110.0299
1,30,39.62806,-9.34893,451.9141,152.248,110.0299
1,31,39.617508,-9.354278,456.2697,152.248,110.0299
1,32,39.606956,-9.346257,372.61923,152.248,110.0299
1,33,39.606956,-9.359624,434.83664,152.248,110.0299
1,34,39.5964,-9.36497,351.78397,152.248,110.0299
1,35,39.604317,-9.37299,475.01782,152.248,110.0299
1,36,39.61487,-9.367643,518.7906,152.248,110.0299
1,37,39.625423,-9.367643,539.40845,152.248,110.0299
1,38,39.646526,-9.37299,489.63895,152.248,110.0299
1,39,39.651806,-9.383683,466.68353,152.248,110.0299
1,40,39.659718,-9.375663,342.287,152.248,110.0299
1,41,39.664997,-9.386356,305.55038,152.248,110.0299
1,42,39.65444,-9.399722,423.1926,152.248,110.0299
1,43,39.649166,-9.410416,463.2041,152.248,110.0299
1,44,39.659718,-9.413089,332.02155,152.248,110.0299
1,45,39.670273,-9.405069,254.34924,152.248,110.0299
1,46,39.691376,-9.410416,165.0288,152.248,110.0299
1,47,39.69929,-9.418435,153.12762,152.248,110.0299
1,48,39.704567,-9.429129,151.14725,152.248,110.0299
1,49,39.715122,-9.4264555,147.05429,152.248,110.0299
1,50,39.720398,-9.415762,143.63318,152.248,110.0299
1,51,39.720398,-9.402396,142.40656,152.248,110.0299
1,52,39.715122,-9.375663,142.71533,152.248,110.0299
1,53,39.720398,-9.36497,138.09604,152.248,110.0299
1,54,39.707207,-9.359624,143.88335,152.248,110.0299
1,55,39.696655,-9.37299,153.21407,152.248,110.0299
1,56,39.707207,-9.3890295,150.3655,152.248,110.0299
1,57,39.70193,-9.399722,153.20972,152.248,110.0299
1,58,39.694016,-9.391703,159.14949,152.248,110.0299
1,59,39.683464,-9.3890295,210.1258,152.248,110.0299
1,60,39.67819,-9.415762,211.36887,152.248,110.0299
1,61,39.68874,-9.423781,169.51007,152.248,110.0299
1,62,39.67819,-9.429129,193.2241,152.248,110.0299
1,63,39.6307,-9.418435,598.1447,152.248,110.0299
1,64,39.622784,-9.429129,563.3798,152.248,110.0299
1,65,39.60168,-9.421108,674.48236,152.248,110.0299
1,66,39.591125,-9.429129,655.16656,152.248,110.0299
1,67,39.58849,-9.415762,642.4298,152.248,110.0299
1,68,39.5964,-9.4077425,612.2475,152.248,110.0299
1,69,39.612232,-9.413089,704.0873,152.248,110.0299
1,70,39.622784,-9.405069,650.60406,152.248,110.0299
1,71,39.63334,-9.405069,624.4207,152.248,110.0299
1,72,39.64125,-9.397049,595.7946,152.248,110.0299
1,73,39.63334,-9.383683,634.0365,152.248,110.0299
1,74,39.625423,-9.391703,642.46106,152.248,110.0299
1,75,39.620148,-9.378337,583.32086,152.248,110.0299
1,76,39.612232,-9.386356,610.04065,152.248,110.0299
1,77,39.591125,-9.391703,440.50668,152.248,110.0299
1,78,39.58321,-9.402396,477.93973,152.248,110.0299
1,79,39.57266,-9.402396,419.525,152.248,110.0299
1,80,39.564743,-9.410416,450.30417,152.248,110.0299
1,81,39.5753,-9.418435,584.2052,152.248,110.0299
1,82,39.564743,-9.423781,554.8241,152.248,110.0299
1,83,39.533085,-9.423781,269.6404,152.248,110.0299
1,84,39.53836,-9.413089,269.53857,152.248,110.0299
1,85,39.55419,-9.410416,383.57578,152.248,110.0299
1,86,39.559467,-9.399722,325.16855,152.248,110.0299
1,87,39.53836,-9.399722,211.04091,152.248,110.0299
1,88,39.54364,-9.3890295,180.27249,152.248,110.0299
1,89,39.533085,-9.38101,137.34558,152.248,110.0299
1,90,39.54364,-9.375663,151.37518,152.248,110.0299
1,91,39.535725,-9.367643,125.82859,152.248,110.0299
1,92,39.546276,-9.362297,128.2673,152.248,110.0299
1,93,39.559467,-9.37299,178.60858,152.248,110.0299
1,94,39.562107,-9.359624,144.30144,152.248,110.0299
1,95,39.5753,-9.362297,178.69102,152.248,110.0299
1,96,39.5753,-9.375663,234.69444,152.248,110.0299
1,97,39.58585,-9.375663,292.53082,152.248,110.0299
1,98,39.58585,-9.362297,228.98973,152.248,110.0299
1,99,39.591125,-9.3516035,251.93217,152.248,110.0299
1,100,39.580574,-9.346257,161.71019,152.248,110.0299
1,101,39.57002,-9.3516035,151.33228,152.248,110.0299
1,102,39.562107,-9.343584,132.00006,152.248,110.0299
1,103,39.567383,-9.332891,129.48984,152.248,110.0299
1,104,39.5753,-9.324871,131.39311,152.248,110.0299
1,105,39.572853,-9.295107,110.0299,152.248,110.0299
