run_id,strategy,case_id,vehicle_id,solver_status,collected_STD,collected_boundary,collected_region_A,collected_region_B,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,crossing_count,regions_visited,trajectory_length,mission_duration,sampled_cells
C06_representative__multi_auv_12h__baseline_STD,baseline_STD,C06_representative,1,REUSED_STEP11Z,84.24525451660156,120.55747985839844,70.0,0.0,0.43478259444236755,0.0,0.018633540719747543,0,1,37.349,10.8,161
C06_representative__multi_auv_12h__baseline_STD,baseline_STD,C06_representative,2,REUSED_STEP11Z,77.17230987548828,110.23660278320312,11.0,0.0,0.07189542800188065,0.0,0.2549019753932953,0,1,37.009,10.633333333333333,153
C06_representative__multi_auv_12h__prototype_boundary_alpha050,prototype_boundary_alpha050,C06_representative,1,SUCCESS,75.02843475341797,110.95100402832031,36.0,0.0,0.25,0.0,0.1666666716337204,0,1,37.108,10.683333333333334,144
C06_representative__multi_auv_12h__prototype_boundary_alpha050,prototype_boundary_alpha050,C06_representative,2,SUCCESS,70.04513549804688,111.30229949951172,0.0,0.0,0.0,0.0,0.2467532455921173,0,0,38.285,10.966666666666667,154
C06_representative__multi_auv_12h__vehicle_specific_conservative__AUV1,vehicle_specific_conservative,C06_representative,1,SUCCESS,75.91587829589844,109.34381103515625,78.0,0.0,0.5270270109176636,0.0,0.0,0,1,35.173,10.116666666666667,148
C06_representative__multi_auv_12h__vehicle_specific_conservative__AUV2,vehicle_specific_conservative,C06_representative,2,SUCCESS,83.2635726928711,118.86865234375,21.0,0.0,0.1304347813129425,0.0,0.1304347813129425,0,1,36.965,10.583333333333334,161
C06_representative__multi_auv_12h__vehicle_specific_balanced__AUV1,vehicle_specific_balanced,C06_representative,1,SUCCESS,75.39899444580078,106.516357421875,75.0,0.0,0.5244755148887634,0.0,0.0,0,1,35.992,10.3,143
C06_representative__multi_auv_12h__vehicle_specific_balanced__AUV2,vehicle_specific_balanced,C06_representative,2,SUCCESS,46.83312225341797,45.69751739501953,0.0,80.0,0.0,0.5755395889282227,0.0,0,1,36.388,10.5,139
C06_representative__multi_auv_12h__vehicle_specific_strong_regime__AUV1,vehicle_specific_strong_regime,C06_representative,1,REUSED_STEP11Z,81.07691955566406,113.51870727539062,38.0,0.0,0.25,0.0,0.08552631735801697,0,1,36.517,10.516666666666667,152
C06_representative__multi_auv_12h__vehicle_specific_strong_regime__AUV2,vehicle_specific_strong_regime,C06_representative,2,REUSED_STEP11Z,49.394325256347656,47.451683044433594,0.0,86.0,0.0,0.5733333230018616,0.0,0,1,36.38,10.433333333333334,150
October_control__multi_auv_12h__baseline_STD,baseline_STD,October_control,1,REUSED_STEP11Z,92.00331115722656,34.87681579589844,0.0,82.0,0.0,0.49696969985961914,0.0,0,1,39.218,11.2,165
October_control__multi_auv_12h__baseline_STD,baseline_STD,October_control,2,REUSED_STEP11Z,86.26296997070312,23.359596252441406,0.0,99.0,0.0,0.6689189076423645,0.0,0,1,36.881,10.65,148
October_control__multi_auv_12h__prototype_boundary_alpha050,prototype_boundary_alpha050,October_control,1,SUCCESS,48.399349212646484,108.81974792480469,91.0,0.0,0.6107382774353027,0.0,0.2281879186630249,0,1,35.986,10.3,149
October_control__multi_auv_12h__prototype_boundary_alpha050,prototype_boundary_alpha050,October_control,2,SUCCESS,68.94800567626953,71.30992126464844,50.0,0.0,0.31446540355682373,0.0,0.0,0,1,37.571,10.7,159
October_control__multi_auv_12h__vehicle_specific_conservative__AUV1,vehicle_specific_conservative,October_control,1,SUCCESS,93.49459838867188,26.825237274169922,0.0,92.0,0.0,0.5679012537002563,0.0,0,1,37.926,10.916666666666666,162
October_control__multi_auv_12h__vehicle_specific_conservative__AUV2,vehicle_specific_conservative,October_control,2,SUCCESS,87.3160400390625,24.640806198120117,0.0,104.0,0.0,0.6887417435646057,0.0,0,1,38.07,10.983333333333333,151
October_control__multi_auv_12h__vehicle_specific_balanced__AUV1,vehicle_specific_balanced,October_control,1,SUCCESS,56.84149169921875,98.64254760742188,113.0,0.0,0.7197452187538147,0.0,0.0,0,1,37.207,10.733333333333333,157
October_control__multi_auv_12h__vehicle_specific_balanced__AUV2,vehicle_specific_balanced,October_control,2,SUCCESS,87.71820068359375,22.006961822509766,0.0,100.0,0.0,0.6578947305679321,0.0,0,1,37.868,10.8,152
October_control__multi_auv_12h__vehicle_specific_strong_regime__AUV1,vehicle_specific_strong_regime,October_control,1,REUSED_STEP11Z,79.76715087890625,37.29677963256836,0.0,1.0,0.0,0.00671140942722559,0.0,0,1,39.241,11.316666666666666,149
October_control__multi_auv_12h__vehicle_specific_strong_regime__AUV2,vehicle_specific_strong_regime,October_control,2,REUSED_STEP11Z,90.86685180664062,25.86026382446289,0.0,115.0,0.0,0.7142857313156128,0.0,0,1,37.276,10.75,161
