command,returncode,runtime_s,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells,run_id,status,error,input_nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__prototy__ff4ce28e41.nc,0,218.43537799999467,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__prototy__ff4ce28e41.nc,"[180, 240]",8004,0.03641330450773239,0.9190356731414795,8004,C06_representative__multi_auv_12h__prototype_boundary_alpha050,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__prototy__ff4ce28e41.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__5402996485.nc,0,260.1953333999845,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__5402996485.nc,"[180, 240]",8004,0.0,1.0,8004,C06_representative__multi_auv_12h__vehicle_specific_conservative__AUV1,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__5402996485.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__dc06fc15e3.nc,0,305.4982477000158,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__dc06fc15e3.nc,"[180, 240]",8004,0.0,1.0,8004,C06_representative__multi_auv_12h__vehicle_specific_conservative__AUV2,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__dc06fc15e3.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__013efbfe5f.nc,0,251.06429180002306,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__013efbfe5f.nc,"[180, 240]",8004,0.0,1.0,8004,C06_representative__multi_auv_12h__vehicle_specific_balanced__AUV1,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__013efbfe5f.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__d4fb7de3ee.nc,0,318.0561759999837,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__d4fb7de3ee.nc,"[180, 240]",8004,0.0,1.0,8004,C06_representative__multi_auv_12h__vehicle_specific_balanced__AUV2,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\C06_representative__multi_auv_12h__vehicle__d4fb7de3ee.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__prototype__b9dae5a289.nc,0,302.3023935999954,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__prototype__b9dae5a289.nc,"[180, 240]",8004,0.1816621571779251,0.6975682973861694,8004,October_control__multi_auv_12h__prototype_boundary_alpha050,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__prototype__b9dae5a289.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__64ef7d4427.nc,0,226.25631850000354,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__64ef7d4427.nc,"[180, 240]",8004,0.0,1.0,8004,October_control__multi_auv_12h__vehicle_specific_conservative__AUV1,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__64ef7d4427.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__3c98b0c523.nc,0,217.30209310000646,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__3c98b0c523.nc,"[180, 240]",8004,0.0,1.0,8004,October_control__multi_auv_12h__vehicle_specific_conservative__AUV2,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__3c98b0c523.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__9f0565e985.nc,0,240.49173409998184,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__9f0565e985.nc,"[180, 240]",8004,0.0,1.0,8004,October_control__multi_auv_12h__vehicle_specific_balanced__AUV1,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__9f0565e985.nc
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__3f409dd0bf.nc,0,226.88030279998202,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__3f409dd0bf.nc,"[180, 240]",8004,0.0,1.0,8004,October_control__multi_auv_12h__vehicle_specific_balanced__AUV2,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11ae_remaining_days_multi_auv_weight_sweep_20260526_231050\planner_inputs\October_control__multi_auv_12h__vehicle_sp__3f409dd0bf.nc
