seed,run_dir,global_number_of_classes_at_sd30,global_class_id,global_class_size,local_k,local_n_subclasses,subclass_sizes,subclass_min_size,subclass_max_size,subclass_size_ratio_max_over_min,baseline_class02_mean_distance,baseline_class02_q90_distance,baseline_class02_max_distance,local_weighted_mean_distance,local_mean_minus_baseline_mean,min_pairwise_subclass_prototype_rmse_norm,mean_pairwise_subclass_prototype_rmse_norm,silhouette_score,output_dir
71,w72_h40_xds04_seed71_scalerON_official_sd30_seed71,4,2,113,2,2,"[99, 14]",14,99,7.071428571428571,0.2725483743490371,0.4614758193492889,0.8912030458450317,0.22047835021419862,-0.052070024134838494,0.5917736887931824,0.5917736887931824,0.6298042559050593,results/final_working_pipeline/final_working_20260328/seed71/local_class02/seed_71/k2
