distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,73,74,0.05084126070141792,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z074.png
2,60,61,0.06171189621090889,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z061.png
3,81,82,0.06230959668755531,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z082.png
4,80,81,0.06791980564594269,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z081.png
5,82,83,0.08262301981449127,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z083.png
6,63,64,0.09004876762628555,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z064.png
7,61,62,0.09586841613054276,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z062.png
8,59,60,0.1009909138083458,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z060.png
9,70,71,0.11810149997472763,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z071.png
10,83,84,0.1222015768289566,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z084.png
11,65,66,0.12444862723350525,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z066.png
12,62,63,0.12824319303035736,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z063.png
13,66,67,0.1317211240530014,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z067.png
14,64,65,0.1318242996931076,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z065.png
15,58,59,0.136539027094841,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z059.png
16,72,73,0.14797015488147736,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z073.png
17,118,119,0.1551979035139084,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z119.png
18,57,58,0.16484960913658142,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z058.png
19,67,68,0.17664296925067902,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z068.png
20,71,72,0.17845973372459412,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z072.png
21,74,75,0.18372808396816254,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z075.png
22,69,70,0.18572524189949036,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z070.png
23,119,120,0.20534278452396393,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z120.png
24,117,118,0.23150521516799927,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z118.png
25,120,121,0.23399987816810608,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z121.png
26,68,69,0.2347317636013031,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z069.png
27,88,89,0.23874786496162415,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z089.png
28,87,88,0.2537308931350708,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z088.png
29,75,76,0.282411128282547,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z076.png
30,121,122,0.3118077218532562,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z122.png
