case_id,date,formulation,baseline_run_id,enriched_run_id,trajectory_overlap_ratio,trajectory_difference_from_baseline,delta_collected_boundary_score,delta_collected_STD_score,delta_collected_information_score,high_similarity_overlay
C06_representative,2023-12-22,enriched_boundary_alpha025,C06_representative__baseline_STD,C06_representative__enriched_boundary_alpha025,0.17234848484848486,0.8276515151515151,9.249801635742188,-1.2705230712890625,12.584121704101562,False
C06_representative,2023-12-22,enriched_boundary_alpha050,C06_representative__baseline_STD,C06_representative__enriched_boundary_alpha050,0.09424083769633508,0.9057591623036649,36.55256652832031,-6.4444427490234375,37.50318908691406,False
C01_representative,2024-08-24,enriched_boundary_alpha025,C01_representative__baseline_STD,C01_representative__enriched_boundary_alpha025,0.12386156648451731,0.8761384335154827,3.078369140625,-6.474884033203125,13.257537841796875,False
C01_representative,2024-08-24,enriched_boundary_alpha050,C01_representative__baseline_STD,C01_representative__enriched_boundary_alpha050,0.10869565217391304,0.8913043478260869,-8.540786743164062,-16.343994140625,22.245849609375,False
October_control,2024-10-30,enriched_boundary_alpha025,October_control__baseline_STD,October_control__enriched_boundary_alpha025,0.09347442680776014,0.9065255731922399,2.0534400939941406,-3.754669189453125,-32.27069091796875,False
October_control,2024-10-30,enriched_boundary_alpha050,October_control__baseline_STD,October_control__enriched_boundary_alpha050,0.014729950900163666,0.9852700490998363,122.18672180175781,-60.46772003173828,-29.076553344726562,False
