run_id,case_id,date,predicted_class_label,formulation,alpha,solver_status,trajectory_length_km,mission_duration_h,solver_runtime_s,number_of_waypoints,number_of_valid_cells_sampled,collected_information_score,collected_STD_score,collected_boundary_score,mean_STD_along_path,mean_boundary_along_path,max_STD_along_path,max_boundary_along_path,percentage_path_in_top10_STD,percentage_path_in_top10_boundary,trajectory_overlap_ratio_with_baseline,trajectory_difference_from_baseline
C06_representative__baseline_STD,C06_representative,2023-12-22,C06,baseline_STD,0.0,SUCCESS,74.928,21.683333333333334,277.882325700004,53,310,186.4933624267578,186.4933624267578,231.3916473388672,0.6015914678573608,0.746424674987793,0.9415364265441895,0.9760733246803284,0.3580645161290323,0.12580645161290321,1.0,0.0
C06_representative__enriched_boundary_alpha025,C06_representative,2023-12-22,C06,enriched_boundary_alpha025,0.25,SUCCESS,75.15700000000001,21.71666666666667,269.96851289999904,52,309,199.07748413085938,185.22283935546875,240.64144897460938,0.5994266867637634,0.7787749171257019,0.9415364265441895,0.9739767909049988,0.3074433656957929,0.09385113268608414,0.17234848484848486,0.8276515151515151
C06_representative__enriched_boundary_alpha050,C06_representative,2023-12-22,C06,enriched_boundary_alpha050,0.5,SUCCESS,74.836,21.583333333333336,235.42660890000116,49,317,223.99655151367188,180.04891967773438,267.9442138671875,0.5679776668548584,0.8452498912811279,0.9171054363250732,0.9729434251785278,0.22397476340694006,0.20504731861198738,0.09424083769633508,0.9057591623036649
C01_representative__baseline_STD,C01_representative,2024-08-24,C01,baseline_STD,0.0,SUCCESS,74.358,21.433333333333334,310.2700365999917,48,314,161.41757202148438,161.41757202148438,230.79408264160156,0.5140687227249146,0.7350130081176758,0.9211340546607971,0.9146899580955505,0.2356687898089172,0.14012738853503184,1.0,0.0
C01_representative__enriched_boundary_alpha025,C01_representative,2024-08-24,C01,enriched_boundary_alpha025,0.25,SUCCESS,74.22200000000001,21.416666666666668,290.6511376999988,49,303,174.67510986328125,154.94268798828125,233.87245178222656,0.5113620162010193,0.7718562483787537,0.8722243905067444,1.0,0.23102310231023102,0.21122112211221122,0.12386156648451731,0.8761384335154827
C01_representative__enriched_boundary_alpha050,C01_representative,2024-08-24,C01,enriched_boundary_alpha050,0.5,SUCCESS,75.393,21.65,242.3637488999957,43,298,183.66342163085938,145.07357788085938,222.2532958984375,0.486824095249176,0.7458164095878601,0.8722243905067444,1.0,0.1610738255033557,0.2214765100671141,0.10869565217391304,0.8913043478260869
October_control__baseline_STD,October_control,2024-10-30,C02,baseline_STD,0.0,SUCCESS,76.099,21.85,229.48424879999948,44,312,177.8150634765625,177.8150634765625,57.94293212890625,0.5699200630187988,0.18571452796459198,0.8524587750434875,0.3016916811466217,0.2532051282051282,0.0,1.0,0.0
October_control__enriched_boundary_alpha025,October_control,2024-10-30,C02,enriched_boundary_alpha025,0.25,SUCCESS,76.26599999999999,21.916666666666664,291.9748230999976,45,308,145.54437255859375,174.06039428710938,59.99637222290039,0.5651311278343201,0.19479341804981232,1.0,0.3331628143787384,0.2662337662337662,0.0,0.09347442680776014,0.9065255731922399
October_control__enriched_boundary_alpha050,October_control,2024-10-30,C02,enriched_boundary_alpha050,0.5,SUCCESS,73.55699999999999,21.0,315.677122699999,35,308,148.73851013183594,117.34734344482422,180.12965393066406,0.3809978663921356,0.5848365426063538,0.7112036943435669,1.0,0.016233766233766232,0.11038961038961038,0.014729950900163666,0.9852700490998363
