distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,14,15,0.06589595228433609,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
2,104,105,0.07082576304674149,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
3,17,18,0.07976710051298141,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
4,15,16,0.08225288987159729,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
5,35,36,0.10861125588417053,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
6,13,14,0.10905399918556213,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
7,137,138,0.11276277899742126,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
8,107,108,0.11834391206502914,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
9,136,137,0.12511046230793,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
10,138,139,0.1262826770544052,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
11,16,17,0.1277809888124466,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
12,151,152,0.12790575623512268,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
13,109,110,0.13232964277267456,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
14,40,41,0.13618595898151398,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
15,108,109,0.13675571978092194,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
16,2,3,0.1377546787261963,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
17,1,2,0.14099618792533875,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
18,41,42,0.14126750826835632,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
19,23,24,0.1419372707605362,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
20,34,35,0.14361581206321716,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
21,22,23,0.1454150229692459,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
22,126,127,0.14673557877540588,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
23,42,43,0.1495048552751541,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
24,0,1,0.1501666009426117,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
25,112,113,0.15058515965938568,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
26,33,34,0.15624800324440002,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
27,47,48,0.15950949490070343,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
28,43,44,0.16060766577720642,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
29,21,22,0.1610005646944046,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
30,139,140,0.16420437395572662,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
31,39,40,0.16930271685123444,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
32,44,45,0.17297455668449402,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
33,37,38,0.17816583812236786,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
34,253,254,0.17818118631839752,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
35,38,39,0.17862552404403687,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
36,36,37,0.17926424741744995,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
37,135,136,0.18019142746925354,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
38,48,49,0.18049727380275726,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
39,50,51,0.18074794113636017,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
