family,step,reference_path,matched_temp_day_1based,best_corr,second_corr,corr_margin,rmse_raw,rmse_linear_fit,nrmse_linear_fit,linear_fit_a,linear_fit_b,n_valid
AUVpredModel,1,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_1.nc,220,0.9776786890376287,0.9742851252313955,0.003393563806233124,0.4947468167833436,0.18843696432320337,0.0607469400027742,2.0725271007876667,-18.531285172985033,6925
AUVpredModel,2,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_2.nc,220,0.9737411854873997,0.9735728747551107,0.00016831073228906757,0.5024451554476035,0.2041789861383329,0.06582173866640499,2.083864568977343,-18.70982560599047,6925
AUVpredModel,3,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_3.nc,220,0.9801990105782717,0.9735542029831868,0.006644807595084901,0.4676615872349588,0.17759316574864095,0.05725119497325189,1.954188045385899,-16.48804968662266,6925
AUVpredModel,4,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_4.nc,220,0.9762278075572887,0.9696576718511832,0.006570135706105429,0.48347364128778786,0.19439339524940663,0.06266713094516344,1.9954782107714086,-17.167939996254916,6925
AUVpredModel,5,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_5.nc,220,0.9753380748980408,0.9729210577278122,0.0024170171702285748,0.472505345992797,0.19795322802533616,0.06381472398157212,1.9236852816691852,-15.89474276870043,6925
AUVpredModel,6,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_6.nc,135,0.9750187906890339,0.9749014349541691,0.00011735573486471029,1.1212843981108667,0.13312029148927218,0.06496839600256869,1.3056437050970446,-6.383613698898897,6925
AUVpredModel,7,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_7.nc,7,0.9735307960463878,0.9714592891134072,0.002071506932980638,1.7526347393814867,0.07793858171602663,0.06753774926420286,0.6983901199549757,3.4562974265151505,6773
AUVpredModel,8,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_8.nc,220,0.9750795107888299,0.9747075224883321,0.0003719883004977831,0.47074287204808546,0.19597239007659237,0.06317615582983109,1.7489732645198834,-12.667716944573327,6773
AUVpredModel,9,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_9.nc,7,0.9781522107675766,0.9763682347759406,0.0017839759916360443,1.677076295289268,0.07093073955045365,0.061465097226652984,0.6075384687360901,5.075045328333226,6701
AUVpredModel,10,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_10.nc,220,0.9725057148051675,0.9722886783339734,0.00021703647119408753,0.49391211760496145,0.2040082154530039,0.06576668685312,1.5722551289806612,-9.465229626309073,6701
AUVpredModel,11,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_11.nc,220,0.9757040005241031,0.9746164343498757,0.00108756617422745,0.523342566319613,0.19193122253087758,0.06187339358611527,1.4881000011551844,-7.917915997001092,6701
AUVpredModel,12,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_12.nc,220,0.9760618122239753,0.9701209145154551,0.005940897708520132,0.6105898300546758,0.19052992767580998,0.06142165432788256,1.4500164864318463,-7.098274115861931,6701
AUVpredModel,13,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_13.nc,135,0.9744732283100167,0.9735687913011357,0.0009044370088809872,0.6235571954199947,0.13159132712257776,0.06422219599550798,0.9118757471703726,0.8737098297422875,6701
AUVpredModel,14,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_14.nc,135,0.9762710586971804,0.9753654418481567,0.0009056168490237937,0.4768418513638571,0.12693054110067076,0.061947533067964036,0.8522336475783392,2.0106841961282673,6701
AUVpredModel,15,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_15.nc,81,0.9663563350897807,0.9633687850803464,0.002987550009434292,1.5508260415480388,0.04259975118392233,0.06269986496492524,0.23771090208834644,11.025595244969123,6701
AUVpredModel,16,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_16.nc,81,0.9571266397260537,0.9528623882775371,0.004264251448516609,1.278244893415067,0.04654861594353047,0.07611516277515835,0.24798949055911867,10.931211254214622,6512
AUVpredModel,17,data/TEST_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_AUVpredModel_17.nc,168,0.9459134700715265,0.9432839323102576,0.002629537761268841,1.3145537415867017,0.13024162470683168,0.07812417302322121,0.6929140174527006,6.138713731537422,6448
