stage,x0,y0,w,h,x1,y1,scale_x_idx_per_outpix,scale_y_idx_per_outpix,iou,dice,hamming,intersection,union,target_sum,pred_sum
stage3,42,52,128,66,169,117,1.1441441441441442,1.0317460317460319,0.9850192609502069,0.9924531014159419,0.0146484375,6904,7009,6925,6988
stage3,47,50,128,67,174,116,1.1441441441441442,1.0476190476190477,0.985016568217836,0.9924517346494411,0.014508928571428572,6837,6941,6925,6853
stage3,47,50,128,68,174,117,1.1441441441441442,1.0634920634920635,0.985016568217836,0.9924517346494411,0.014508928571428572,6837,6941,6925,6853
stage3,46,50,129,67,174,116,1.1531531531531531,1.0476190476190477,0.985016568217836,0.9924517346494411,0.014508928571428572,6837,6941,6925,6853
stage3,46,50,129,68,174,117,1.1531531531531531,1.0634920634920635,0.985016568217836,0.9924517346494411,0.014508928571428572,6837,6941,6925,6853
stage3,43,51,127,67,169,117,1.135135135135135,1.0476190476190477,0.9850064258175067,0.9924465865765053,0.0146484375,6898,7003,6925,6976
stage3,42,51,128,67,169,117,1.1441441441441442,1.0476190476190477,0.9850064258175067,0.9924465865765053,0.0146484375,6898,7003,6925,6976
stage3,44,50,132,67,175,116,1.1801801801801801,1.0476190476190477,0.9850057670126874,0.9924462521789658,0.014508928571428572,6832,6936,6925,6843
stage3,43,50,133,67,175,116,1.1891891891891893,1.0476190476190477,0.9850057670126874,0.9924462521789658,0.014508928571428572,6832,6936,6925,6843
stage3,42,50,134,67,175,116,1.1981981981981982,1.0476190476190477,0.9850057670126874,0.9924462521789658,0.014508928571428572,6832,6936,6925,6843
stage3,44,50,133,67,176,116,1.1891891891891893,1.0476190476190477,0.9849906191369606,0.9924385633270322,0.014508928571428572,6825,6929,6925,6829
stage3,44,50,133,68,176,117,1.1891891891891893,1.0634920634920635,0.9849906191369606,0.9924385633270322,0.014508928571428572,6825,6929,6925,6829
stage3,43,50,134,67,176,116,1.1981981981981982,1.0476190476190477,0.9849906191369606,0.9924385633270322,0.014508928571428572,6825,6929,6925,6829
stage3,43,50,134,68,176,117,1.1981981981981982,1.0634920634920635,0.9849906191369606,0.9924385633270322,0.014508928571428572,6825,6929,6925,6829
stage3,49,52,129,68,177,119,1.1531531531531531,1.0634920634920635,0.9849819494584837,0.9924341626655027,0.014508928571428572,6821,6925,6925,6821
stage3,48,52,130,68,177,119,1.162162162162162,1.0634920634920635,0.9849819494584837,0.9924341626655027,0.014508928571428572,6821,6925,6925,6821
stage3,46,52,132,66,177,117,1.1801801801801801,1.0317460317460319,0.9849819494584837,0.9924341626655027,0.014508928571428572,6821,6925,6925,6821
stage3,45,50,132,68,176,117,1.1801801801801801,1.0634920634920635,0.9849819494584837,0.9924341626655027,0.014508928571428572,6821,6925,6925,6821
stage3,45,52,133,66,177,117,1.1891891891891893,1.0317460317460319,0.9849819494584837,0.9924341626655027,0.014508928571428572,6821,6925,6925,6821
stage3,46,57,133,74,178,130,1.1891891891891893,1.1587301587301588,0.9849354375896701,0.9924105529454282,0.0146484375,6865,6970,6925,6910
stage3,45,57,134,74,178,130,1.1981981981981982,1.1587301587301588,0.9849354375896701,0.9924105529454282,0.0146484375,6865,6970,6925,6910
stage3,44,57,135,74,178,130,1.2072072072072073,1.1587301587301588,0.9849354375896701,0.9924105529454282,0.0146484375,6865,6970,6925,6910
stage3,46,50,127,68,172,117,1.135135135135135,1.0634920634920635,0.984920292977165,0.9924028652051227,0.0146484375,6858,6963,6925,6896
stage3,45,50,128,68,172,117,1.1441441441441442,1.0634920634920635,0.984920292977165,0.9924028652051227,0.0146484375,6858,6963,6925,6896
stage3,46,57,133,70,178,126,1.1891891891891893,1.0952380952380953,0.984920292977165,0.9924028652051227,0.0146484375,6858,6963,6925,6896
stage3,45,57,134,70,178,126,1.1981981981981982,1.0952380952380953,0.984920292977165,0.9924028652051227,0.0146484375,6858,6963,6925,6896
stage3,44,57,135,70,178,126,1.2072072072072073,1.0952380952380953,0.984920292977165,0.9924028652051227,0.0146484375,6858,6963,6925,6896
stage3,43,50,131,67,173,116,1.1711711711711712,1.0476190476190477,0.9849094567404426,0.9923973644196655,0.0146484375,6853,6958,6925,6886
stage3,43,50,131,68,173,117,1.1711711711711712,1.0634920634920635,0.9849094567404426,0.9923973644196655,0.0146484375,6853,6958,6925,6886
stage3,42,50,132,67,173,116,1.1801801801801801,1.0476190476190477,0.9849094567404426,0.9923973644196655,0.0146484375,6853,6958,6925,6886
stage3,42,50,132,68,173,117,1.1801801801801801,1.0634920634920635,0.9849094567404426,0.9923973644196655,0.0146484375,6853,6958,6925,6886
stage3,42,52,127,73,168,124,1.135135135135135,1.1428571428571428,0.9849045855881515,0.9923948916630794,0.014787946428571428,6916,7022,6925,7013
stage3,50,57,129,69,178,125,1.1531531531531531,1.0793650793650793,0.9849029475197699,0.9923940601231438,0.0146484375,6850,6955,6925,6880
stage3,48,56,131,71,178,126,1.1711711711711712,1.1111111111111112,0.9849029475197699,0.9923940601231438,0.0146484375,6850,6955,6925,6880
stage3,47,56,132,71,178,126,1.1801801801801801,1.1111111111111112,0.9849029475197699,0.9923940601231438,0.0146484375,6850,6955,6925,6880
stage3,46,50,128,67,173,116,1.1441441441441442,1.0476190476190477,0.9848964326812428,0.9923907529531125,0.0146484375,6847,6952,6925,6874
stage3,46,50,128,68,173,117,1.1441441441441442,1.0634920634920635,0.9848964326812428,0.9923907529531125,0.0146484375,6847,6952,6925,6874
stage3,42,52,127,66,168,117,1.135135135135135,1.0317460317460319,0.9848895224518888,0.9923872450445275,0.014787946428571428,6909,7015,6925,6999
stage3,49,50,127,67,175,116,1.135135135135135,1.0476190476190477,0.9848484848484849,0.9923664122137404,0.0146484375,6825,6930,6925,6830
stage3,49,50,127,68,175,117,1.135135135135135,1.0634920634920635,0.9848484848484849,0.9923664122137404,0.0146484375,6825,6930,6925,6830
stage3,48,50,128,67,175,116,1.1441441441441442,1.0476190476190477,0.9848484848484849,0.9923664122137404,0.0146484375,6825,6930,6925,6830
stage3,48,50,128,68,175,117,1.1441441441441442,1.0634920634920635,0.9848484848484849,0.9923664122137404,0.0146484375,6825,6930,6925,6830
stage3,50,52,128,68,177,119,1.1441441441441442,1.0634920634920635,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,50,53,129,70,178,122,1.1531531531531531,1.0952380952380953,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,50,53,129,71,178,123,1.1531531531531531,1.1111111111111112,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,49,53,130,70,178,122,1.162162162162162,1.0952380952380953,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,49,53,130,71,178,123,1.162162162162162,1.1111111111111112,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,47,52,131,66,177,117,1.1711711711711712,1.0317460317460319,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,48,53,131,70,178,122,1.1711711711711712,1.0952380952380953,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,48,53,131,71,178,123,1.1711711711711712,1.1111111111111112,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,45,50,132,67,176,116,1.1801801801801801,1.0476190476190477,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,47,53,132,70,178,122,1.1801801801801801,1.0952380952380953,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,47,53,132,71,178,123,1.1801801801801801,1.1111111111111112,0.9848375451263538,0.9923608584939978,0.0146484375,6820,6925,6925,6820
stage3,46,57,127,71,172,127,1.135135135135135,1.1111111111111112,0.9847838452787259,0.9923335960449954,0.014927455357142858,6925,7032,6925,7032
stage3,44,55,127,74,170,128,1.135135135135135,1.1587301587301588,0.9847838452787259,0.9923335960449954,0.014927455357142858,6925,7032,6925,7032
stage3,45,57,128,71,172,127,1.1441441441441442,1.1111111111111112,0.9847838452787259,0.9923335960449954,0.014927455357142858,6925,7032,6925,7032
stage3,43,55,128,74,170,128,1.1441441441441442,1.1587301587301588,0.9847838452787259,0.9923335960449954,0.014927455357142858,6925,7032,6925,7032
stage3,42,55,129,74,170,128,1.1531531531531531,1.1587301587301588,0.9847838452787259,0.9923335960449954,0.014927455357142858,6925,7032,6925,7032
stage3,48,57,131,68,178,124,1.1711711711711712,1.0634920634920635,0.9847591660675773,0.9923210663575776,0.014787946428571428,6849,6955,6925,6879
stage3,47,57,132,68,178,124,1.1801801801801801,1.0634920634920635,0.9847591660675773,0.9923210663575776,0.014787946428571428,6849,6955,6925,6879
stage3,50,56,129,70,178,125,1.1531531531531531,1.0952380952380953,0.9847569744032212,0.9923199536299087,0.014787946428571428,6848,6954,6925,6877
stage3,49,56,130,70,178,125,1.162162162162162,1.0952380952380953,0.9847569744032212,0.9923199536299087,0.014787946428571428,6848,6954,6925,6877
stage3,48,56,131,70,178,125,1.1711711711711712,1.0952380952380953,0.9847569744032212,0.9923199536299087,0.014787946428571428,6848,6954,6925,6877
stage3,47,50,127,67,173,116,1.135135135135135,1.0476190476190477,0.9847525891829689,0.9923177272068415,0.014787946428571428,6846,6952,6925,6873
stage3,47,50,127,68,173,117,1.135135135135135,1.0634920634920635,0.9847525891829689,0.9923177272068415,0.014787946428571428,6846,6952,6925,6873
stage3,45,50,129,66,173,115,1.1531531531531531,1.0317460317460319,0.9847460066196575,0.992314385150812,0.014787946428571428,6843,6949,6925,6867
stage3,44,50,130,66,173,115,1.162162162162162,1.0317460317460319,0.9847460066196575,0.992314385150812,0.014787946428571428,6843,6949,6925,6867
stage3,45,50,130,67,174,116,1.162162162162162,1.0476190476190477,0.9847416150856485,0.992312155497534,0.014787946428571428,6841,6947,6925,6863
stage3,45,50,130,68,174,117,1.162162162162162,1.0634920634920635,0.9847416150856485,0.992312155497534,0.014787946428571428,6841,6947,6925,6863
stage3,44,50,131,67,174,116,1.1711711711711712,1.0476190476190477,0.9847416150856485,0.992312155497534,0.014787946428571428,6841,6947,6925,6863
stage3,44,50,131,68,174,117,1.1711711711711712,1.0634920634920635,0.9847416150856485,0.992312155497534,0.014787946428571428,6841,6947,6925,6863
stage3,43,50,132,67,174,116,1.1801801801801801,1.0476190476190477,0.9847416150856485,0.992312155497534,0.014787946428571428,6841,6947,6925,6863
stage3,43,50,132,68,174,117,1.1801801801801801,1.0634920634920635,0.9847416150856485,0.992312155497534,0.014787946428571428,6841,6947,6925,6863
stage3,45,50,131,68,175,117,1.1711711711711712,1.0634920634920635,0.984717416378316,0.9922998692430626,0.014787946428571428,6830,6936,6925,6841
stage3,42,50,135,67,176,116,1.2072072072072073,1.0476190476190477,0.9847152126892574,0.9922987503632665,0.014787946428571428,6829,6935,6925,6839
stage3,50,52,128,67,177,118,1.1441441441441442,1.0476190476190477,0.9846931407942239,0.9922875436554133,0.014787946428571428,6819,6925,6925,6819
stage3,49,52,129,67,177,118,1.1531531531531531,1.0476190476190477,0.9846931407942239,0.9922875436554133,0.014787946428571428,6819,6925,6925,6819
stage3,48,52,130,67,177,118,1.162162162162162,1.0476190476190477,0.9846931407942239,0.9922875436554133,0.014787946428571428,6819,6925,6925,6819
stage3,46,50,131,68,176,117,1.1711711711711712,1.0634920634920635,0.9846931407942239,0.9922875436554133,0.014787946428571428,6819,6925,6925,6819
stage3,46,57,133,73,178,129,1.1891891891891893,1.1428571428571428,0.9846484935437589,0.9922648738523819,0.014927455357142858,6863,6970,6925,6908
stage3,45,57,134,73,178,129,1.1981981981981982,1.1428571428571428,0.9846484935437589,0.9922648738523819,0.014927455357142858,6863,6970,6925,6908
stage3,44,57,135,73,178,129,1.2072072072072073,1.1428571428571428,0.9846484935437589,0.9922648738523819,0.014927455357142858,6863,6970,6925,6908
stage3,43,55,127,66,169,120,1.135135135135135,1.0317460317460319,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,55,127,67,169,121,1.135135135135135,1.0476190476190477,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,58,127,67,172,124,1.135135135135135,1.0476190476190477,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,58,127,68,172,125,1.135135135135135,1.0634920634920635,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,58,127,69,172,126,1.135135135135135,1.0793650793650793,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,54,127,70,169,123,1.135135135135135,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,56,127,70,171,125,1.135135135135135,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,58,127,70,172,127,1.135135135135135,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,54,127,71,169,124,1.135135135135135,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,56,127,71,171,126,1.135135135135135,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,47,58,127,71,173,128,1.135135135135135,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,54,127,72,169,125,1.135135135135135,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,56,127,72,171,127,1.135135135135135,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,57,127,72,172,128,1.135135135135135,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,57,127,73,172,129,1.135135135135135,1.1428571428571428,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,57,127,74,172,130,1.135135135135135,1.1587301587301588,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,55,128,66,169,120,1.1441441441441442,1.0317460317460319,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,55,128,67,169,121,1.1441441441441442,1.0476190476190477,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,58,128,67,172,124,1.1441441441441442,1.0476190476190477,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,58,128,68,172,125,1.1441441441441442,1.0634920634920635,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,58,128,69,172,126,1.1441441441441442,1.0793650793650793,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,54,128,70,169,123,1.1441441441441442,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,56,128,70,171,125,1.1441441441441442,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,58,128,70,172,127,1.1441441441441442,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,54,128,71,169,124,1.1441441441441442,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,56,128,71,171,126,1.1441441441441442,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,46,58,128,71,173,128,1.1441441441441442,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,54,128,72,169,125,1.1441441441441442,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,57,128,72,172,128,1.1441441441441442,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,57,128,73,172,129,1.1441441441441442,1.1428571428571428,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,45,57,128,74,172,130,1.1441441441441442,1.1587301587301588,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,58,129,67,172,124,1.1531531531531531,1.0476190476190477,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,58,129,68,172,125,1.1531531531531531,1.0634920634920635,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,58,129,69,172,126,1.1531531531531531,1.0793650793650793,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,56,129,70,171,125,1.1531531531531531,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,56,129,71,171,126,1.1531531531531531,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,57,129,71,172,127,1.1531531531531531,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,57,129,72,172,128,1.1531531531531531,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,57,129,73,172,129,1.1531531531531531,1.1428571428571428,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,44,57,129,74,172,130,1.1531531531531531,1.1587301587301588,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,58,130,67,172,124,1.162162162162162,1.0476190476190477,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,56,130,70,171,125,1.162162162162162,1.0952380952380953,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,57,130,71,172,127,1.162162162162162,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,57,130,72,172,128,1.162162162162162,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,57,130,73,172,129,1.162162162162162,1.1428571428571428,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,57,130,74,172,130,1.162162162162162,1.1587301587301588,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,57,131,71,172,127,1.1711711711711712,1.1111111111111112,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,57,131,72,172,128,1.1711711711711712,1.126984126984127,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,57,131,73,172,129,1.1711711711711712,1.1428571428571428,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,42,57,131,74,172,130,1.1711711711711712,1.1587301587301588,0.9846438219820844,0.9922625017910875,0.015066964285714286,6925,7033,6925,7033
stage3,43,54,127,66,169,119,1.135135135135135,1.0317460317460319,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,43,54,127,67,169,120,1.135135135135135,1.0476190476190477,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,43,53,127,69,169,121,1.135135135135135,1.0793650793650793,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,43,53,127,70,169,122,1.135135135135135,1.0952380952380953,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,43,53,127,71,169,123,1.135135135135135,1.1111111111111112,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,43,53,127,72,169,124,1.135135135135135,1.126984126984127,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,42,54,128,66,169,119,1.1441441441441442,1.0317460317460319,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,42,54,128,67,169,120,1.1441441441441442,1.0476190476190477,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,42,53,128,69,169,121,1.1441441441441442,1.0793650793650793,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,42,53,128,70,169,122,1.1441441441441442,1.0952380952380953,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,42,53,128,71,169,123,1.1441441441441442,1.1111111111111112,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,42,53,128,72,169,124,1.1441441441441442,1.126984126984127,0.9846307101181159,0.992255843969597,0.015066964285714286,6919,7027,6925,7021
stage3,46,50,127,66,172,115,1.135135135135135,1.0317460317460319,0.9846242276189108,0.9922525523133734,0.014927455357142858,6852,6959,6925,6886
stage3,45,50,128,66,172,115,1.1441441441441442,1.0317460317460319,0.9846242276189108,0.9922525523133734,0.014927455357142858,6852,6959,6925,6886
stage3,42,52,127,71,168,122,1.135135135135135,1.1111111111111112,0.9846197664483053,0.9922502870264064,0.015066964285714286,6914,7022,6925,7011
stage3,42,52,127,72,168,123,1.135135135135135,1.126984126984127,0.9846197664483053,0.9922502870264064,0.015066964285714286,6914,7022,6925,7011
stage3,43,53,127,66,169,118,1.135135135135135,1.0317460317460319,0.9846175758438969,0.9922491746806373,0.015066964285714286,6913,7021,6925,7009
stage3,43,53,127,67,169,119,1.135135135135135,1.0476190476190477,0.9846175758438969,0.9922491746806373,0.015066964285714286,6913,7021,6925,7009
stage3,42,53,128,66,169,118,1.1441441441441442,1.0317460317460319,0.9846175758438969,0.9922491746806373,0.015066964285714286,6913,7021,6925,7009
stage3,42,53,128,67,169,119,1.1441441441441442,1.0476190476190477,0.9846175758438969,0.9922491746806373,0.015066964285714286,6913,7021,6925,7009
stage3,50,57,129,68,178,124,1.1531531531531531,1.0634920634920635,0.9846153846153847,0.9922480620155039,0.014927455357142858,6848,6955,6925,6878
stage3,49,57,130,68,178,124,1.162162162162162,1.0634920634920635,0.9846153846153847,0.9922480620155039,0.014927455357142858,6848,6955,6925,6878
stage3,47,56,132,70,178,125,1.1801801801801801,1.0952380952380953,0.9846153846153847,0.9922480620155039,0.014927455357142858,6848,6955,6925,6878
stage3,43,52,127,67,169,118,1.135135135135135,1.0476190476190477,0.9846044191019244,0.9922424938945554,0.015066964285714286,6907,7015,6925,6997
stage3,43,52,127,68,169,119,1.135135135135135,1.0634920634920635,0.9846044191019244,0.9922424938945554,0.015066964285714286,6907,7015,6925,6997
stage3,42,52,128,67,169,118,1.1441441441441442,1.0476190476190477,0.9846044191019244,0.9922424938945554,0.015066964285714286,6907,7015,6925,6997
stage3,42,52,128,68,169,119,1.1441441441441442,1.0634920634920635,0.9846044191019244,0.9922424938945554,0.015066964285714286,6907,7015,6925,6997
stage3,48,50,127,67,174,116,1.135135135135135,1.0476190476190477,0.9845843538395044,0.9922323049001814,0.014927455357142858,6834,6941,6925,6850
stage3,48,50,127,68,174,117,1.135135135135135,1.0634920634920635,0.9845843538395044,0.9922323049001814,0.014927455357142858,6834,6941,6925,6850
stage3,47,50,129,67,175,116,1.1531531531531531,1.0476190476190477,0.9845732410611303,0.9922266618234653,0.014927455357142858,6829,6936,6925,6840
stage3,47,50,129,68,175,117,1.1531531531531531,1.0634920634920635,0.9845732410611303,0.9922266618234653,0.014927455357142858,6829,6936,6925,6840
stage3,46,50,130,67,175,116,1.162162162162162,1.0476190476190477,0.9845732410611303,0.9922266618234653,0.014927455357142858,6829,6936,6925,6840
stage3,46,50,130,68,175,117,1.162162162162162,1.0634920634920635,0.9845732410611303,0.9922266618234653,0.014927455357142858,6829,6936,6925,6840
stage3,45,50,131,67,175,116,1.1711711711711712,1.0476190476190477,0.9845732410611303,0.9922266618234653,0.014927455357142858,6829,6936,6925,6840
stage3,42,50,135,68,176,117,1.2072072072072073,1.0634920634920635,0.9845732410611303,0.9922266618234653,0.014927455357142858,6829,6936,6925,6840
stage3,48,50,129,68,176,117,1.1531531531531531,1.0634920634920635,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,47,50,130,68,176,117,1.162162162162162,1.0634920634920635,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,46,50,131,67,176,116,1.1711711711711712,1.0476190476190477,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,48,53,131,69,178,121,1.1711711711711712,1.0793650793650793,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,47,53,132,69,178,121,1.1801801801801801,1.0793650793650793,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,46,53,133,68,178,120,1.1891891891891893,1.0634920634920635,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,45,53,134,68,178,120,1.1981981981981982,1.0634920634920635,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,44,53,135,68,178,120,1.2072072072072073,1.0634920634920635,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,43,50,135,74,177,123,1.2072072072072073,1.1587301587301588,0.9845487364620938,0.9922142181474205,0.014927455357142858,6818,6925,6925,6818
stage3,46,57,133,72,178,128,1.1891891891891893,1.126984126984127,0.9845050215208034,0.992192018507808,0.015066964285714286,6862,6970,6925,6907
stage3,45,57,134,72,178,128,1.1981981981981982,1.126984126984127,0.9845050215208034,0.992192018507808,0.015066964285714286,6862,6970,6925,6907
stage3,44,57,135,72,178,128,1.2072072072072073,1.126984126984127,0.9845050215208034,0.992192018507808,0.015066964285714286,6862,6970,6925,6907
stage3,45,57,127,66,171,122,1.135135135135135,1.0317460317460319,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,45,57,127,67,171,123,1.135135135135135,1.0476190476190477,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,45,57,127,68,171,124,1.135135135135135,1.0634920634920635,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,45,57,127,69,171,125,1.135135135135135,1.0793650793650793,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,47,58,127,72,173,129,1.135135135135135,1.126984126984127,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,43,54,127,73,169,126,1.135135135135135,1.1428571428571428,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,45,56,127,73,171,128,1.135135135135135,1.1428571428571428,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,47,58,127,73,173,130,1.135135135135135,1.1428571428571428,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,45,56,127,74,171,129,1.135135135135135,1.1587301587301588,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,47,58,127,74,173,131,1.135135135135135,1.1587301587301588,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,44,57,128,66,171,122,1.1441441441441442,1.0317460317460319,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,44,57,128,67,171,123,1.1441441441441442,1.0476190476190477,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,44,57,128,68,171,124,1.1441441441441442,1.0634920634920635,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
stage3,44,57,128,69,171,125,1.1441441441441442,1.0793650793650793,0.9845038384987205,0.9921914177233326,0.015206473214285714,6925,7034,6925,7034
