stage,x0,y0,w,h,x1,y1,scale_x_idx_per_outpix,scale_y_idx_per_outpix,iou,dice,hamming,intersection,union,target_sum,pred_sum
stage3,42,52,132,73,173,124,1.1801801801801801,1.1428571428571428,0.9901004304160689,0.9950255929637373,0.009626116071428572,6901,6970,6925,6946
stage3,44,57,134,70,177,126,1.1981981981981982,1.0952380952380953,0.990096167647481,0.9950234403173458,0.009626116071428572,6898,6967,6925,6940
stage3,43,57,135,70,177,126,1.2072072072072073,1.0952380952380953,0.990096167647481,0.9950234403173458,0.009626116071428572,6898,6967,6925,6940
stage3,45,52,129,69,173,120,1.1531531531531531,1.0793650793650793,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,45,52,129,70,173,121,1.1531531531531531,1.0952380952380953,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,45,52,129,71,173,122,1.1531531531531531,1.1111111111111112,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,45,52,129,72,173,123,1.1531531531531531,1.126984126984127,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,44,52,130,69,173,120,1.162162162162162,1.0793650793650793,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,44,52,130,70,173,121,1.162162162162162,1.0952380952380953,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,44,52,130,71,173,122,1.162162162162162,1.1111111111111112,0.9900890548692904,0.9950198484301697,0.009626116071428572,6893,6962,6925,6930
stage3,47,57,131,68,177,124,1.1711711711711712,1.0634920634920635,0.9900847822963069,0.9950176908080006,0.009626116071428572,6890,6959,6925,6924
stage3,45,57,133,67,177,123,1.1891891891891893,1.0476190476190477,0.9900847822963069,0.9950176908080006,0.009626116071428572,6890,6959,6925,6924
stage3,44,52,132,66,175,117,1.1801801801801801,1.0317460317460319,0.9900562040639862,0.9950032587442972,0.009626116071428572,6870,6939,6925,6884
stage3,43,52,133,66,175,117,1.1891891891891893,1.0317460317460319,0.9900562040639862,0.9950032587442972,0.009626116071428572,6870,6939,6925,6884
stage3,42,52,134,66,175,117,1.1981981981981982,1.0317460317460319,0.9900562040639862,0.9950032587442972,0.009626116071428572,6870,6939,6925,6884
stage3,47,51,129,72,175,122,1.1531531531531531,1.126984126984127,0.9900547708273277,0.9950025349460419,0.009626116071428572,6869,6938,6925,6882
stage3,46,51,130,72,175,122,1.162162162162162,1.126984126984127,0.9900547708273277,0.9950025349460419,0.009626116071428572,6869,6938,6925,6882
stage3,45,51,131,72,175,122,1.1711711711711712,1.126984126984127,0.9900547708273277,0.9950025349460419,0.009626116071428572,6869,6938,6925,6882
stage3,42,51,135,72,176,122,1.2072072072072073,1.126984126984127,0.9900547708273277,0.9950025349460419,0.009626116071428572,6869,6938,6925,6882
stage3,45,51,132,71,176,121,1.1801801801801801,1.1111111111111112,0.9900361010830325,0.9949931064509107,0.009626116071428572,6856,6925,6925,6856
stage3,47,56,127,69,173,124,1.135135135135135,1.0793650793650793,0.9899928520371694,0.9949712643678161,0.009765625,6925,6995,6925,6995
stage3,46,56,128,69,173,124,1.1441441441441442,1.0793650793650793,0.9899928520371694,0.9949712643678161,0.009765625,6925,6995,6925,6995
stage3,44,58,132,70,175,127,1.1801801801801801,1.0952380952380953,0.9899928520371694,0.9949712643678161,0.009765625,6925,6995,6925,6995
stage3,43,58,133,70,175,127,1.1891891891891893,1.0952380952380953,0.9899928520371694,0.9949712643678161,0.009765625,6925,6995,6925,6995
stage3,42,58,134,69,175,126,1.1981981981981982,1.0793650793650793,0.9899928520371694,0.9949712643678161,0.009765625,6925,6995,6925,6995
stage3,42,57,134,74,175,130,1.1981981981981982,1.1587301587301588,0.9899928520371694,0.9949712643678161,0.009765625,6925,6995,6925,6995
stage3,46,54,127,66,172,119,1.135135135135135,1.0317460317460319,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,46,54,127,67,172,120,1.135135135135135,1.0476190476190477,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,46,53,127,69,172,121,1.135135135135135,1.0793650793650793,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,46,53,127,70,172,122,1.135135135135135,1.0952380952380953,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,46,53,127,71,172,123,1.135135135135135,1.1111111111111112,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,46,53,127,72,172,124,1.135135135135135,1.126984126984127,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,45,54,128,66,172,119,1.1441441441441442,1.0317460317460319,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,45,54,128,67,172,120,1.1441441441441442,1.0476190476190477,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,45,53,128,69,172,121,1.1441441441441442,1.0793650793650793,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,45,53,128,70,172,122,1.1441441441441442,1.0952380952380953,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,45,53,128,71,172,123,1.1441441441441442,1.1111111111111112,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,45,53,128,72,172,124,1.1441441441441442,1.126984126984127,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,44,54,129,66,172,119,1.1531531531531531,1.0317460317460319,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,44,53,129,69,172,121,1.1531531531531531,1.0793650793650793,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,44,53,129,70,172,122,1.1531531531531531,1.0952380952380953,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,44,53,129,71,172,123,1.1531531531531531,1.1111111111111112,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,44,53,129,72,172,124,1.1531531531531531,1.126984126984127,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,43,54,130,66,172,119,1.162162162162162,1.0317460317460319,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,43,53,130,69,172,121,1.162162162162162,1.0793650793650793,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,43,53,130,70,172,122,1.162162162162162,1.0952380952380953,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,43,53,130,71,172,123,1.162162162162162,1.1111111111111112,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,43,53,130,72,172,124,1.162162162162162,1.126984126984127,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,42,53,131,69,172,121,1.1711711711711712,1.0793650793650793,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,42,53,131,70,172,122,1.1711711711711712,1.0952380952380953,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,42,53,131,71,172,123,1.1711711711711712,1.1111111111111112,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,42,53,131,72,172,124,1.1711711711711712,1.126984126984127,0.9899770904925544,0.9949633040725284,0.009765625,6914,6984,6925,6973
stage3,47,52,127,69,173,120,1.135135135135135,1.0793650793650793,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,47,52,127,70,173,121,1.135135135135135,1.0952380952380953,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,47,52,127,71,173,122,1.135135135135135,1.1111111111111112,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,47,52,127,72,173,123,1.135135135135135,1.126984126984127,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,46,52,128,69,173,120,1.1441441441441442,1.0793650793650793,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,46,52,128,70,173,121,1.1441441441441442,1.0952380952380953,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,46,52,128,71,173,122,1.1441441441441442,1.1111111111111112,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,46,52,128,72,173,123,1.1441441441441442,1.126984126984127,0.9899454179833381,0.9949473076367836,0.009765625,6892,6962,6925,6929
stage3,47,57,131,67,177,123,1.1711711711711712,1.0476190476190477,0.989941083489007,0.994945118428654,0.009765625,6889,6959,6925,6923
stage3,46,57,132,67,177,123,1.1801801801801801,1.0476190476190477,0.989941083489007,0.994945118428654,0.009765625,6889,6959,6925,6923
stage3,45,57,133,66,177,122,1.1891891891891893,1.0317460317460319,0.989941083489007,0.994945118428654,0.009765625,6889,6959,6925,6923
stage3,50,56,128,74,177,129,1.1441441441441442,1.1587301587301588,0.9899381917493172,0.9949436579023404,0.009765625,6887,6957,6925,6919
stage3,49,56,129,74,177,129,1.1531531531531531,1.1587301587301588,0.9899381917493172,0.9949436579023404,0.009765625,6887,6957,6925,6919
stage3,48,56,130,74,177,129,1.162162162162162,1.1587301587301588,0.9899381917493172,0.9949436579023404,0.009765625,6887,6957,6925,6919
stage3,45,51,130,73,174,123,1.162162162162162,1.1428571428571428,0.9899324032791601,0.9949407343162764,0.009765625,6883,6953,6925,6911
stage3,45,51,130,74,174,124,1.162162162162162,1.1587301587301588,0.9899324032791601,0.9949407343162764,0.009765625,6883,6953,6925,6911
stage3,44,51,131,73,174,123,1.1711711711711712,1.1428571428571428,0.9899324032791601,0.9949407343162764,0.009765625,6883,6953,6925,6911
stage3,44,51,131,74,174,124,1.1711711711711712,1.1587301587301588,0.9899324032791601,0.9949407343162764,0.009765625,6883,6953,6925,6911
stage3,43,51,132,73,174,123,1.1801801801801801,1.1428571428571428,0.9899324032791601,0.9949407343162764,0.009765625,6883,6953,6925,6911
stage3,43,51,132,74,174,124,1.1801801801801801,1.1587301587301588,0.9899324032791601,0.9949407343162764,0.009765625,6883,6953,6925,6911
stage3,47,51,128,72,174,122,1.1441441441441442,1.126984126984127,0.9899193548387096,0.9949341438703141,0.009765625,6874,6944,6925,6893
stage3,46,51,129,72,174,122,1.1531531531531531,1.126984126984127,0.9899193548387096,0.9949341438703141,0.009765625,6874,6944,6925,6893
stage3,47,52,129,66,175,117,1.1531531531531531,1.0317460317460319,0.9899120910794063,0.9949304750869061,0.009765625,6869,6939,6925,6883
stage3,46,52,130,66,175,117,1.162162162162162,1.0317460317460319,0.9899120910794063,0.9949304750869061,0.009765625,6869,6939,6925,6883
stage3,45,52,131,66,175,117,1.1711711711711712,1.0317460317460319,0.9899120910794063,0.9949304750869061,0.009765625,6869,6939,6925,6883
stage3,42,52,135,66,176,117,1.2072072072072073,1.0317460317460319,0.9899120910794063,0.9949304750869061,0.009765625,6869,6939,6925,6883
stage3,46,51,131,71,176,121,1.1711711711711712,1.1111111111111112,0.9898916967509025,0.9949201741654572,0.009765625,6855,6925,6925,6855
stage3,45,51,132,69,176,119,1.1801801801801801,1.0793650793650793,0.9898916967509025,0.9949201741654572,0.009765625,6855,6925,6925,6855
stage3,45,51,132,70,176,120,1.1801801801801801,1.0952380952380953,0.9898916967509025,0.9949201741654572,0.009765625,6855,6925,6925,6855
stage3,48,58,127,66,174,123,1.135135135135135,1.0317460317460319,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,48,57,127,70,174,126,1.135135135135135,1.0952380952380953,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,47,58,128,66,174,123,1.1441441441441442,1.0317460317460319,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,47,57,128,70,174,126,1.1441441441441442,1.0952380952380953,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,45,56,129,69,173,124,1.1531531531531531,1.0793650793650793,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,46,57,129,70,174,126,1.1531531531531531,1.0952380952380953,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,44,56,130,69,173,124,1.162162162162162,1.0793650793650793,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,42,58,134,70,175,127,1.1981981981981982,1.0952380952380953,0.9898513436249285,0.9948997916816321,0.009905133928571428,6925,6996,6925,6996
stage3,44,52,129,74,172,125,1.1531531531531531,1.1587301587301588,0.9898280802292264,0.9948880408956728,0.009905133928571428,6909,6980,6925,6964
stage3,43,52,130,74,172,125,1.162162162162162,1.1587301587301588,0.9898280802292264,0.9948880408956728,0.009905133928571428,6909,6980,6925,6964
stage3,47,57,131,66,177,122,1.1711711711711712,1.0317460317460319,0.9897973846817072,0.9948725355672708,0.009905133928571428,6888,6959,6925,6922
stage3,46,57,132,66,177,122,1.1801801801801801,1.0317460317460319,0.9897973846817072,0.9948725355672708,0.009905133928571428,6888,6959,6925,6922
stage3,48,56,130,73,177,128,1.162162162162162,1.1428571428571428,0.9897944516314503,0.9948710539622914,0.009905133928571428,6886,6957,6925,6918
stage3,42,52,133,67,174,118,1.1891891891891893,1.0476190476190477,0.9897915168943207,0.994869571500831,0.009905133928571428,6884,6955,6925,6914
stage3,42,52,133,68,174,119,1.1891891891891893,1.0634920634920635,0.9897915168943207,0.994869571500831,0.009905133928571428,6884,6955,6925,6914
stage3,47,52,128,66,174,117,1.1441441441441442,1.0317460317460319,0.9897768178545716,0.9948621463202837,0.009905133928571428,6874,6945,6925,6894
stage3,46,52,129,66,174,117,1.1531531531531531,1.0317460317460319,0.9897768178545716,0.9948621463202837,0.009905133928571428,6874,6945,6925,6894
stage3,46,51,131,70,176,120,1.1711711711711712,1.0952380952380953,0.9897472924187726,0.9948472312939981,0.009905133928571428,6854,6925,6925,6854
stage3,46,55,127,68,172,122,1.135135135135135,1.0634920634920635,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,46,55,127,69,172,123,1.135135135135135,1.0793650793650793,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,45,55,128,68,172,122,1.1441441441441442,1.0634920634920635,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,45,55,128,69,172,123,1.1441441441441442,1.0793650793650793,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,49,58,128,71,176,128,1.1441441441441442,1.1111111111111112,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,49,58,128,72,176,129,1.1441441441441442,1.126984126984127,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,49,58,128,73,176,130,1.1441441441441442,1.1428571428571428,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,49,58,128,74,176,131,1.1441441441441442,1.1587301587301588,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,46,58,129,66,174,123,1.1531531531531531,1.0317460317460319,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,44,55,129,68,172,122,1.1531531531531531,1.0634920634920635,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,44,55,129,69,172,123,1.1531531531531531,1.0793650793650793,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,48,58,129,71,176,128,1.1531531531531531,1.1111111111111112,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,48,58,129,72,176,129,1.1531531531531531,1.126984126984127,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,48,58,129,73,176,130,1.1531531531531531,1.1428571428571428,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,48,58,129,74,176,131,1.1531531531531531,1.1587301587301588,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,43,55,130,68,172,122,1.162162162162162,1.0634920634920635,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,47,58,130,71,176,128,1.162162162162162,1.1111111111111112,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,47,58,130,72,176,129,1.162162162162162,1.126984126984127,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,47,58,130,73,176,130,1.162162162162162,1.1428571428571428,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,47,58,130,74,176,131,1.162162162162162,1.1587301587301588,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,42,55,131,68,172,122,1.1711711711711712,1.0634920634920635,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,46,58,131,71,176,128,1.1711711711711712,1.1111111111111112,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,46,58,131,72,176,129,1.1711711711711712,1.126984126984127,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,46,58,131,73,176,130,1.1711711711711712,1.1428571428571428,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,46,58,131,74,176,131,1.1711711711711712,1.1587301587301588,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,45,58,132,71,176,128,1.1801801801801801,1.1111111111111112,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,45,58,132,72,176,129,1.1801801801801801,1.126984126984127,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,45,58,132,73,176,130,1.1801801801801801,1.1428571428571428,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,45,58,132,74,176,131,1.1801801801801801,1.1587301587301588,0.9897098756609976,0.9948283292630369,0.010044642857142858,6925,6997,6925,6997
stage3,42,52,131,74,172,125,1.1711711711711712,1.1587301587301588,0.989686291362269,0.994816414686825,0.010044642857142858,6909,6981,6925,6965
stage3,46,52,127,74,172,125,1.135135135135135,1.1587301587301588,0.9896848137535816,0.994815668202765,0.010044642857142858,6908,6980,6925,6963
stage3,45,52,128,74,172,125,1.1441441441441442,1.1587301587301588,0.9896848137535816,0.994815668202765,0.010044642857142858,6908,6980,6925,6963
stage3,43,53,131,66,173,118,1.1711711711711712,1.0317460317460319,0.9896744586261293,0.994810436788237,0.010044642857142858,6901,6973,6925,6949
stage3,43,53,131,67,173,119,1.1711711711711712,1.0476190476190477,0.9896744586261293,0.994810436788237,0.010044642857142858,6901,6973,6925,6949
stage3,42,53,132,66,173,118,1.1801801801801801,1.0317460317460319,0.9896744586261293,0.994810436788237,0.010044642857142858,6901,6973,6925,6949
stage3,42,53,132,67,173,119,1.1801801801801801,1.0476190476190477,0.9896744586261293,0.994810436788237,0.010044642857142858,6901,6973,6925,6949
stage3,44,58,134,66,177,123,1.1981981981981982,1.0317460317460319,0.9896670493685419,0.9948066935949221,0.010044642857142858,6896,6968,6925,6939
stage3,43,58,135,66,177,123,1.2072072072072073,1.0317460317460319,0.9896670493685419,0.9948066935949221,0.010044642857142858,6896,6968,6925,6939
stage3,50,56,128,72,177,127,1.1441441441441442,1.126984126984127,0.9896507115135834,0.9947984395318595,0.010044642857142858,6885,6957,6925,6917
stage3,50,56,128,73,177,128,1.1441441441441442,1.1428571428571428,0.9896507115135834,0.9947984395318595,0.010044642857142858,6885,6957,6925,6917
stage3,49,56,129,72,177,127,1.1531531531531531,1.126984126984127,0.9896507115135834,0.9947984395318595,0.010044642857142858,6885,6957,6925,6917
stage3,49,56,129,73,177,128,1.1531531531531531,1.1428571428571428,0.9896507115135834,0.9947984395318595,0.010044642857142858,6885,6957,6925,6917
stage3,48,57,130,69,177,125,1.162162162162162,1.0793650793650793,0.9896507115135834,0.9947984395318595,0.010044642857142858,6885,6957,6925,6917
stage3,48,56,130,72,177,127,1.162162162162162,1.126984126984127,0.9896507115135834,0.9947984395318595,0.010044642857142858,6885,6957,6925,6917
stage3,45,52,130,67,174,118,1.162162162162162,1.0476190476190477,0.9896477354421279,0.9947969359734066,0.010044642857142858,6883,6955,6925,6913
stage3,45,52,130,68,174,119,1.162162162162162,1.0634920634920635,0.9896477354421279,0.9947969359734066,0.010044642857142858,6883,6955,6925,6913
stage3,44,52,131,67,174,118,1.1711711711711712,1.0476190476190477,0.9896477354421279,0.9947969359734066,0.010044642857142858,6883,6955,6925,6913
stage3,44,52,131,68,174,119,1.1711711711711712,1.0634920634920635,0.9896477354421279,0.9947969359734066,0.010044642857142858,6883,6955,6925,6913
stage3,43,52,132,67,174,118,1.1801801801801801,1.0476190476190477,0.9896477354421279,0.9947969359734066,0.010044642857142858,6883,6955,6925,6913
stage3,43,52,132,68,174,119,1.1801801801801801,1.0634920634920635,0.9896477354421279,0.9947969359734066,0.010044642857142858,6883,6955,6925,6913
stage3,48,51,128,71,175,121,1.1441441441441442,1.1111111111111112,0.9896118886163613,0.9947788252356781,0.010044642857142858,6859,6931,6925,6865
stage3,43,51,134,71,176,121,1.1981981981981982,1.1111111111111112,0.9896118886163613,0.9947788252356781,0.010044642857142858,6859,6931,6925,6865
stage3,44,51,133,69,176,119,1.1891891891891893,1.0793650793650793,0.9896103896103896,0.9947780678851175,0.010044642857142858,6858,6930,6925,6863
stage3,50,51,127,72,176,122,1.135135135135135,1.126984126984127,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,49,51,128,69,176,119,1.1441441441441442,1.0793650793650793,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,49,51,128,70,176,120,1.1441441441441442,1.0952380952380953,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,49,51,128,71,176,121,1.1441441441441442,1.1111111111111112,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,48,51,129,69,176,119,1.1531531531531531,1.0793650793650793,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,48,51,129,70,176,120,1.1531531531531531,1.0952380952380953,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,48,51,129,71,176,121,1.1531531531531531,1.1111111111111112,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,47,51,130,69,176,119,1.162162162162162,1.0793650793650793,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,47,51,130,70,176,120,1.162162162162162,1.0952380952380953,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,47,51,130,71,176,121,1.162162162162162,1.1111111111111112,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,46,51,131,69,176,119,1.1711711711711712,1.0793650793650793,0.9896028880866427,0.9947742778342284,0.010044642857142858,6853,6925,6925,6853
stage3,43,55,130,69,172,123,1.162162162162162,1.0793650793650793,0.9895684481280366,0.9947568771098183,0.010184151785714286,6925,6998,6925,6998
stage3,42,55,131,69,172,123,1.1711711711711712,1.0793650793650793,0.9895684481280366,0.9947568771098183,0.010184151785714286,6925,6998,6925,6998
stage3,44,52,129,73,172,124,1.1531531531531531,1.1428571428571428,0.9895370503081554,0.9947410128953246,0.010184151785714286,6904,6977,6925,6956
stage3,43,52,130,73,172,124,1.162162162162162,1.1428571428571428,0.9895370503081554,0.9947410128953246,0.010184151785714286,6904,6977,6925,6956
stage3,42,52,131,73,172,124,1.1711711711711712,1.1428571428571428,0.9895370503081554,0.9947410128953246,0.010184151785714286,6904,6977,6925,6956
stage3,45,51,129,73,173,123,1.1531531531531531,1.1428571428571428,0.9895114942528735,0.9947280999494476,0.010184151785714286,6887,6960,6925,6922
stage3,45,51,129,74,173,124,1.1531531531531531,1.1587301587301588,0.9895114942528735,0.9947280999494476,0.010184151785714286,6887,6960,6925,6922
stage3,44,51,130,73,173,123,1.162162162162162,1.1428571428571428,0.9895114942528735,0.9947280999494476,0.010184151785714286,6887,6960,6925,6922
stage3,44,51,130,74,173,124,1.162162162162162,1.1587301587301588,0.9895114942528735,0.9947280999494476,0.010184151785714286,6887,6960,6925,6922
stage3,46,51,128,73,173,123,1.1441441441441442,1.1428571428571428,0.9895099870671074,0.9947273383893103,0.010184151785714286,6886,6959,6925,6920
stage3,50,57,128,69,177,125,1.1441441441441442,1.0793650793650793,0.9895069713957165,0.9947258146087711,0.010184151785714286,6884,6957,6925,6916
stage3,50,56,128,71,177,126,1.1441441441441442,1.1111111111111112,0.9895069713957165,0.9947258146087711,0.010184151785714286,6884,6957,6925,6916
stage3,49,57,129,69,177,125,1.1531531531531531,1.0793650793650793,0.9895069713957165,0.9947258146087711,0.010184151785714286,6884,6957,6925,6916
stage3,49,56,129,71,177,126,1.1531531531531531,1.1111111111111112,0.9895069713957165,0.9947258146087711,0.010184151785714286,6884,6957,6925,6916
stage3,48,56,130,71,177,126,1.162162162162162,1.1111111111111112,0.9895069713957165,0.9947258146087711,0.010184151785714286,6884,6957,6925,6916
stage3,42,51,133,72,174,122,1.1891891891891893,1.126984126984127,0.989497913969213,0.9947212379781618,0.010184151785714286,6878,6951,6925,6904
stage3,48,52,127,66,174,117,1.135135135135135,1.0317460317460319,0.9894888408927286,0.994716653397988,0.010184151785714286,6872,6945,6925,6892
stage3,48,51,127,72,174,122,1.135135135135135,1.126984126984127,0.9894873271889401,0.9947158885269635,0.010184151785714286,6871,6944,6925,6890
stage3,49,51,127,69,175,119,1.135135135135135,1.0793650793650793,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,49,51,127,70,175,120,1.135135135135135,1.0952380952380953,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,49,51,127,71,175,121,1.135135135135135,1.1111111111111112,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,48,51,128,69,175,119,1.1441441441441442,1.0793650793650793,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,48,51,128,70,175,120,1.1441441441441442,1.0952380952380953,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,44,51,133,70,176,120,1.1891891891891893,1.0952380952380953,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,44,51,133,71,176,121,1.1891891891891893,1.1111111111111112,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,43,51,134,69,176,119,1.1981981981981982,1.0793650793650793,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,43,51,134,70,176,120,1.1981981981981982,1.0952380952380953,0.9894676092915885,0.9947059250126913,0.010184151785714286,6858,6931,6925,6864
stage3,50,52,127,66,176,117,1.135135135135135,1.0317460317460319,0.9894584837545126,0.9947013137838426,0.010184151785714286,6852,6925,6925,6852
stage3,46,52,132,73,177,124,1.1801801801801801,1.1428571428571428,0.9894584837545126,0.9947013137838426,0.010184151785714286,6852,6925,6925,6852
stage3,45,52,133,73,177,124,1.1891891891891893,1.1428571428571428,0.9894584837545126,0.9947013137838426,0.010184151785714286,6852,6925,6925,6852
stage3,46,54,133,73,178,126,1.1891891891891893,1.1428571428571428,0.9894584837545126,0.9947013137838426,0.010184151785714286,6852,6925,6925,6852
