dictionary_size,executed_runs,patch_w,patch_h,include_valid_mask,mask_encoding,feature_mode,patches_per_image,total_patches,patch_vector_length,feature_vector_length,mean_icv_mean,mean_icv_std,std_icv_mean,std_icv_std,min_class_size_mean,min_class_size_min,mean_class_size_mean,max_class_size_mean,runtime_mean_seconds,runtime_std_seconds,requested_runs,reduced_seed_count,rank_mean_icv,rank_icv_spread,rank_std_icv,rank_min_class,rank_runtime,balanced_score
2,2,72,40,True,concat,raw,1025,307500,5760,2050,1544.0809478759766,0.0,793.2024393264171,0.0,69.0,69,75.0,81.0,108.63304769998649,0.9516873800392174,2,False,2.0,1.0,3.0,1.0,1.0,1.7000000000000002
4,2,72,40,True,concat,raw,1025,307500,5760,4100,1643.3320922851562,0.0,449.30738893411484,0.0,46.0,46,75.0,116.0,159.15442720000283,2.623392321161235,2,False,4.0,1.0,1.0,2.0,2.0,2.2
10,2,72,40,True,concat,raw,1025,307500,5760,10250,1463.6933822631836,38.104937416017094,777.3303500594991,25.64209844249209,28.0,28,75.0,139.0,207.7661103999999,0.6266426963923807,2,False,1.0,5.0,2.0,4.0,5.0,3.0
6,2,72,40,True,concat,raw,1025,307500,5760,6150,1554.6603469848633,0.0,838.1172313061147,0.0,22.0,22,75.0,156.0,177.729563099987,0.3565658068943485,2,False,3.0,1.0,4.0,5.0,3.0,3.2
8,2,72,40,True,concat,raw,1025,307500,5760,8200,1833.5771713256836,13.488480487350284,1115.429982905351,40.739597996410474,30.0,30,75.0,148.0,202.00941779999994,0.5620982722552935,2,False,5.0,4.0,5.0,3.0,4.0,4.3
