distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
95,147,148,0.3898177444934845,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z148.png
96,163,164,0.39723220467567444,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
97,254,255,0.4040064215660095,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z255.png
98,259,260,0.41793712973594666,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z260.png
99,245,246,0.4496927261352539,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
100,55,56,0.45445379614830017,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z056.png
101,172,173,0.4590303897857666,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
102,173,174,0.46774420142173767,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
103,255,256,0.4898756146430969,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z256.png
104,96,97,0.49124875664711,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z097.png
105,237,238,0.544745147228241,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
