case_id,date,formulation,baseline_run_id,enriched_run_id,trajectory_overlap_ratio,trajectory_difference_from_baseline,delta_collected_boundary_score,delta_collected_STD_score,delta_collected_information_score,high_similarity_overlay
C06_representative,2023-12-22,enriched_boundary_alpha025,C06_representative__baseline_STD,C06_representative__enriched_boundary_alpha025,0.09278350515463918,0.9072164948453608,21.342819213867188,0.629150390625,11.254165649414062,False
C06_representative,2023-12-22,enriched_boundary_alpha050,C06_representative__baseline_STD,C06_representative__enriched_boundary_alpha050,0.039473684210526314,0.9605263157894737,20.886825561523438,-3.0168914794921875,19.828155517578125,False
C01_representative,2024-08-24,enriched_boundary_alpha025,C01_representative__baseline_STD,C01_representative__enriched_boundary_alpha025,0.07291666666666667,0.9270833333333334,-5.1500091552734375,-4.152252197265625,4.13934326171875,False
C01_representative,2024-08-24,enriched_boundary_alpha050,C01_representative__baseline_STD,C01_representative__enriched_boundary_alpha050,0.13284132841328414,0.8671586715867159,-6.340675354003906,-8.30419921875,9.759658813476562,False
October_control,2024-10-30,enriched_boundary_alpha025,October_control__baseline_STD,October_control__enriched_boundary_alpha025,0.12014134275618374,0.8798586572438163,-1.8057937622070312,-12.740875244140625,-26.34375,False
October_control,2024-10-30,enriched_boundary_alpha050,October_control__baseline_STD,October_control__enriched_boundary_alpha050,0.0031446540880503146,0.9968553459119497,77.17375946044922,-47.119483947753906,-17.646141052246094,False
