patch_w,patch_h,seed,dictionary_size,include_valid_mask,mask_encoding,feature_mode,patches_per_image,total_patches,patch_vector_length,feature_vector_length,number_of_classes,class_sizes,icv_class_01,icv_class_02,icv_class_03,icv_class_04,mean_icv,std_icv,min_class_size,mean_class_size,max_class_size,runtime_seconds,notes
24,16,11,4,True,concat,raw,4361,1308300,768,17444,4,"[125, 71, 32, 72]",1194.967529296875,1979.07763671875,271.03057861328125,2371.10302734375,1454.044692993164,803.632215657442,32,75.0,125,366.656986099988,ok
24,16,23,4,True,concat,raw,4361,1308300,768,17444,4,"[125, 71, 32, 72]",1194.967529296875,1979.07763671875,271.03057861328125,2371.10302734375,1454.044692993164,803.632215657442,32,75.0,125,362.03840340001625,ok
40,24,11,4,True,concat,raw,2993,897900,1920,11972,4,"[135, 84, 55, 26]",1599.36669921875,2080.430419921875,606.45458984375,1402.974609375,1422.3065795898438,531.6167485655036,26,75.0,135,307.17105989999254,ok
40,24,23,4,True,concat,raw,2993,897900,1920,11972,4,"[135, 84, 55, 26]",1599.36669921875,2080.430419921875,606.45458984375,1402.974609375,1422.3065795898438,531.6167485655036,26,75.0,135,307.6504423999868,ok
56,32,11,4,True,concat,raw,1881,564300,3584,7524,4,"[159, 31, 80, 30]",2349.455322265625,1351.1419677734375,2436.11083984375,1593.86669921875,1932.6437072753906,469.0749434256161,30,75.0,159,261.64306290002423,ok
56,32,23,4,True,concat,raw,1881,564300,3584,7524,4,"[159, 31, 80, 30]",2349.455322265625,1351.1419677734375,2436.11083984375,1593.86669921875,1932.6437072753906,469.0749434256161,30,75.0,159,268.81677889998537,ok
72,40,11,4,True,concat,raw,1025,307500,5760,4100,4,"[68, 116, 46, 70]",2282.41943359375,1344.8427734375,1827.9813232421875,1118.0848388671875,1643.3320922851562,449.30738893411484,46,75.0,116,158.3179904000135,ok
72,40,23,4,True,concat,raw,1025,307500,5760,4100,4,"[68, 116, 46, 70]",2282.41943359375,1344.8427734375,1827.9813232421875,1118.0848388671875,1643.3320922851562,449.30738893411484,46,75.0,116,161.4332970000105,ok
