distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,166,167,0.08895297348499298,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
2,164,165,0.09785296022891998,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
3,171,172,0.10393666476011276,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
4,145,146,0.10622189193964005,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
5,162,163,0.14149031043052673,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
6,144,145,0.1471405178308487,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
7,131,132,0.1826314926147461,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
8,245,246,0.19717881083488464,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
9,175,176,0.20050698518753052,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png
10,238,239,0.20145530998706818,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
11,237,238,0.20242105424404144,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
12,165,166,0.20319198071956635,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
13,132,133,0.20689359307289124,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
14,163,164,0.22276993095874786,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
15,236,237,0.22529202699661255,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
16,174,175,0.23705804347991943,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
17,167,168,0.23991134762763977,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z168.png
18,172,173,0.29017773270606995,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
19,152,153,0.30313342809677124,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
20,173,174,0.3220030665397644,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
21,260,261,0.34718483686447144,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z261.png
22,187,188,0.38931524753570557,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z188.png
23,239,240,0.40639740228652954,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z240.png
24,177,178,0.43406882882118225,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z178.png
25,168,169,0.4787448048591614,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z169.png
