date,class_id,day_index_370,predmodel,predmodel_exists,n_realizations,sim_outputs_read,dss_returncode,dss_success,dss_elapsed_seconds_reported,dss_elapsed_line,has_TEMPpred,has_STD,has_STD_sqrt_variance,has_LAT,has_LON,has_BATHY,TEMPpred_shape,TEMPpred_valid_cells,TEMPpred_nan_fraction,TEMPpred_all_nan,TEMPpred_min,TEMPpred_max,TEMPpred_mean,TEMPpred_std,TEMPpred_all_zero,STD_variance_shape,STD_variance_valid_cells,STD_variance_nan_fraction,STD_variance_all_nan,STD_variance_min,STD_variance_max,STD_variance_mean,STD_variance_std,STD_variance_all_zero
2024-07-03,C01,250,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_python_dss_class01_class06_pilot_20260516_152421\predmodels\2024-07-03\python_dss_predModel_1_100real.nc,True,100,100,0,True,,Elapsed time: 263 seconds               Press any key to continue...,True,True,True,True,True,True,"[2, 180, 240]",53140,0.3849537037037037,False,16.1449,19.0787,18.00377585246519,0.5458109147861009,False,"[2, 180, 240]",53140,0.3849537037037037,False,0.0,0.22640767265900016,0.029521139486308058,0.037817668599497575,False
2024-07-04,C01,251,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_python_dss_class01_class06_pilot_20260516_152421\predmodels\2024-07-04\python_dss_predModel_1_100real.nc,True,100,100,0,True,,Elapsed time: 270 seconds               Press any key to continue...,True,True,True,True,True,True,"[2, 180, 240]",53140,0.3849537037037037,False,15.6552,19.0646,17.715489268912307,0.784306350998367,False,"[2, 180, 240]",53140,0.3849537037037037,False,0.0,0.24098798669899987,0.04261083630327894,0.05402604780420147,False
2023-12-22,C06,56,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_python_dss_class01_class06_pilot_20260516_152421\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,True,100,100,0,True,,Elapsed time: 238 seconds               Press any key to continue...,True,True,True,True,True,True,"[2, 180, 240]",53140,0.3849537037037037,False,15.9187,17.0429,16.68217487015431,0.17350100815705094,False,"[2, 180, 240]",53140,0.3849537037037037,False,0.0,0.033255688610999985,0.008472532525899907,0.008896811198178268,False
2023-12-17,C06,51,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_python_dss_class01_class06_pilot_20260516_152421\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,True,100,100,0,True,,Elapsed time: 247 seconds               Press any key to continue...,True,True,True,True,True,True,"[2, 180, 240]",53140,0.3849537037037037,False,16.0427,17.2364,16.74745786036884,0.30530083500254357,False,"[2, 180, 240]",53140,0.3849537037037037,False,0.0,0.023547607499999977,0.006053203932125085,0.006431963610769341,False
