separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir,classes_distance_from_4,rank_mean_icv,rank_singletons,rank_min_class,rank_classes_balance,balanced_score
312.5505991174926,0.3,1041.835330391642,5,"[58, 122, 20, 37, 63]",20,60.0,122,0,1570.6628540039062,549.651513842905,"[715.6987915039062, 1482.068359375, 2071.759521484375, 1332.1181640625, 2251.66943359375]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/faithful_initial_sd_autoprobe/w72_h40_xds04_seed11_20260322_215325/sd_30pct,1,3.0,1.0,1.0,2.0,1.9
416.7341321566568,0.4,1041.835330391642,4,"[180, 20, 37, 63]",20,75.0,180,0,2223.412109375,679.6683146149278,"[3238.101318359375, 2071.759521484375, 1332.1181640625, 2251.66943359375]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/faithful_initial_sd_autoprobe/w72_h40_xds04_seed11_20260322_215325/sd_40pct,0,4.0,1.0,1.0,1.0,2.05
208.3670660783284,0.2,1041.835330391642,7,"[58, 105, 17, 20, 37, 34, 29]",17,42.857142857142854,105,0,1298.0160086495537,479.98468658739364,"[715.6987915039062, 806.3743286132812, 972.985595703125, 2071.759521484375, 1332.1181640625, 1868.978515625, 1318.1971435546875]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/faithful_initial_sd_autoprobe/w72_h40_xds04_seed11_20260322_215325/sd_20pct,3,2.0,1.0,4.0,4.0,2.55
104.1835330391642,0.1,1041.835330391642,22,"[28, 30, 86, 6, 13, 4, 10, 3, 9, 4, 3, 4, 2, 6, 23, 6, 17, 17, 7, 4, 5, 13]",2,13.636363636363637,86,0,631.9773302945224,564.7959995715138,"[201.06594848632812, 263.7657470703125, 676.02587890625, 215.4163818359375, 538.4443359375, 309.4142150878906, 199.66680908203125, 156.24063110351562, 459.5539245605469, 835.1685180664062, 182.9052276611328, 731.7422485351562, 134.29769897460938, 1084.110595703125, 945.80908203125, 2764.3076171875, 930.5501708984375, 548.0094604492188, 906.9827270507812, 332.2025146484375, 338.741943359375, 1149.07958984375]",fragmenta demais,n_classes alto; classe minima muito pequena,results/fossum/faithful_initial_sd_autoprobe/w72_h40_xds04_seed11_20260322_215325/sd_10pct,18,1.0,1.0,5.0,5.0,2.6
520.917665195821,0.5,1041.835330391642,3,"[180, 20, 100]",20,100.0,180,0,3037.6787923177085,720.914810732114,"[3238.101318359375, 2071.759521484375, 3803.175537109375]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/faithful_initial_sd_autoprobe/w72_h40_xds04_seed11_20260322_215325/sd_50pct,1,5.0,1.0,1.0,2.0,2.6
