day_index,date,image_idx_0_based,class_id,stage,config_name,seed,patch_w,patch_h,dictionary_size
1,2023-10-28,0,3,dictionary,dict3_patch40x24,11,40,24,3
2,2023-10-29,1,3,dictionary,dict3_patch40x24,11,40,24,3
3,2023-10-30,2,3,dictionary,dict3_patch40x24,11,40,24,3
4,2023-10-31,3,3,dictionary,dict3_patch40x24,11,40,24,3
5,2023-11-01,4,3,dictionary,dict3_patch40x24,11,40,24,3
6,2023-11-02,5,3,dictionary,dict3_patch40x24,11,40,24,3
7,2023-11-03,6,3,dictionary,dict3_patch40x24,11,40,24,3
8,2023-11-04,7,3,dictionary,dict3_patch40x24,11,40,24,3
9,2023-11-05,8,3,dictionary,dict3_patch40x24,11,40,24,3
10,2023-11-06,9,3,dictionary,dict3_patch40x24,11,40,24,3
11,2023-11-07,10,3,dictionary,dict3_patch40x24,11,40,24,3
12,2023-11-08,11,3,dictionary,dict3_patch40x24,11,40,24,3
13,2023-11-09,12,3,dictionary,dict3_patch40x24,11,40,24,3
14,2023-11-10,13,3,dictionary,dict3_patch40x24,11,40,24,3
15,2023-11-11,14,3,dictionary,dict3_patch40x24,11,40,24,3
16,2023-11-12,15,3,dictionary,dict3_patch40x24,11,40,24,3
17,2023-11-13,16,3,dictionary,dict3_patch40x24,11,40,24,3
18,2023-11-14,17,3,dictionary,dict3_patch40x24,11,40,24,3
19,2023-11-15,18,3,dictionary,dict3_patch40x24,11,40,24,3
20,2023-11-16,19,3,dictionary,dict3_patch40x24,11,40,24,3
21,2023-11-17,20,3,dictionary,dict3_patch40x24,11,40,24,3
22,2023-11-18,21,2,dictionary,dict3_patch40x24,11,40,24,3
23,2023-11-19,22,2,dictionary,dict3_patch40x24,11,40,24,3
24,2023-11-20,23,2,dictionary,dict3_patch40x24,11,40,24,3
25,2023-11-21,24,2,dictionary,dict3_patch40x24,11,40,24,3
26,2023-11-22,25,2,dictionary,dict3_patch40x24,11,40,24,3
27,2023-11-23,26,2,dictionary,dict3_patch40x24,11,40,24,3
28,2023-11-24,27,2,dictionary,dict3_patch40x24,11,40,24,3
29,2023-11-25,28,2,dictionary,dict3_patch40x24,11,40,24,3
30,2023-11-26,29,2,dictionary,dict3_patch40x24,11,40,24,3
31,2023-11-27,30,2,dictionary,dict3_patch40x24,11,40,24,3
32,2023-11-28,31,2,dictionary,dict3_patch40x24,11,40,24,3
33,2023-11-29,32,2,dictionary,dict3_patch40x24,11,40,24,3
34,2023-11-30,33,2,dictionary,dict3_patch40x24,11,40,24,3
35,2023-12-01,34,2,dictionary,dict3_patch40x24,11,40,24,3
36,2023-12-02,35,2,dictionary,dict3_patch40x24,11,40,24,3
37,2023-12-03,36,2,dictionary,dict3_patch40x24,11,40,24,3
38,2023-12-04,37,2,dictionary,dict3_patch40x24,11,40,24,3
39,2023-12-05,38,4,dictionary,dict3_patch40x24,11,40,24,3
40,2023-12-06,39,4,dictionary,dict3_patch40x24,11,40,24,3
41,2023-12-07,40,2,dictionary,dict3_patch40x24,11,40,24,3
42,2023-12-08,41,2,dictionary,dict3_patch40x24,11,40,24,3
43,2023-12-09,42,2,dictionary,dict3_patch40x24,11,40,24,3
44,2023-12-10,43,2,dictionary,dict3_patch40x24,11,40,24,3
45,2023-12-11,44,2,dictionary,dict3_patch40x24,11,40,24,3
46,2023-12-12,45,2,dictionary,dict3_patch40x24,11,40,24,3
47,2023-12-13,46,2,dictionary,dict3_patch40x24,11,40,24,3
48,2023-12-14,47,2,dictionary,dict3_patch40x24,11,40,24,3
49,2023-12-15,48,4,dictionary,dict3_patch40x24,11,40,24,3
50,2023-12-16,49,4,dictionary,dict3_patch40x24,11,40,24,3
51,2023-12-17,50,4,dictionary,dict3_patch40x24,11,40,24,3
52,2023-12-18,51,4,dictionary,dict3_patch40x24,11,40,24,3
53,2023-12-19,52,4,dictionary,dict3_patch40x24,11,40,24,3
54,2023-12-20,53,4,dictionary,dict3_patch40x24,11,40,24,3
55,2023-12-21,54,4,dictionary,dict3_patch40x24,11,40,24,3
56,2023-12-22,55,4,dictionary,dict3_patch40x24,11,40,24,3
57,2023-12-23,56,4,dictionary,dict3_patch40x24,11,40,24,3
58,2023-12-24,57,1,dictionary,dict3_patch40x24,11,40,24,3
59,2023-12-25,58,1,dictionary,dict3_patch40x24,11,40,24,3
60,2023-12-26,59,1,dictionary,dict3_patch40x24,11,40,24,3
61,2023-12-27,60,1,dictionary,dict3_patch40x24,11,40,24,3
62,2023-12-28,61,1,dictionary,dict3_patch40x24,11,40,24,3
63,2023-12-29,62,1,dictionary,dict3_patch40x24,11,40,24,3
64,2023-12-30,63,1,dictionary,dict3_patch40x24,11,40,24,3
65,2023-12-31,64,1,dictionary,dict3_patch40x24,11,40,24,3
66,2024-01-01,65,1,dictionary,dict3_patch40x24,11,40,24,3
67,2024-01-02,66,1,dictionary,dict3_patch40x24,11,40,24,3
68,2024-01-03,67,1,dictionary,dict3_patch40x24,11,40,24,3
69,2024-01-04,68,1,dictionary,dict3_patch40x24,11,40,24,3
70,2024-01-05,69,1,dictionary,dict3_patch40x24,11,40,24,3
71,2024-01-06,70,1,dictionary,dict3_patch40x24,11,40,24,3
72,2024-01-07,71,1,dictionary,dict3_patch40x24,11,40,24,3
73,2024-01-08,72,1,dictionary,dict3_patch40x24,11,40,24,3
74,2024-01-09,73,1,dictionary,dict3_patch40x24,11,40,24,3
75,2024-01-10,74,1,dictionary,dict3_patch40x24,11,40,24,3
76,2024-01-11,75,1,dictionary,dict3_patch40x24,11,40,24,3
77,2024-01-12,76,1,dictionary,dict3_patch40x24,11,40,24,3
78,2024-01-13,77,1,dictionary,dict3_patch40x24,11,40,24,3
79,2024-01-14,78,1,dictionary,dict3_patch40x24,11,40,24,3
80,2024-01-15,79,1,dictionary,dict3_patch40x24,11,40,24,3
81,2024-01-16,80,1,dictionary,dict3_patch40x24,11,40,24,3
82,2024-01-17,81,1,dictionary,dict3_patch40x24,11,40,24,3
83,2024-01-18,82,1,dictionary,dict3_patch40x24,11,40,24,3
84,2024-01-19,83,1,dictionary,dict3_patch40x24,11,40,24,3
85,2024-01-20,84,1,dictionary,dict3_patch40x24,11,40,24,3
86,2024-01-21,85,1,dictionary,dict3_patch40x24,11,40,24,3
87,2024-01-22,86,1,dictionary,dict3_patch40x24,11,40,24,3
88,2024-01-23,87,1,dictionary,dict3_patch40x24,11,40,24,3
89,2024-01-24,88,1,dictionary,dict3_patch40x24,11,40,24,3
90,2024-01-25,89,1,dictionary,dict3_patch40x24,11,40,24,3
91,2024-01-26,90,1,dictionary,dict3_patch40x24,11,40,24,3
92,2024-01-27,91,1,dictionary,dict3_patch40x24,11,40,24,3
93,2024-01-28,92,1,dictionary,dict3_patch40x24,11,40,24,3
94,2024-01-29,93,1,dictionary,dict3_patch40x24,11,40,24,3
95,2024-01-30,94,1,dictionary,dict3_patch40x24,11,40,24,3
96,2024-01-31,95,1,dictionary,dict3_patch40x24,11,40,24,3
97,2024-02-01,96,1,dictionary,dict3_patch40x24,11,40,24,3
98,2024-02-02,97,1,dictionary,dict3_patch40x24,11,40,24,3
99,2024-02-03,98,1,dictionary,dict3_patch40x24,11,40,24,3
100,2024-02-04,99,1,dictionary,dict3_patch40x24,11,40,24,3
101,2024-02-05,100,1,dictionary,dict3_patch40x24,11,40,24,3
102,2024-02-06,101,1,dictionary,dict3_patch40x24,11,40,24,3
103,2024-02-07,102,1,dictionary,dict3_patch40x24,11,40,24,3
104,2024-02-08,103,1,dictionary,dict3_patch40x24,11,40,24,3
105,2024-02-09,104,1,dictionary,dict3_patch40x24,11,40,24,3
106,2024-02-10,105,1,dictionary,dict3_patch40x24,11,40,24,3
107,2024-02-11,106,1,dictionary,dict3_patch40x24,11,40,24,3
108,2024-02-12,107,1,dictionary,dict3_patch40x24,11,40,24,3
109,2024-02-13,108,1,dictionary,dict3_patch40x24,11,40,24,3
110,2024-02-14,109,1,dictionary,dict3_patch40x24,11,40,24,3
