day_index,date,image_idx_0_based,class_id,stage,config_name,seed,patch_w,patch_h,dictionary_size
1,2023-10-28,0,4,patch,patch_48x32,11,48,32,4
2,2023-10-29,1,4,patch,patch_48x32,11,48,32,4
3,2023-10-30,2,4,patch,patch_48x32,11,48,32,4
4,2023-10-31,3,4,patch,patch_48x32,11,48,32,4
5,2023-11-01,4,4,patch,patch_48x32,11,48,32,4
6,2023-11-02,5,4,patch,patch_48x32,11,48,32,4
7,2023-11-03,6,4,patch,patch_48x32,11,48,32,4
8,2023-11-04,7,4,patch,patch_48x32,11,48,32,4
9,2023-11-05,8,4,patch,patch_48x32,11,48,32,4
10,2023-11-06,9,4,patch,patch_48x32,11,48,32,4
11,2023-11-07,10,4,patch,patch_48x32,11,48,32,4
12,2023-11-08,11,4,patch,patch_48x32,11,48,32,4
13,2023-11-09,12,4,patch,patch_48x32,11,48,32,4
14,2023-11-10,13,4,patch,patch_48x32,11,48,32,4
15,2023-11-11,14,4,patch,patch_48x32,11,48,32,4
16,2023-11-12,15,4,patch,patch_48x32,11,48,32,4
17,2023-11-13,16,4,patch,patch_48x32,11,48,32,4
18,2023-11-14,17,4,patch,patch_48x32,11,48,32,4
19,2023-11-15,18,4,patch,patch_48x32,11,48,32,4
20,2023-11-16,19,4,patch,patch_48x32,11,48,32,4
21,2023-11-17,20,4,patch,patch_48x32,11,48,32,4
22,2023-11-18,21,2,patch,patch_48x32,11,48,32,4
23,2023-11-19,22,2,patch,patch_48x32,11,48,32,4
24,2023-11-20,23,2,patch,patch_48x32,11,48,32,4
25,2023-11-21,24,2,patch,patch_48x32,11,48,32,4
26,2023-11-22,25,2,patch,patch_48x32,11,48,32,4
27,2023-11-23,26,2,patch,patch_48x32,11,48,32,4
28,2023-11-24,27,2,patch,patch_48x32,11,48,32,4
29,2023-11-25,28,2,patch,patch_48x32,11,48,32,4
30,2023-11-26,29,2,patch,patch_48x32,11,48,32,4
31,2023-11-27,30,2,patch,patch_48x32,11,48,32,4
32,2023-11-28,31,2,patch,patch_48x32,11,48,32,4
33,2023-11-29,32,2,patch,patch_48x32,11,48,32,4
34,2023-11-30,33,2,patch,patch_48x32,11,48,32,4
35,2023-12-01,34,2,patch,patch_48x32,11,48,32,4
36,2023-12-02,35,2,patch,patch_48x32,11,48,32,4
37,2023-12-03,36,3,patch,patch_48x32,11,48,32,4
38,2023-12-04,37,3,patch,patch_48x32,11,48,32,4
39,2023-12-05,38,3,patch,patch_48x32,11,48,32,4
40,2023-12-06,39,3,patch,patch_48x32,11,48,32,4
41,2023-12-07,40,2,patch,patch_48x32,11,48,32,4
42,2023-12-08,41,2,patch,patch_48x32,11,48,32,4
43,2023-12-09,42,3,patch,patch_48x32,11,48,32,4
44,2023-12-10,43,3,patch,patch_48x32,11,48,32,4
45,2023-12-11,44,3,patch,patch_48x32,11,48,32,4
46,2023-12-12,45,3,patch,patch_48x32,11,48,32,4
47,2023-12-13,46,3,patch,patch_48x32,11,48,32,4
