path,relative_path,filename,extension,size_bytes,mtime,category
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_2.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_2.nc,04-10-2024_predModel_2.nc,.nc,84035306,2026-05-08T23:05:06,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_3.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_3.nc,04-10-2024_predModel_3.nc,.nc,84035306,2026-05-08T23:05:07,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_4.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_4.nc,04-10-2024_predModel_4.nc,.nc,84035306,2026-05-08T23:05:08,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_5.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_5.nc,04-10-2024_predModel_5.nc,.nc,84035306,2026-05-08T23:05:08,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_6.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_6.nc,04-10-2024_predModel_6.nc,.nc,84035306,2026-05-08T23:05:09,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_7.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_7.nc,04-10-2024_predModel_7.nc,.nc,84035306,2026-05-08T23:05:10,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_8.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_8.nc,04-10-2024_predModel_8.nc,.nc,84035306,2026-05-08T23:05:10,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_9.nc,02.Simulations\HighRes\Daily_dpt_20241003\04-10-2024_predModel_9.nc,04-10-2024_predModel_9.nc,.nc,84035306,2026-05-08T23:05:11,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_1.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_1.nc,05-10-2024_predModel_1.nc,.nc,84035306,2026-05-08T23:05:12,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_10.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_10.nc,05-10-2024_predModel_10.nc,.nc,84035306,2026-05-08T23:05:12,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_11.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_11.nc,05-10-2024_predModel_11.nc,.nc,84035306,2026-05-08T23:05:13,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_12.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_12.nc,05-10-2024_predModel_12.nc,.nc,84035306,2026-05-08T23:05:14,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_13.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_13.nc,05-10-2024_predModel_13.nc,.nc,84035306,2026-05-08T23:05:14,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_14.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_14.nc,05-10-2024_predModel_14.nc,.nc,84035306,2026-05-08T23:05:15,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_15.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_15.nc,05-10-2024_predModel_15.nc,.nc,84035306,2026-05-08T23:05:15,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_16.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_16.nc,05-10-2024_predModel_16.nc,.nc,84035306,2026-05-08T23:05:16,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_17.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_17.nc,05-10-2024_predModel_17.nc,.nc,84035306,2026-05-08T23:05:17,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_2.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_2.nc,05-10-2024_predModel_2.nc,.nc,84035306,2026-05-08T23:05:17,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_3.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_3.nc,05-10-2024_predModel_3.nc,.nc,84035306,2026-05-08T23:05:18,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_4.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_4.nc,05-10-2024_predModel_4.nc,.nc,84035306,2026-05-08T23:05:19,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_5.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_5.nc,05-10-2024_predModel_5.nc,.nc,84035306,2026-05-08T23:05:19,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_6.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_6.nc,05-10-2024_predModel_6.nc,.nc,84035306,2026-05-08T23:05:20,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_7.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_7.nc,05-10-2024_predModel_7.nc,.nc,84035306,2026-05-08T23:05:21,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_8.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_8.nc,05-10-2024_predModel_8.nc,.nc,84035306,2026-05-08T23:05:21,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_9.nc,02.Simulations\HighRes\Daily_dpt_20241004\05-10-2024_predModel_9.nc,05-10-2024_predModel_9.nc,.nc,84035306,2026-05-08T23:05:22,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_1.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_1.nc,06-10-2024_predModel_1.nc,.nc,84035306,2026-05-08T23:05:23,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_10.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_10.nc,06-10-2024_predModel_10.nc,.nc,84035306,2026-05-08T23:05:23,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_11.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_11.nc,06-10-2024_predModel_11.nc,.nc,84035306,2026-05-08T23:05:24,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_12.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_12.nc,06-10-2024_predModel_12.nc,.nc,84035306,2026-05-08T23:05:25,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_13.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_13.nc,06-10-2024_predModel_13.nc,.nc,84035306,2026-05-08T23:05:25,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_14.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_14.nc,06-10-2024_predModel_14.nc,.nc,84035306,2026-05-08T23:05:26,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_15.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_15.nc,06-10-2024_predModel_15.nc,.nc,84035306,2026-05-08T23:05:26,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_16.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_16.nc,06-10-2024_predModel_16.nc,.nc,84035306,2026-05-08T23:05:27,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_17.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_17.nc,06-10-2024_predModel_17.nc,.nc,84035306,2026-05-08T23:05:28,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_2.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_2.nc,06-10-2024_predModel_2.nc,.nc,84035306,2026-05-08T23:05:28,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_3.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_3.nc,06-10-2024_predModel_3.nc,.nc,84035306,2026-05-08T23:05:29,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_4.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_4.nc,06-10-2024_predModel_4.nc,.nc,84035306,2026-05-08T23:05:30,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_5.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_5.nc,06-10-2024_predModel_5.nc,.nc,84035306,2026-05-08T23:05:30,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_6.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_6.nc,06-10-2024_predModel_6.nc,.nc,84035306,2026-05-08T23:05:31,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_7.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_7.nc,06-10-2024_predModel_7.nc,.nc,84035306,2026-05-08T23:05:32,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_8.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_8.nc,06-10-2024_predModel_8.nc,.nc,84035306,2026-05-08T23:05:32,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_9.nc,02.Simulations\HighRes\Daily_dpt_20241005\06-10-2024_predModel_9.nc,06-10-2024_predModel_9.nc,.nc,84035306,2026-05-08T23:05:33,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_1.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_1.nc,07-10-2024_predModel_1.nc,.nc,84035306,2026-05-08T23:05:34,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_10.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_10.nc,07-10-2024_predModel_10.nc,.nc,84035306,2026-05-08T23:05:34,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_11.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_11.nc,07-10-2024_predModel_11.nc,.nc,84035306,2026-05-08T23:05:35,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_12.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_12.nc,07-10-2024_predModel_12.nc,.nc,84035306,2026-05-08T23:05:36,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_13.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_13.nc,07-10-2024_predModel_13.nc,.nc,84035306,2026-05-08T23:05:36,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_14.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_14.nc,07-10-2024_predModel_14.nc,.nc,84035306,2026-05-08T23:05:37,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_15.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_15.nc,07-10-2024_predModel_15.nc,.nc,84035306,2026-05-08T23:05:37,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_16.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_16.nc,07-10-2024_predModel_16.nc,.nc,84035306,2026-05-08T23:05:38,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_17.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_17.nc,07-10-2024_predModel_17.nc,.nc,84035306,2026-05-08T23:05:39,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_2.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_2.nc,07-10-2024_predModel_2.nc,.nc,84035306,2026-05-08T23:05:39,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_3.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_3.nc,07-10-2024_predModel_3.nc,.nc,84035306,2026-05-08T23:05:40,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_4.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_4.nc,07-10-2024_predModel_4.nc,.nc,84035306,2026-05-08T23:05:41,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_5.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_5.nc,07-10-2024_predModel_5.nc,.nc,84035306,2026-05-08T23:05:41,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_6.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_6.nc,07-10-2024_predModel_6.nc,.nc,84035306,2026-05-08T23:05:42,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_7.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_7.nc,07-10-2024_predModel_7.nc,.nc,84035306,2026-05-08T23:05:43,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_8.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_8.nc,07-10-2024_predModel_8.nc,.nc,84035306,2026-05-08T23:05:43,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_9.nc,02.Simulations\HighRes\Daily_dpt_20241006\07-10-2024_predModel_9.nc,07-10-2024_predModel_9.nc,.nc,84035306,2026-05-08T23:05:44,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_1.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_1.nc,08-10-2024_predModel_1.nc,.nc,84035306,2026-05-08T23:05:45,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_10.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_10.nc,08-10-2024_predModel_10.nc,.nc,84035306,2026-05-08T23:05:45,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_11.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_11.nc,08-10-2024_predModel_11.nc,.nc,84035306,2026-05-08T23:05:46,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_12.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_12.nc,08-10-2024_predModel_12.nc,.nc,84035306,2026-05-08T23:05:47,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_13.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_13.nc,08-10-2024_predModel_13.nc,.nc,84035306,2026-05-08T23:05:47,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_14.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_14.nc,08-10-2024_predModel_14.nc,.nc,84035306,2026-05-08T23:05:48,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_15.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_15.nc,08-10-2024_predModel_15.nc,.nc,84035306,2026-05-08T23:05:49,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_16.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_16.nc,08-10-2024_predModel_16.nc,.nc,84035306,2026-05-08T23:05:49,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_17.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_17.nc,08-10-2024_predModel_17.nc,.nc,84035306,2026-05-08T23:05:50,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_2.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_2.nc,08-10-2024_predModel_2.nc,.nc,84035306,2026-05-08T23:05:51,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_3.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_3.nc,08-10-2024_predModel_3.nc,.nc,84035306,2026-05-08T23:05:52,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_4.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_4.nc,08-10-2024_predModel_4.nc,.nc,84035306,2026-05-08T23:05:52,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_5.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_5.nc,08-10-2024_predModel_5.nc,.nc,84035306,2026-05-08T23:05:53,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_6.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_6.nc,08-10-2024_predModel_6.nc,.nc,84035306,2026-05-08T23:05:54,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_7.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_7.nc,08-10-2024_predModel_7.nc,.nc,84035306,2026-05-08T23:05:54,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_8.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_8.nc,08-10-2024_predModel_8.nc,.nc,84035306,2026-05-08T23:05:55,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_9.nc,02.Simulations\HighRes\Daily_dpt_20241007\08-10-2024_predModel_9.nc,08-10-2024_predModel_9.nc,.nc,84035306,2026-05-08T23:05:55,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_1.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_1.nc,09-10-2024_predModel_1.nc,.nc,84035306,2026-05-08T23:05:56,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_10.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_10.nc,09-10-2024_predModel_10.nc,.nc,84035306,2026-05-08T23:05:57,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_11.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_11.nc,09-10-2024_predModel_11.nc,.nc,84035306,2026-05-08T23:05:57,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_12.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_12.nc,09-10-2024_predModel_12.nc,.nc,84035306,2026-05-08T23:05:58,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_13.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_13.nc,09-10-2024_predModel_13.nc,.nc,84035306,2026-05-08T23:05:59,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_14.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_14.nc,09-10-2024_predModel_14.nc,.nc,84035306,2026-05-08T23:05:59,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_15.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_15.nc,09-10-2024_predModel_15.nc,.nc,84035306,2026-05-08T23:06:00,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_16.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_16.nc,09-10-2024_predModel_16.nc,.nc,84035306,2026-05-08T23:06:01,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_17.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_17.nc,09-10-2024_predModel_17.nc,.nc,84035306,2026-05-08T23:06:01,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_2.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_2.nc,09-10-2024_predModel_2.nc,.nc,84035306,2026-05-08T23:06:02,predModel
C:\Users\pedro\Documents\Filipa_dados\data\dadosParaPedro_Fresnel\02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_3.nc,02.Simulations\HighRes\Daily_dpt_20241008\09-10-2024_predModel_3.nc,09-10-2024_predModel_3.nc,.nc,84035306,2026-05-08T23:06:03,predModel
