scope,prototype_key,prototype_name,prototype_regime_label,region_id,region_label,n_pixels,temp_mean_avg,temp_std_avg,gradient_magnitude_avg,boundary_score_avg,distance_to_boundary_avg,lat_min,lat_max,lon_min,lon_max
local_class02,k2::subclass_01,subclass_prototype_01,single_gradient,1,single_gradient,6925,-0.4721779227256775,0.2511143982410431,1.3417985439300537,0.2586393654346466,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
