scope,prototype_key,prototype_name,prototype_regime_label,row,col,lat,lon,temp_mean,temp_std,region_label,region_label_id,boundary_score,gradient_magnitude,gradient_direction,distance_to_boundary,region_id
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,0,39.38888931274414,-9.55555534362793,0.52068424,0.3983058,high,1,0.4178522,1.6910776,2.6109414,37.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,1,39.38888931274414,-9.549799919128418,0.51230377,0.39737967,high,1,0.42289048,1.6995945,2.6005666,36.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,2,39.38888931274414,-9.54404354095459,0.50392294,0.396502,high,1,0.42817044,1.7088593,2.5904405,35.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,3,39.38888931274414,-9.538288116455078,0.49554196,0.3956734,high,1,0.43380332,1.7194732,2.580846,34.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,4,39.38888931274414,-9.532532691955566,0.4871614,0.3948935,high,1,0.43944684,1.729509,2.5711496,33.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,5,39.38888931274414,-9.526776313781738,0.47878048,0.39416295,high,1,0.44535953,1.7403885,2.561763,32.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,6,39.38888931274414,-9.521020889282227,0.47039956,0.39348215,high,1,0.45135504,1.7510533,2.5523953,31.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,7,39.38888931274414,-9.515265464782715,0.46201882,0.39285085,high,1,0.45770258,1.7629826,2.5435529,30.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,8,39.38888931274414,-9.509509086608887,0.45363802,0.39227018,high,1,0.47630298,1.8425044,2.5600505,29.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,9,39.38888931274414,-9.503753662109375,0.444306,0.39125532,high,1,0.5091816,2.0008883,2.6011214,28.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,10,39.38888931274414,-9.497998237609863,0.4338646,0.3897547,high,1,0.53037167,2.0933425,2.6192687,27.0,2
local_class02,k2::subclass_02,subclass_prototype_02,multi_regime,0,11,39.38888931274414,-9.492241859436035,0.42342293,0.38834438,high,1,0.5366203,2.1017094,2.61338,26.0,2
