z,old_mean,new_mean,old_std,new_std,old_valid_count,new_valid_count,spatial_overlap_count_oldgrid,spatial_corr_old_vs_newResampled,spatial_rmse,spatial_bias_new_minus_old
18,16.107200622558594,16.095169067382812,0.2904980480670929,0.5114424824714661,6925,7898,6098,0.3440604717852668,0.49858614802360535,-0.08079130947589874
19,15.894368171691895,16.026426315307617,0.3125532567501068,0.5395517945289612,6925,7898,6098,0.2569997059838695,0.5577874779701233,0.07472041994333267
20,15.766766548156738,16.0076847076416,0.3347212076187134,0.5387455821037292,6925,7898,6098,0.14146044858802712,0.6247481107711792,0.18445192277431488
21,15.798835754394531,16.032644271850586,0.2999671399593353,0.5150778889656067,6925,7898,6098,0.1259076074377095,0.5917584300041199,0.17691479623317719
22,15.910608291625977,16.087617874145508,0.2663663923740387,0.4839138686656952,6925,7898,6098,0.23640705404301066,0.5094590783119202,0.1205194890499115
23,15.928460121154785,16.076091766357422,0.2560245990753174,0.5026918649673462,6925,7898,6098,0.24340588706795027,0.5116552710533142,0.08600369840860367
24,15.952919960021973,16.068805694580078,0.2552812695503235,0.49956393241882324,6925,7898,6098,0.4281378910954558,0.46051502227783203,0.046326883137226105
25,15.896963119506836,16.010883331298828,0.20681288838386536,0.5126128792762756,6925,7898,6098,0.37614791323969377,0.4856712520122528,0.07429855316877365
26,15.89677906036377,16.01263999938965,0.17428268492221832,0.5179462432861328,6925,7898,6098,0.41965256533036965,0.4854905903339386,0.087410107254982
27,15.942090034484863,16.023408889770508,0.1323532611131668,0.4980067312717438,6925,7898,6098,0.5152561982650458,0.4562279284000397,0.058796364814043045
