scope,prototype_key,prototype_name,row,col,lat,lon,temp_mean,temp_std,region_label,region_label_id,boundary_score,gradient_magnitude,gradient_direction,distance_to_boundary,region_id
global,class_05,prototype_class_05,0,0,39.38888931274414,-9.55555534362793,1.726828,0.5324016,high,1,0.23992339,0.6605017,2.814672,60.0,2
global,class_05,prototype_class_05,0,1,39.38888931274414,-9.549799919128418,1.7232338,0.5303104,high,1,0.24186805,0.6599547,2.8138058,59.0,2
global,class_05,prototype_class_05,0,2,39.38888931274414,-9.54404354095459,1.7196394,0.5282824,high,1,0.24391508,0.6596546,2.8129892,58.0,2
global,class_05,prototype_class_05,0,3,39.38888931274414,-9.538288116455078,1.716045,0.5263181,high,1,0.24614012,0.6599325,2.8124712,57.0,2
global,class_05,prototype_class_05,0,4,39.38888931274414,-9.532532691955566,1.7124506,0.5244186,high,1,0.24833944,0.6598785,2.8117814,56.0,2
global,class_05,prototype_class_05,0,5,39.38888931274414,-9.526776313781738,1.7088563,0.5225845,high,1,0.2506495,0.6600939,2.8112566,55.0,2
global,class_05,prototype_class_05,0,6,39.38888931274414,-9.521020889282227,1.7052621,0.52081615,high,1,0.2529881,0.66020846,2.81068,54.0,2
global,class_05,prototype_class_05,0,7,39.38888931274414,-9.515265464782715,1.7016674,0.51911473,high,1,0.25549626,0.6608438,2.810298,53.0,2
global,class_05,prototype_class_05,0,8,39.38888931274414,-9.509509086608887,1.698073,0.5174806,high,1,0.26647198,0.6988671,2.8283322,52.0,2
global,class_05,prototype_class_05,0,9,39.38888931274414,-9.503753662109375,1.6940184,0.51558,high,1,0.2876568,0.78201145,2.8555834,51.0,2
global,class_05,prototype_class_05,0,10,39.38888931274414,-9.497998237609863,1.6894264,0.5133721,high,1,0.3011701,0.83081806,2.859077,50.0,2
global,class_05,prototype_class_05,0,11,39.38888931274414,-9.492241859436035,1.6848345,0.5112532,high,1,0.3045553,0.8343654,2.8466005,49.0,2
global,class_05,prototype_class_05,0,12,39.38888931274414,-9.486486434936523,1.6802423,0.5092243,high,1,0.3077914,0.83698964,2.833793,48.0,2
global,class_05,prototype_class_05,0,13,39.38888931274414,-9.480731010437012,1.6756506,0.5072864,high,1,0.31127113,0.8404304,2.8213959,47.0,2
global,class_05,prototype_class_05,0,14,39.38888931274414,-9.474974632263184,1.6710585,0.50544083,high,1,0.31480643,0.8438457,2.809019,46.0,2
global,class_05,prototype_class_05,0,15,39.38888931274414,-9.469219207763672,1.6664666,0.5036886,high,1,0.3185262,0.84780216,2.796879,45.0,2
global,class_05,prototype_class_05,0,16,39.38888931274414,-9.46346378326416,1.6618745,0.5020303,high,1,0.3222144,0.8513335,2.7846332,44.0,2
global,class_05,prototype_class_05,0,17,39.38888931274414,-9.457707405090332,1.6572826,0.50046706,high,1,0.345011,0.9394827,2.807073,43.0,2
global,class_05,prototype_class_05,0,18,39.38888931274414,-9.45195198059082,1.6516666,0.49855718,high,1,0.36981207,1.0362412,2.8198829,42.0,2
global,class_05,prototype_class_05,0,19,39.38888931274414,-9.446195602416992,1.6459653,0.49673352,high,1,0.37573653,1.0488156,2.8038504,41.0,2
global,class_05,prototype_class_05,0,20,39.38888931274414,-9.44044017791748,1.6402638,0.4950356,high,1,0.38080716,1.0572848,2.7866454,40.0,2
global,class_05,prototype_class_05,0,21,39.38888931274414,-9.434684753417969,1.6345625,0.4934648,high,1,0.38555562,1.0640037,2.768996,39.0,2
global,class_05,prototype_class_05,0,22,39.38888931274414,-9.42892837524414,1.6288613,0.49202234,high,1,0.39039838,1.0708159,2.7514677,38.0,2
global,class_05,prototype_class_05,0,23,39.38888931274414,-9.423172950744629,1.6231599,0.49070942,high,1,0.39557064,1.0787592,2.734505,37.0,2
global,class_05,prototype_class_05,0,24,39.38888931274414,-9.417417526245117,1.6174586,0.4895267,high,1,0.40075383,1.0864103,2.7175465,36.0,2
global,class_05,prototype_class_05,0,25,39.38888931274414,-9.411661148071289,1.6117573,0.48847568,high,1,0.41476056,1.1329209,2.716822,35.0,2
global,class_05,prototype_class_05,0,26,39.38888931274414,-9.405905723571777,1.6055735,0.4874586,high,1,0.4428411,1.2416128,2.7366028,34.0,2
global,class_05,prototype_class_05,0,27,39.38888931274414,-9.400150299072266,1.598618,0.48643148,high,1,0.46298528,1.3146746,2.7387335,33.0,2
global,class_05,prototype_class_05,0,28,39.38888931274414,-9.394393920898438,1.5916625,0.4855588,high,1,0.4689513,1.3243625,2.7202635,32.0,2
global,class_05,prototype_class_05,0,29,39.38888931274414,-9.388638496398926,1.5847068,0.4848414,high,1,0.47501627,1.334109,2.7019312,31.0,2
global,class_05,prototype_class_05,0,30,39.38888931274414,-9.382883071899414,1.5777514,0.48427984,high,1,0.48189062,1.3470623,2.6849084,30.0,2
global,class_05,prototype_class_05,0,31,39.38888931274414,-9.377126693725586,1.5707958,0.48387465,high,1,0.4885913,1.3588454,2.6675894,29.0,2
global,class_05,prototype_class_05,0,32,39.38888931274414,-9.371371269226074,1.5638402,0.48362648,high,1,0.49510878,1.3694068,2.6499531,28.0,2
global,class_05,prototype_class_05,0,33,39.38888931274414,-9.365615844726562,1.5568846,0.48353514,high,1,0.5024289,1.383118,2.6337194,27.0,2
global,class_05,prototype_class_05,0,34,39.38888931274414,-9.359859466552734,1.5499291,0.4836012,high,1,0.53013253,1.4869783,2.6523373,26.0,2
global,class_05,prototype_class_05,0,35,39.38888931274414,-9.354104042053223,1.5417849,0.48369718,high,1,0.5616876,1.6075165,2.6719513,25.0,2
global,class_05,prototype_class_05,0,36,39.38888931274414,-9.348348617553711,1.5334246,0.48393452,high,1,0.57296467,1.6375027,2.6613064,24.0,2
global,class_05,prototype_class_05,0,37,39.38888931274414,-9.342592239379883,1.5250645,0.48433647,high,1,0.5806082,1.6508874,2.6456194,23.0,2
global,class_05,prototype_class_05,0,38,39.38888931274414,-9.336836814880371,1.5167043,0.48490286,high,1,0.58862203,1.6654512,2.6304405,22.0,2
global,class_05,prototype_class_05,0,39,39.38888931274414,-9.33108139038086,1.5083442,0.48563302,high,1,0.5966362,1.6795396,2.6152444,21.0,2
global,class_05,prototype_class_05,0,40,39.38888931274414,-9.325325012207031,1.4999839,0.4865261,high,1,0.60510963,1.6951816,2.600709,20.0,2
global,class_05,prototype_class_05,0,41,39.38888931274414,-9.31956958770752,1.4916238,0.48758113,high,1,0.6136664,1.7106954,2.5862687,19.0,2
global,class_05,prototype_class_05,0,42,39.38888931274414,-9.313814163208008,1.4832636,0.4887974,high,1,0.62974036,1.7591017,2.5839014,18.0,2
global,class_05,prototype_class_05,0,43,39.38888931274414,-9.30805778503418,1.474424,0.49005568,high,1,0.66491735,1.8918724,2.608906,17.0,2
global,class_05,prototype_class_05,0,44,39.38888931274414,-9.302302360534668,1.4645061,0.49122134,high,1,0.6922207,1.9891226,2.6193483,16.0,2
global,class_05,prototype_class_05,0,45,39.38888931274414,-9.296546936035156,1.4545879,0.49256524,high,1,0.70111585,2.00403,2.6054537,15.0,2
global,class_05,prototype_class_05,0,46,39.38888931274414,-9.290790557861328,1.44467,0.49408576,high,1,0.71054006,2.0207305,2.592195,14.0,2
global,class_05,prototype_class_05,0,47,39.38888931274414,-9.285035133361816,1.4347521,0.4957816,high,1,0.719938,2.0367436,2.5788534,13.0,2
global,class_05,prototype_class_05,0,48,39.38888931274414,-9.279279708862305,1.424834,0.49765077,high,1,0.72975826,2.0540504,2.566009,12.0,2
global,class_05,prototype_class_05,0,49,39.38888931274414,-9.273523330688477,1.4149162,0.49969134,high,1,0.73965627,2.0711062,2.5531936,11.0,2
global,class_05,prototype_class_05,0,50,39.38888931274414,-9.267767906188965,1.4049981,0.5019015,high,1,0.7500385,2.089704,2.5409667,10.0,2
global,class_05,prototype_class_05,0,51,39.38888931274414,-9.262012481689453,1.3950801,0.5042784,high,1,0.78496516,2.216742,2.5628715,9.0,2
global,class_05,prototype_class_05,0,52,39.38888931274414,-9.256256103515625,1.3836315,0.50605327,high,1,0.8280561,2.3794208,2.5904498,8.0,2
global,class_05,prototype_class_05,0,53,39.38888931274414,-9.250500679016113,1.3717239,0.5077854,high,1,0.8469962,2.4341314,2.587791,7.0,2
global,class_05,prototype_class_05,0,54,39.38888931274414,-9.244745254516602,1.3598163,0.50970584,high,1,0.857761,2.4518478,2.575842,6.0,2
global,class_05,prototype_class_05,0,55,39.38888931274414,-9.238988876342773,1.3479085,0.5118129,high,1,0.86859405,2.4691849,2.5638597,5.0,2
global,class_05,prototype_class_05,0,56,39.38888931274414,-9.233233451843262,1.3360009,0.51410407,high,1,0.879979,2.4882772,2.5524316,4.0,2
global,class_05,prototype_class_05,0,57,39.38888931274414,-9.227477073669434,1.3240932,0.51657677,high,1,0.8914436,2.5070097,2.5409932,3.0,2
global,class_05,prototype_class_05,0,58,39.38888931274414,-9.221721649169922,1.3121855,0.5192285,high,1,0.9033946,2.5271738,2.530026,2.0,2
global,class_05,prototype_class_05,0,59,39.38888931274414,-9.21596622467041,1.300278,0.5220568,high,1,0.92243457,2.5780919,2.5276988,1.0,2
global,class_05,prototype_class_05,0,60,39.38888931274414,-9.210209846496582,1.2879215,0.52441794,high,1,0.9661046,2.7376919,2.5537229,0.0,2
global,class_05,prototype_class_05,0,61,39.38888931274414,-9.20445442199707,1.2740698,0.5248132,low,0,0.9939693,2.8615103,2.5699315,0.0,1
global,class_05,prototype_class_05,0,62,39.38888931274414,-9.198698997497559,1.260218,0.5253762,low,0,0.9894265,2.8757737,2.5607522,1.0,1
global,class_05,prototype_class_05,0,63,39.38888931274414,-9.19294261932373,1.2463663,0.5261067,low,0,0.9846661,2.8959153,2.5529673,2.0,1
global,class_05,prototype_class_05,0,64,39.38888931274414,-9.187187194824219,1.2325144,0.5270042,low,0,0.978513,2.9121299,2.5443146,2.828427,1
global,class_05,prototype_class_05,0,65,39.38888931274414,-9.181431770324707,1.2186626,0.5280673,low,0,0.97284395,2.9275293,2.5355344,3.6055512,1
global,class_05,prototype_class_05,0,66,39.38888931274414,-9.175675392150879,1.2048109,0.52929544,low,0,0.9682694,2.9449692,2.5272756,4.2426405,1
global,class_05,prototype_class_05,0,67,39.38888931274414,-9.169919967651367,1.1909591,0.53068733,low,0,0.96291566,2.9616375,2.518886,5.0,1
global,class_05,prototype_class_05,0,68,39.38888931274414,-9.164164543151855,1.1771072,0.53224176,low,0,0.95834523,3.0211089,2.5208418,5.656854,1
global,class_05,prototype_class_05,0,69,39.38888931274414,-9.158408164978027,1.1626642,0.5314358,low,0,0.95323366,3.092504,2.529852,6.4031243,1
global,class_05,prototype_class_05,0,70,39.38888931274414,-9.152652740478516,1.1479583,0.52965903,low,0,0.94873047,3.1212792,2.5308757,7.071068,1
global,class_05,prototype_class_05,0,71,39.38888931274414,-9.146897315979004,1.1332523,0.5280317,low,0,0.9438249,3.1278949,2.526917,7.81025,1
global,class_05,prototype_class_05,0,72,39.38888931274414,-9.141140937805176,1.1185465,0.5265555,low,0,0.9394155,3.1334875,2.52275,8.485281,1
global,class_05,prototype_class_05,0,73,39.38888931274414,-9.135385513305664,1.1038405,0.5252312,low,0,0.9346943,3.1445148,2.5198143,9.219544,1
global,class_05,prototype_class_05,0,74,39.38888931274414,-9.129630088806152,1.0891345,0.52406025,low,0,0.930391,3.1526427,2.5162172,9.899495,1
global,class_05,prototype_class_05,0,75,39.38888931274414,-9.123873710632324,1.0744288,0.5230436,low,0,0.92583936,3.1578715,2.5119927,10.630146,1
global,class_05,prototype_class_05,0,76,39.38888931274414,-9.118118286132812,1.0597228,0.52218205,low,0,0.92164797,3.1734264,2.5101335,11.313708,1
global,class_05,prototype_class_05,0,77,39.38888931274414,-9.1123628616333,1.0449467,0.52141994,low,0,0.9172548,3.2139204,2.514562,12.0415945,1
global,class_05,prototype_class_05,0,78,39.38888931274414,-9.106606483459473,1.0297842,0.52050585,low,0,0.9131775,3.2419732,2.519195,12.727922,1
global,class_05,prototype_class_05,0,79,39.38888931274414,-9.100851058959961,1.0146215,0.5197539,low,0,0.90893394,3.2444987,2.518119,13.453624,1
global,class_05,prototype_class_05,0,80,39.38888931274414,-9.09509563446045,0.9994589,0.5191651,low,0,0.9049711,3.246304,2.516884,14.142136,1
global,class_05,prototype_class_05,0,81,39.38888931274414,-9.089339256286621,0.98429626,0.5187398,low,0,0.90086985,3.250042,2.5160882,14.866069,1
global,class_05,prototype_class_05,0,82,39.38888931274414,-9.08358383178711,0.9691337,0.5184785,low,0,0.89666605,3.252572,2.515016,15.6205,1
global,class_05,prototype_class_05,0,83,39.38888931274414,-9.077828407287598,0.953971,0.5183814,low,0,0.8923898,3.2556062,2.5140688,16.40122,1
global,class_05,prototype_class_05,0,84,39.38888931274414,-9.07207202911377,0.93880844,0.5184488,low,0,0.8880666,3.2581604,2.5130007,17.20465,1
global,class_05,prototype_class_05,0,85,39.38888931274414,-9.066316604614258,0.9236458,0.51868016,low,0,0.8837174,3.0408242,2.4581852,18.027756,1
global,class_05,prototype_class_05,0,86,39.38888931274414,-9.060561180114746,0.91164106,0.519744,low,0,0.8315884,2.6760328,2.3676555,18.867962,1
global,class_05,prototype_class_05,0,87,39.38888931274414,-9.054804801940918,0.9016099,0.5213263,low,0,0.7868843,2.4967241,2.3439012,19.723083,1
