seed,run_dir,global_number_of_classes_at_sd30,global_class_id,global_class_size,local_k,local_n_subclasses,subclass_sizes,subclass_min_size,subclass_max_size,subclass_size_ratio_max_over_min,baseline_class02_mean_distance,baseline_class02_q90_distance,baseline_class02_max_distance,local_weighted_mean_distance,local_mean_minus_baseline_mean,min_pairwise_subclass_prototype_rmse_norm,mean_pairwise_subclass_prototype_rmse_norm,silhouette_score,output_dir
53,w72_h40_xds04_seed53_scalerON_official_sd30_seed53,5,2,117,2,2,"[57, 60]",57,60,1.0526315789473684,0.32774671256287485,0.6004958152770996,0.7934651970863342,0.24745836089818907,-0.08028835166468579,0.4466515779495239,0.4466515779495239,0.36297025989124304,results/final_working_pipeline/final_working_20260328/seed53/local_class02/seed_53/k2
