route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,74.569,48.055546
1,1,39.564743,-9.279426,102.51209,74.569,48.055546
1,2,39.58321,-9.220614,84.15347,74.569,48.055546
1,3,39.593765,-9.215268,88.78029,74.569,48.055546
1,4,39.60168,-9.204575,93.01503,74.569,48.055546
1,5,39.609592,-9.196555,100.74454,74.569,48.055546
1,6,39.61487,-9.183188,116.61913,74.569,48.055546
1,7,39.625423,-9.183188,140.93823,74.569,48.055546
1,8,39.620148,-9.172496,128.73962,74.569,48.055546
1,9,39.63334,-9.145762,115.42614,74.569,48.055546
1,10,39.64125,-9.153783,130.06337,74.569,48.055546
1,11,39.651806,-9.156456,127.56897,74.569,48.055546
1,12,39.649166,-9.140416,91.84423,74.569,48.055546
1,13,39.662357,-9.137742,68.143005,74.569,48.055546
1,14,39.67291,-9.159129,113.9006,74.569,48.055546
1,15,39.680824,-9.151109,86.15522,74.569,48.055546
1,16,39.694016,-9.156456,79.8272,74.569,48.055546
1,17,39.707207,-9.153783,76.941414,74.569,48.055546
1,18,39.71776,-9.148436,72.13446,74.569,48.055546
1,19,39.720398,-9.132396,59.287636,74.569,48.055546
1,20,39.709846,-9.132396,57.265064,74.569,48.055546
1,21,39.69929,-9.137742,58.24965,74.569,48.055546
1,22,39.69929,-9.121703,49.228184,74.569,48.055546
1,23,39.68874,-9.127049,51.691505,74.569,48.055546
1,24,39.664997,-9.124376,52.414173,74.569,48.055546
1,25,39.638615,-9.121703,75.69386,74.569,48.055546
1,26,39.63334,-9.132396,93.51843,74.569,48.055546
1,27,39.622784,-9.124376,82.4215,74.569,48.055546
1,28,39.612232,-9.135069,101.33629,74.569,48.055546
1,29,39.606956,-9.145762,101.51169,74.569,48.055546
1,30,39.612232,-9.156456,112.829834,74.569,48.055546
1,31,39.60168,-9.156456,93.26796,74.569,48.055546
1,32,39.591125,-9.151109,69.775055,74.569,48.055546
1,33,39.580574,-9.161802,53.926895,74.569,48.055546
1,34,39.593765,-9.16715,80.05667,74.569,48.055546
1,35,39.577934,-9.188536,63.725464,74.569,48.055546
1,36,39.567383,-9.183188,53.03211,74.569,48.055546
1,37,39.55683,-9.188536,48.055546,74.569,48.055546
1,38,39.564743,-9.196555,58.638706,74.569,48.055546
1,39,39.57002,-9.223288,78.55451,74.569,48.055546
1,40,39.567383,-9.239327,85.86707,74.569,48.055546
1,41,39.559467,-9.25002,88.122925,74.569,48.055546
1,42,39.548916,-9.25002,81.983505,74.569,48.055546
1,43,39.548916,-9.26606,88.965935,74.569,48.055546
1,44,39.55419,-9.276752,97.46962,74.569,48.055546
1,45,39.54364,-9.276752,89.77215,74.569,48.055546
1,46,39.54364,-9.290119,94.84418,74.569,48.055546
1,47,39.548916,-9.300812,102.3958,74.569,48.055546
1,48,39.55683,-9.290119,103.285225,74.569,48.055546
1,49,39.57087,-9.29249,110.0299,74.569,48.055546
2,0,39.5753,-9.292792,110.99918,76.06,87.23804
2,1,39.5753,-9.279426,106.43576,76.06,87.23804
2,2,39.580574,-9.268733,104.41901,76.06,87.23804
2,3,39.591125,-9.271406,117.41994,76.06,87.23804
2,4,39.609592,-9.25002,117.39076,76.06,87.23804
2,5,39.606956,-9.236654,107.169945,76.06,87.23804
2,6,39.620148,-9.228634,143.55235,76.06,87.23804
2,7,39.612232,-9.220614,107.01711,76.06,87.23804
2,8,39.617508,-9.204575,123.13647,76.06,87.23804
2,9,39.62806,-9.212595,158.7179,76.06,87.23804
2,10,39.62806,-9.196555,151.7635,76.06,87.23804
2,11,39.651806,-9.188536,194.72261,76.06,87.23804
2,12,39.65444,-9.201901,231.9479,76.06,87.23804
2,13,39.64389,-9.204575,204.68958,76.06,87.23804
2,14,39.651806,-9.217941,262.07428,76.06,87.23804
2,15,39.64125,-9.220614,213.70438,76.06,87.23804
2,16,39.646526,-9.231307,262.18094,76.06,87.23804
2,17,39.65708,-9.231307,314.10754,76.06,87.23804
2,18,39.67291,-9.225961,310.84656,76.06,87.23804
2,19,39.683464,-9.225961,253.06964,76.06,87.23804
2,20,39.683464,-9.212595,226.02602,76.06,87.23804
2,21,39.694016,-9.207248,166.82523,76.06,87.23804
2,22,39.6861,-9.196555,171.09497,76.06,87.23804
2,23,39.67555,-9.191209,192.52426,76.06,87.23804
2,24,39.667633,-9.199228,247.49681,76.06,87.23804
2,25,39.664997,-9.185862,206.32439,76.06,87.23804
2,26,39.667633,-9.169823,152.59608,76.06,87.23804
2,27,39.680824,-9.169823,124.83658,76.06,87.23804
2,28,39.6861,-9.180515,136.00868,76.06,87.23804
2,29,39.694016,-9.172496,102.45154,76.06,87.23804
2,30,39.720398,-9.164475,87.23804,76.06,87.23804
2,31,39.71776,-9.177842,103.08144,76.06,87.23804
2,32,39.70193,-9.193882,132.9653,76.06,87.23804
2,33,39.715122,-9.201901,130.41246,76.06,87.23804
2,34,39.720398,-9.212595,129.34094,76.06,87.23804
2,35,39.69929,-9.217941,178.0323,76.06,87.23804
2,36,39.68874,-9.239327,226.58905,76.06,87.23804
2,37,39.69929,-9.239327,183.12854,76.06,87.23804
2,38,39.707207,-9.231307,164.49522,76.06,87.23804
2,39,39.71776,-9.228634,139.22443,76.06,87.23804
2,40,39.715122,-9.242001,144.29785,76.06,87.23804
2,41,39.71776,-9.255366,135.80122,76.06,87.23804
2,42,39.704567,-9.258039,162.06793,76.06,87.23804
2,43,39.691376,-9.252693,205.8296,76.06,87.23804
2,44,39.680824,-9.258039,263.6073,76.06,87.23804
2,45,39.651806,-9.258039,319.88486,76.06,87.23804
2,46,39.638615,-9.26606,303.27014,76.06,87.23804
2,47,39.62806,-9.279426,267.637,76.06,87.23804
2,48,39.604317,-9.292792,165.96701,76.06,87.23804
2,49,39.5771,-9.292792,110.99918,76.06,87.23804
