distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,273,274,0.15829414129257202,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z274.png
2,209,210,0.16175934672355652,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
3,274,275,0.16462276875972748,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z275.png
4,276,277,0.16939981281757355,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z277.png
5,275,276,0.19034889340400696,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z276.png
6,284,285,0.19082781672477722,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z285.png
7,197,198,0.19838623702526093,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z198.png
8,222,223,0.19904926419258118,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z223.png
9,285,286,0.20849764347076416,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z286.png
10,223,224,0.22431990504264832,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z224.png
11,269,270,0.2254101186990738,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z270.png
12,268,269,0.23860269784927368,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z269.png
13,277,278,0.23951198160648346,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z278.png
14,267,268,0.24961760640144348,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z268.png
15,196,197,0.2557631731033325,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z197.png
16,190,191,0.26711902022361755,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z191.png
17,225,226,0.29125550389289856,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z226.png
18,204,205,0.30616310238838196,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
19,272,273,0.31008180975914,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z273.png
20,194,195,0.3229001462459564,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z195.png
21,283,284,0.3241428732872009,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z284.png
22,208,209,0.32661792635917664,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z209.png
23,271,272,0.3351539671421051,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z272.png
24,298,299,0.3368045687675476,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z299.png
25,282,283,0.3369144797325134,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z283.png
26,287,288,0.3426152467727661,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z288.png
27,264,265,0.3438204228878021,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z265.png
28,297,298,0.3452913165092468,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z298.png
29,263,264,0.34591180086135864,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z264.png
