separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir
269.5605285942734,0.3,898.5350953142447,6,"[106, 65, 69, 26, 17, 17]",17,50.0,106,0,1463.1727193196614,373.9510904103226,"[913.2697143554688, 1440.516357421875, 2183.24560546875, 1399.1246337890625, 1350.5897216796875, 1492.290283203125]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/canonical_dictionary_seed_sweep/canonical_full_20260328/raw_global_runs/seed097/w72_h40_xds04_seed97_scalerON_canonical_probe_seed097/sd_30pct
