image_idx_0_based,image_z_1_based,png_path
189,190,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z190.png
192,193,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z193.png
193,194,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z194.png
194,195,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z195.png
198,199,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z199.png
199,200,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z200.png
201,202,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z202.png
202,203,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z203.png
203,204,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z204.png
213,214,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z214.png
214,215,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z215.png
226,227,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z227.png
227,228,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z228.png
