distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,167,168,0.10404587537050247,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z168.png
2,144,145,0.19398346543312073,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
3,176,177,0.19652517139911652,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z177.png
4,171,172,0.2111230492591858,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
5,166,167,0.21278031170368195,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
6,164,165,0.21770277619361877,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
7,170,171,0.21916256844997406,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z171.png
8,260,261,0.220164954662323,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z261.png
9,177,178,0.23813919723033905,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z178.png
10,130,131,0.2582002282142639,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z131.png
11,239,240,0.25870805978775024,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z240.png
12,238,239,0.2610282599925995,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
13,128,129,0.2690494954586029,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z129.png
14,168,169,0.269905686378479,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z169.png
15,233,234,0.27366504073143005,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z234.png
16,236,237,0.2821652591228485,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
17,234,235,0.29421359300613403,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z235.png
18,232,233,0.2968933582305908,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z233.png
19,188,189,0.32933157682418823,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z189.png
20,152,153,0.33235493302345276,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
21,129,130,0.3395227789878845,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z130.png
22,231,232,0.3579212427139282,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z232.png
23,240,241,0.35985684394836426,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z241.png
24,186,187,0.37771427631378174,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z187.png
25,230,231,0.4284030497074127,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z231.png
