distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,133,134,0.077244333922863,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
2,140,141,0.08008184283971786,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
3,135,136,0.10012216120958328,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
4,134,135,0.10350891947746277,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
5,136,137,0.10802137851715088,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
6,143,144,0.12054825574159622,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
7,139,140,0.12115201354026794,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
8,137,138,0.12553571164608002,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
9,138,139,0.12606224417686462,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
10,141,142,0.14993387460708618,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
11,165,166,0.15965619683265686,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
12,163,164,0.15992918610572815,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
13,132,133,0.16130511462688446,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
14,250,251,0.17264945805072784,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
15,131,132,0.17852646112442017,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
16,142,143,0.1865592896938324,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
17,258,259,0.20494991540908813,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
18,172,173,0.2107798159122467,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
19,246,247,0.21791304647922516,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z247.png
20,173,174,0.2190222591161728,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
21,249,250,0.22196383774280548,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
22,251,252,0.22514788806438446,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
23,162,163,0.2549489140510559,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
24,245,246,0.255033016204834,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
25,257,258,0.2655125856399536,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
26,34,35,0.27928897738456726,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
27,174,175,0.2795504629611969,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
28,145,146,0.28037822246551514,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
29,33,34,0.28857311606407166,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
30,146,147,0.29065170884132385,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
31,175,176,0.33034747838974,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png
32,237,238,0.342017263174057,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
33,187,188,0.37047576904296875,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z188.png
34,256,257,0.38994401693344116,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z257.png
35,248,249,0.4099864959716797,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z249.png
