local_k,n_seeds,mean_global_class02_size,mean_local_weighted_mean_distance,mean_baseline_class02_mean_distance,mean_delta_local_minus_baseline,mean_min_pairwise_subclass_prototype_rmse_norm,mean_silhouette_score
2,5,125.2,0.24583360347336164,0.30647574805529637,-0.06064214458193475,0.5541427671909332,0.39611080063197956
3,5,125.2,0.21419947108766152,0.30647574805529637,-0.09227627696763485,0.3543704986572266,0.38097061435918217
