run_id,case_id,display_case,date,run_name,base_run_name,mission_duration_requested_h,mission_duration,trajectory_length,solver_runtime,solver_status,constraints_satisfied,gamma,formulation,route_level_reward_available,crossing_reward,boundary_crossing_count,number_of_distinct_regions_visited,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,difference_from_baseline
C01_representative__1auv_12h__baseline_STD,C01_representative,C01_representative,2024-08-24,baseline_STD,baseline_STD,12.0,10.783333333333333,37.356,875.3025315999985,SUCCESS,True,0.0,information_map = STD_norm,False,0.0,0,1,1.0,0.0,0.0,0.0
C01_representative__1auv_12h__boundary_alpha050,C01_representative,C01_representative,2024-08-24,boundary_alpha050,boundary_alpha050,12.0,11.05,38.229,780.5574223999865,SUCCESS,True,0.0,information_map = 0.5*STD_norm + 0.5*boundary_score_norm,False,2.0141963958740234,6,2,0.8433734939759037,0.1566265060240964,0.03614457831325301,0.9278688524590164
C01_representative__1auv_12h__crossing_gamma025,C01_representative,C01_representative,2024-08-24,crossing_gamma025,crossing_gamma025,12.0,11.05,38.287,1146.9677008000435,SUCCESS,True,0.25,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.25)*boundary_score_norm + 0.25*crossing_proxy),False,2.8582987785339355,10,2,0.823170731707317,0.17682926829268292,0.024390243902439025,0.9344262295081968
C01_representative__1auv_12h__crossing_gamma050,C01_representative,C01_representative,2024-08-24,crossing_gamma050,crossing_gamma050,12.0,11.216666666666667,38.791,655.2905672999332,SUCCESS,True,0.5,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.50)*boundary_score_norm + 0.50*crossing_proxy),False,0.8992593288421631,2,2,0.9285714285714286,0.07142857142857142,0.03896103896103896,0.9322033898305084
C01_representative__1auv_6h__baseline_STD_6h,C01_representative,C01_representative,2024-08-24,baseline_STD_6h,baseline_STD,6.0,5.583333333333333,19.415,646.8958129999228,SUCCESS,True,0.0,information_map = STD_norm,False,0.23918457329273224,4,2,0.8536585365853658,0.14634146341463414,0.0,0.0
C01_representative__1auv_6h__boundary_alpha050_6h,C01_representative,C01_representative,2024-08-24,boundary_alpha050_6h,boundary_alpha050,6.0,5.366666666666666,18.649,539.9872914999723,SUCCESS,True,0.0,information_map = 0.5*STD_norm + 0.5*boundary_score_norm,False,0.25226157903671265,6,2,0.8395061728395061,0.16049382716049382,0.0,0.891156462585034
C01_representative__1auv_6h__crossing_gamma050_6h,C01_representative,C01_representative,2024-08-24,crossing_gamma050_6h,crossing_gamma050,6.0,5.566666666666666,19.224,540.6969991999213,SUCCESS,True,0.5,information_map = 0.5*STD_norm + 0.3*boundary_score_norm + 0.2*((1-0.50)*boundary_score_norm + 0.50*crossing_proxy),False,0.0,0,1,1.0,0.0,0.0,0.9133333333333333
