case_id,date,planning_time_index,iqr10_previous_days_used,iqr10_requested_days,iqr10_full_window_available,iqr10_window_start_date,iqr10_window_end_date,iqr10_window_time_indices,iqr10_raw_map_path,iqr10_norm_map_path,iqr10_raw_finite_cells,iqr10_raw_min,iqr10_raw_max,iqr10_raw_mean,iqr10_raw_p90,iqr10_norm_finite_cells,iqr10_norm_min,iqr10_norm_max,iqr10_norm_mean,iqr10_norm_p90
C01_representative,2024-08-24,301,10,10,True,2024-08-14,2024-08-23,291|292|293|294|295|296|297|298|299|300,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\iqr10_maps\C01_representative__2024-08-24_iqr10_raw.npy,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\iqr10_maps\C01_representative__2024-08-24_iqr10_norm.npy,8004,0.1623706817626953,1.5305633544921875,0.7698600237396942,1.2083181381225585,8004,0.0,1.0,0.4440086212665558,0.7644738018512726
C06_representative,2023-12-22,55,10,10,True,2023-12-12,2023-12-21,45|46|47|48|49|50|51|52|53|54,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\iqr10_maps\C06_representative__2023-12-22_iqr10_raw.npy,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\iqr10_maps\C06_representative__2023-12-22_iqr10_norm.npy,8004,0.04416847229003906,0.5551319122314453,0.21733864541651904,0.35355281829833984,8004,0.0,1.0,0.3389091265210767,0.6054921209812164
October_control,2024-10-30,368,10,10,True,2024-10-20,2024-10-29,358|359|360|361|362|363|364|365|366|367,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\iqr10_maps\October_control__2024-10-30_iqr10_raw.npy,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260608_163658\iqr10_maps\October_control__2024-10-30_iqr10_norm.npy,8004,0.2351226806640625,1.7777214050292969,1.0292584256253678,1.6004951477050782,8004,0.0,1.0,0.5148038387370238,0.8851118803024292
