case_id,candidate_AUV1,candidate_AUV2,pair_score,run_id,strategy,fleet_collected_STD,fleet_collected_boundary,inter_vehicle_min_distance,inter_vehicle_mean_distance,trajectory_overlap_ratio,duplicate_sampled_cells,shared_top10_cells,fleet_region_A_coverage,fleet_region_B_coverage,fleet_region_coverage,fleet_total_area_covered,fleet_complementarity_score,proximity_penalty,increase_region_coverage,decrease_overlap,change_in_STD_collected,change_in_boundary_collected
C06_representative,baseline_STD,region_B,1.2188006717693438,pair_tmp,post_solver_selected_pair,142.36058807373047,204.8105010986328,0.0,19.033825793256103,0.0031645569620253164,1,0,0.04595404595404595,0.033,0.07895404595404595,316,0.5378947444960103,0.11678348919679093,0.07895404595404595,0.0,0.0,0.0
C06_representative,baseline_STD,region_B_with_crossing,1.2188006717693438,pair_tmp,post_solver_selected_pair,142.36058807373047,204.8105010986328,0.0,19.033825793256103,0.0031645569620253164,1,0,0.04595404595404595,0.033,0.07895404595404595,316,0.5378947444960103,0.11678348919679093,0.07895404595404595,0.0,0.0,0.0
C06_representative,region_B_with_crossing,baseline_STD,1.2155578027987988,pair_tmp,post_solver_selected_pair,142.36058807373047,204.8105010986328,0.0,18.549260556005628,0.0031645569620253164,1,0,0.04595404595404595,0.033,0.07895404595404595,316,0.5378947444960103,0.1384026156670907,0.07895404595404595,0.0,0.0,0.0
C06_representative,region_B,baseline_STD,1.2155578027987988,pair_tmp,post_solver_selected_pair,142.36058807373047,204.8105010986328,0.0,18.549260556005628,0.0031645569620253164,1,0,0.04595404595404595,0.033,0.07895404595404595,316,0.5378947444960103,0.1384026156670907,0.07895404595404595,0.0,0.0,0.0
C06_representative,region_B_sequential_penalized,baseline_STD,1.2003125559074466,pair_tmp,post_solver_selected_pair,134.70281219482422,172.42603302001953,0.0,29.709660096053067,0.006329113924050633,2,0,0.04195804195804196,0.037,0.07895804195804196,316,0.5363144640169957,0.07806187901785377,0.07895804195804196,0.0,0.0,0.0
C06_representative,baseline_STD,region_B_sequential_penalized,1.1997244784974554,pair_tmp,post_solver_selected_pair,134.70281219482422,172.42603302001953,0.0,26.304966471289184,0.006329113924050633,2,0,0.04195804195804196,0.037,0.07895804195804196,316,0.5363144640169957,0.08198239508446126,0.07895804195804196,0.0,0.0,0.0
C06_representative,crossing_gamma025,region_B,1.1807943287002087,pair_tmp,post_solver_selected_pair,135.9532241821289,203.4181137084961,0.0,14.612711009910567,0.006493506493506494,2,0,0.043706293706293704,0.03325,0.0769562937062937,308,0.5352313936063936,0.13656808517847815,0.0769562937062937,0.0,0.0,0.0
C06_representative,crossing_gamma025,region_B_with_crossing,1.1807943287002087,pair_tmp,post_solver_selected_pair,135.9532241821289,203.4181137084961,0.0,14.612711009910567,0.006493506493506494,2,0,0.043706293706293704,0.03325,0.0769562937062937,308,0.5352313936063936,0.13656808517847815,0.0769562937062937,0.0,0.0,0.0
C06_representative,region_B,crossing_gamma025,1.180273016386354,pair_tmp,post_solver_selected_pair,135.9532241821289,203.4181137084961,0.0,16.513407981756693,0.006493506493506494,2,0,0.043706293706293704,0.03325,0.0769562937062937,308,0.5352313936063936,0.1400435006041757,0.0769562937062937,0.0,0.0,0.0
C06_representative,region_B_with_crossing,crossing_gamma025,1.180273016386354,pair_tmp,post_solver_selected_pair,135.9532241821289,203.4181137084961,0.0,16.513407981756693,0.006493506493506494,2,0,0.043706293706293704,0.03325,0.0769562937062937,308,0.5352313936063936,0.1400435006041757,0.0769562937062937,0.0,0.0,0.0
