run_id,strategy,case_id,vehicle_id,solver_status,collected_STD,collected_boundary,collected_region_A,collected_region_B,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,crossing_count,regions_visited,trajectory_length,mission_duration,sampled_cells
C06_representative__2auv_12h__multi_baseline_STD,multi_baseline_STD,C06_representative,1,REUSED_STEP11D,77.37188720703125,114.8089599609375,149.0,3.0,0.9802631735801697,0.019736841320991516,0.0,3,2,36.118,10.4,152
C06_representative__2auv_12h__multi_baseline_STD,multi_baseline_STD,C06_representative,2,REUSED_STEP11D,80.95484924316406,121.46939849853516,153.0,3.0,0.9807692170143127,0.01923076994717121,0.30128204822540283,4,2,37.219,10.7,156
C06_representative__2auv_12h__multi_boundary_alpha050,multi_boundary_alpha050,C06_representative,1,REUSED_STEP11D,73.76727294921875,109.33929443359375,145.0,1.0,0.9931507110595703,0.006849315017461777,0.0,2,2,36.304,10.483333333333333,146
C06_representative__2auv_12h__multi_boundary_alpha050,multi_boundary_alpha050,C06_representative,2,REUSED_STEP11D,78.559326171875,116.31182861328125,146.0,4.0,0.9733333587646484,0.02666666731238365,0.30666667222976685,6,2,37.513,10.75,150
C06_representative__2auv_12h__vehicle_specific_regime_maps,vehicle_specific_regime_maps,C06_representative,1,POST_SOLVER_PROXY,80.08425903320312,115.4798355102539,149.0,5.0,0.9675324559211731,0.03246753290295601,0.09090909361839294,9,2,36.564,10.55,154
C06_representative__2auv_12h__vehicle_specific_regime_maps,vehicle_specific_regime_maps,C06_representative,2,POST_SOLVER_PROXY,57.61266326904297,83.88587951660156,26.0,131.0,0.1656050980091095,0.8343949317932129,0.0,22,2,39.146,11.333333333333334,157
C06_representative__2auv_12h__vehicle_specific_with_crossing_proxy,vehicle_specific_with_crossing_proxy,C06_representative,1,POST_SOLVER_PROXY,76.47769165039062,123.48310852050781,154.0,2.0,0.9871794581413269,0.012820512987673283,0.42307692766189575,3,2,38.264,11.083333333333334,156
C06_representative__2auv_12h__vehicle_specific_with_crossing_proxy,vehicle_specific_with_crossing_proxy,C06_representative,2,POST_SOLVER_PROXY,57.61266326904297,83.88587951660156,26.0,131.0,0.1656050980091095,0.8343949317932129,0.0,22,2,39.146,11.333333333333334,157
C06_representative__2auv_12h__sequential_overlap_reduction,sequential_overlap_reduction,C06_representative,1,POST_SOLVER_PROXY,80.08425903320312,115.4798355102539,149.0,5.0,0.9675324559211731,0.03246753290295601,0.09090909361839294,9,2,36.564,10.55,154
C06_representative__2auv_12h__sequential_overlap_reduction,sequential_overlap_reduction,C06_representative,2,POST_SOLVER_PROXY,49.95488739013672,51.50141143798828,10.0,148.0,0.06329113990068436,0.9367088675498962,0.0,10,2,36.352,10.5,158
C06_representative__2auv_12h__post_solver_selected_pair,post_solver_selected_pair,C06_representative,1,POST_SOLVER_PROXY,84.7479248046875,120.92462158203125,159.0,1.0,0.9937499761581421,0.0062500000931322575,0.01875000074505806,3,2,36.475,10.566666666666666,160
C06_representative__2auv_12h__post_solver_selected_pair,post_solver_selected_pair,C06_representative,2,POST_SOLVER_PROXY,57.61266326904297,83.88587951660156,26.0,131.0,0.1656050980091095,0.8343949317932129,0.0,22,2,39.146,11.333333333333334,157
October_reference__2auv_12h__multi_baseline_STD,multi_baseline_STD,October_control,1,REUSED_STEP11D,93.73963928222656,26.69031524658203,13.0,152.0,0.07878787815570831,0.9212121367454529,0.0,6,2,37.093,10.7,165
October_reference__2auv_12h__multi_baseline_STD,multi_baseline_STD,October_control,2,REUSED_STEP11D,90.76840209960938,32.429752349853516,5.0,154.0,0.03144654259085655,0.9685534834861755,0.0,9,2,38.961,11.183333333333334,159
October_reference__2auv_12h__multi_boundary_alpha050,multi_boundary_alpha050,October_control,1,REUSED_STEP11D,51.10305404663086,112.79884338378906,157.0,0.0,1.0,0.0,0.2611464858055115,0,1,36.629,10.55,157
October_reference__2auv_12h__multi_boundary_alpha050,multi_boundary_alpha050,October_control,2,REUSED_STEP11D,49.81369400024414,101.00003051757812,160.0,2.0,0.9876543283462524,0.012345679104328156,0.1913580298423767,4,2,36.476,10.466666666666667,162
October_reference__2auv_12h__vehicle_specific_regime_maps,vehicle_specific_regime_maps,October_control,1,POST_SOLVER_PROXY,71.02642059326172,66.1010971069336,143.0,12.0,0.9225806593894958,0.07741935551166534,0.0,16,2,37.483,10.816666666666666,155
October_reference__2auv_12h__vehicle_specific_regime_maps,vehicle_specific_regime_maps,October_control,2,POST_SOLVER_PROXY,91.17485046386719,30.362356185913086,10.0,151.0,0.06211180239915848,0.9378882050514221,0.0,9,2,39.34,11.35,161
October_reference__2auv_12h__vehicle_specific_with_crossing_proxy,vehicle_specific_with_crossing_proxy,October_control,1,POST_SOLVER_PROXY,70.73439025878906,66.33567810058594,142.0,17.0,0.893081784248352,0.10691823810338974,0.0,20,2,38.432,11.15,159
October_reference__2auv_12h__vehicle_specific_with_crossing_proxy,vehicle_specific_with_crossing_proxy,October_control,2,POST_SOLVER_PROXY,91.17485046386719,30.362356185913086,10.0,151.0,0.06211180239915848,0.9378882050514221,0.0,9,2,39.34,11.35,161
October_reference__2auv_12h__sequential_overlap_reduction,sequential_overlap_reduction,October_control,1,POST_SOLVER_PROXY,71.02642059326172,66.1010971069336,143.0,12.0,0.9225806593894958,0.07741935551166534,0.0,16,2,37.483,10.816666666666666,155
October_reference__2auv_12h__sequential_overlap_reduction,sequential_overlap_reduction,October_control,2,POST_SOLVER_PROXY,83.95187377929688,24.68280029296875,5.0,147.0,0.032894738018512726,0.9671052694320679,0.0,7,2,37.833,10.883333333333333,152
October_reference__2auv_12h__post_solver_selected_pair,post_solver_selected_pair,October_control,1,POST_SOLVER_PROXY,91.17485046386719,30.362356185913086,10.0,151.0,0.06211180239915848,0.9378882050514221,0.0,9,2,39.34,11.35,161
October_reference__2auv_12h__post_solver_selected_pair,post_solver_selected_pair,October_control,2,POST_SOLVER_PROXY,71.02642059326172,66.1010971069336,143.0,12.0,0.9225806593894958,0.07741935551166534,0.0,16,2,37.483,10.816666666666666,155
