class_id,zone_type,n_pixels,fraction_valid,centroid_x_km,centroid_y_km,region_label
1,representative_top20pct,1601,0.20002498750624687,475.4415588378906,4386.6435546875,central
2,representative_top20pct,1601,0.20002498750624687,475.2762451171875,4385.54296875,central
3,representative_top20pct,1601,0.20002498750624687,474.0543518066406,4390.59326171875,north
4,representative_top20pct,1601,0.20002498750624687,475.8030090332031,4386.96875,central
5,representative_top20pct,1601,0.20002498750624687,475.83831787109375,4387.15576171875,central
6,representative_top20pct,1601,0.20002498750624687,474.75115966796875,4385.66943359375,central
