Index,case_id,date,predicted_class,mission_duration_requested_h,descriptor,alpha,run_name,physical_run_id,deduplicated_baseline,prototype_based_maps,TEMPpred_used_as_objective,information_map_formula,solver_status,solver_runtime,solver_gap,solver_returncode,run_dir,total_script_runtime,trajectory_length,mission_duration,number_of_valid_cells_sampled,collected_STD,collected_descriptor,collected_information_score,percentage_path_in_top10_STD,percentage_path_in_top10_descriptor,trajectory_overlap_ratio_with_baseline,path_difference_from_baseline,regions_visited,crossing_count,fraction_path_region_A,fraction_path_region_B,baseline_STD,baseline_runtime,STD_retention,regime_balance,runtime_score,recommendation_score
0,C01_representative,2024-08-24,1,12.0,boundary_score,0.0,baseline_STD,C01_representative__single_auv_12h__baseline_STD,True,True,False,STD_norm,SUCCESS,320.5835139999981,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__baseli__51c49ddc1b,14157.583019099999,36.655,10.566666666666666,156,94.36653137207031,116.15290832519531,94.36653137207031,0.3525641025641026,0.038461538461538464,1.0,0.0,0,0,0.0,0.0,94.36653137207031,320.5835139999981,1.0,0.0,0.003109612142617503,0.5178978126355869
1,C01_representative,2024-08-24,1,12.0,boundary_score,0.25,boundary_score_alpha025,C01_representative__single_auv_12h__boundary_score_alpha025,False,True,False,(1-0.25)*STD_norm + 0.25*boundary_score,SUCCESS,283.97948530000576,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__3759f1d796,14157.598075000002,37.992,10.95,156,94.88470458984375,130.5449676513672,102.47322082519531,0.391025641025641,0.1987179487179487,0.10247349823321555,0.8975265017667844,0,0,0.0,0.0,94.36653137207031,320.5835139999981,1.0054910698765687,0.0,0.003509024514333979,0.6752536446315967
2,C01_representative,2024-08-24,1,12.0,boundary_score,0.5,boundary_score_alpha050,C01_representative__single_auv_12h__boundary_score_alpha050,False,True,False,(1-0.50)*STD_norm + 0.50*boundary_score,SUCCESS,208.29653320000216,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__5aa3d15dc5,14157.603171299997,38.192,11.016666666666667,159,91.25471496582031,138.6181640625,117.25146484375,0.27044025157232704,0.2641509433962264,0.022727272727272728,0.9772727272727273,0,0,0.0,0.0,94.36653137207031,320.5835139999981,0.9670241518787983,0.0,0.004777910005056833,0.6855271532489942
3,C01_representative,2024-08-24,1,12.0,boundary_score,0.75,boundary_score_alpha075,C01_representative__single_auv_12h__boundary_score_alpha075,False,True,False,(1-0.75)*STD_norm + 0.75*boundary_score,SUCCESS,161.24959710000257,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__e9441b37fe,14157.6082189,37.597,10.866666666666667,145,81.37788391113281,126.08621215820312,119.63066101074219,0.2206896551724138,0.2482758620689655,0.08273381294964029,0.9172661870503597,0,0,0.0,0.0,94.36653137207031,320.5835139999981,0.8623595964365206,0.0,0.006163343502071378,0.6219508660969623
4,C01_representative,2024-08-24,1,12.0,boundary_score,1.0,boundary_score_alpha100,C01_representative__single_auv_12h__boundary_score_alpha100,False,True,False,(1-1.00)*STD_norm + 1.00*boundary_score,SUCCESS,102.48872220001067,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__2a67cd1ec8,14157.612444700004,37.615,10.816666666666666,156,79.61170196533203,134.8861083984375,134.8861083984375,0.1987179487179487,0.16025641025641027,0.05405405405405406,0.9459459459459459,1,0,0.22435897588729858,0.0,94.36653137207031,320.5835139999981,0.8436434062775643,0.0,0.00966288865821842,0.6327487169261177
5,C01_representative,2024-08-24,1,12.0,representative_zone,0.0,baseline_STD,C01_representative__single_auv_12h__baseline_STD,True,True,False,STD_norm,SUCCESS,320.5835139999981,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__baseli__51c49ddc1b,14157.617917099997,36.655,10.566666666666666,156,94.36653137207031,120.37083435058594,94.36653137207031,0.3525641025641026,0.27564102564102566,1.0,0.0,0,0,0.0,0.0,94.36653137207031,320.5835139999981,1.0,0.0,0.003109612142617503,0.5169926050835694
6,C01_representative,2024-08-24,1,12.0,representative_zone,0.25,representative_zone_alpha025,C01_representative__single_auv_12h__representative_zone_alpha025,False,True,False,(1-0.25)*STD_norm + 0.25*representative_zone,SUCCESS,257.4336691000062,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__67dd47afae,14157.622667100004,38.427,11.066666666666666,153,94.12934112548828,127.72584533691406,110.35150909423828,0.40522875816993464,0.45098039215686275,0.12773722627737227,0.8722627737226277,0,0,0.0,0.0,94.36653137207031,320.5835139999981,0.9974865003181389,0.0,0.0038694648552663213,0.6572130187866563
7,C01_representative,2024-08-24,1,12.0,representative_zone,0.5,representative_zone_alpha050,C01_representative__single_auv_12h__representative_zone_alpha050,False,True,False,(1-0.50)*STD_norm + 0.50*representative_zone,SUCCESS,250.72382669999206,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__b8d3f78c76,14157.626908399994,38.123,11.033333333333333,157,91.39532470703125,132.28338623046875,119.06060791015625,0.3375796178343949,0.5095541401273885,0.02622950819672131,0.9737704918032787,0,0,0.0,0.0,94.36653137207031,320.5835139999981,0.9685141901282338,0.0,0.0039726076514473695,0.6686201661993284
8,C01_representative,2024-08-24,1,12.0,representative_zone,0.75,representative_zone_alpha075,C01_representative__single_auv_12h__representative_zone_alpha075,False,True,False,(1-0.75)*STD_norm + 0.75*representative_zone,SUCCESS,149.1601626000047,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__ac794122f9,14157.631005200004,38.946,11.266666666666667,152,87.01619720458984,130.39541625976562,124.627685546875,0.3223684210526316,0.5131578947368421,0.04406779661016949,0.9559322033898305,0,0,0.0,0.0,94.36653137207031,320.5835139999981,0.9221086749654979,0.0,0.006659555921391688,0.6473568503549221
9,C01_representative,2024-08-24,1,12.0,representative_zone,1.0,representative_zone_alpha100,C01_representative__single_auv_12h__representative_zone_alpha100,False,True,False,(1-1.00)*STD_norm + 1.00*representative_zone,SUCCESS,118.16783549998945,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__e5ae0d0904,14157.635362899993,39.542,11.266666666666667,163,86.06817626953125,144.43202209472656,144.43202209472656,0.20245398773006135,0.8895705521472392,0.03571428571428571,0.9642857142857143,0,0,0.0,0.0,94.36653137207031,320.5835139999981,0.9120625185446296,0.0,0.008391526084235108,0.664703891241901
