command,returncode,runtime_s,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells,run_id,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__3759f1d796.nc,0,283.97948530000576,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__3759f1d796.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_score_alpha025,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__3759f1d796.nc,SUCCESS,283.97948530000576,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__3759f1d796
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__baseli__51c49ddc1b.nc,0,320.5835139999981,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__baseli__51c49ddc1b.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__baseline_STD,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__baseli__51c49ddc1b.nc,SUCCESS,320.5835139999981,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__baseli__51c49ddc1b
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__8dd3bf31fe.nc,0,263.3082710000017,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__8dd3bf31fe.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__interest_map_alpha025,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__8dd3bf31fe.nc,SUCCESS,263.3082710000017,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__intere__8dd3bf31fe
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__67dd47afae.nc,0,257.4336691000062,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__67dd47afae.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__representative_zone_alpha025,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__67dd47afae.nc,SUCCESS,257.4336691000062,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__67dd47afae
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__5aa3d15dc5.nc,0,208.29653320000216,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__5aa3d15dc5.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_score_alpha050,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__5aa3d15dc5.nc,SUCCESS,208.29653320000216,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__5aa3d15dc5
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__b51222f2b4.nc,0,267.2065661000088,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__b51222f2b4.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__interest_map_alpha050,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__b51222f2b4.nc,SUCCESS,267.2065661000088,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__intere__b51222f2b4
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__b8d3f78c76.nc,0,250.72382669999206,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__b8d3f78c76.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__representative_zone_alpha050,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__b8d3f78c76.nc,SUCCESS,250.72382669999206,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__b8d3f78c76
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__e9441b37fe.nc,0,161.24959710000257,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__e9441b37fe.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_score_alpha075,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__bounda__e9441b37fe.nc,SUCCESS,161.24959710000257,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__bounda__e9441b37fe
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__ac794122f9.nc,0,149.1601626000047,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__ac794122f9.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__representative_zone_alpha075,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__repres__ac794122f9.nc,SUCCESS,149.1601626000047,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__repres__ac794122f9
C:\Users\E713181\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__d09f080a30.nc,0,185.0768403999973,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__d09f080a30.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__interest_map_alpha075,SUCCESS,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_inputs\C01_representative__single_auv_12h__intere__d09f080a30.nc,SUCCESS,185.0768403999973,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260529_175726\planner_runs\C01_representative__single_auv_12h__intere__d09f080a30
