mission_duration_requested_h,descriptor,mean_STD,mean_difference,mean_regime_balance,mean_runtime,success_rate
12.0,boundary_score,77.27622858683269,0.7431584852121847,0.0,224.6197237733344,1.0
12.0,interest_map,79.79473393758138,0.7258356444210583,0.0,231.4262954733325,1.0
12.0,representative_zone,80.98352457682292,0.7674199630655724,0.0,218.67765553333447,1.0
24.0,boundary_score,154.36634318033853,0.7484839167551783,0.0,241.90679111999827,1.0
24.0,interest_map,158.07827606201172,0.7421332298884775,0.0,246.93262466666638,1.0
24.0,representative_zone,160.1535395304362,0.7574168152055201,0.0,236.36310957999765,1.0
48.0,boundary_score,301.1300537109375,0.7161782352349239,0.017755161225795745,278.58554259333374,1.0
48.0,interest_map,315.39154256184895,0.6962412160816586,0.018818241854508717,298.8107919733331,1.0
48.0,representative_zone,316.744179280599,0.7273363704868513,0.009875105073054632,290.89104662666796,1.0
