image_idx_0_based,image_z_1_based
191,192
195,196
196,197
200,201
204,205
210,211
211,212
212,213
222,223
224,225
285,286
286,287
287,288
288,289
289,290
290,291
291,292
292,293
293,294
294,295
295,296
