prototype_name,mean,std,mean_left,mean_right,mean_top,mean_bottom,contrast_lr,contrast_tb,seed,scope,k,key
subclass_prototype_01,-0.4721779227256775,0.20937862992286682,-0.30500057339668274,-0.6515145301818848,-0.43878671526908875,-0.5079976916313171,0.346513956785202,0.0692109763622284,11,local_class02,k2,k2::subclass_prototype_01
subclass_prototype_02,0.13716229796409607,0.45066410303115845,0.48157739639282227,-0.23230303823947906,0.2694339454174042,-0.004729802254587412,0.7138804346323013,0.2741637476719916,11,local_class02,k2,k2::subclass_prototype_02
