mission_duration_requested_h,descriptor,alpha,mean_solver_runtime,max_solver_runtime,runs
12.0,boundary_distance_score_r3_cells,0.0,433.43443219998153,433.43443219998153,1
12.0,boundary_distance_score_r3_cells,0.25,408.8921506999759,408.8921506999759,1
12.0,boundary_distance_score_r3_cells,0.5,268.8054419999826,268.8054419999826,1
12.0,boundary_distance_score_r3_cells,0.75,173.376516099961,173.376516099961,1
12.0,boundary_distance_score_r3_cells,1.0,100.92797059996519,100.92797059996519,1
