mission_duration_requested_h,descriptor,mean_STD,mean_difference,mean_regime_balance,mean_runtime,success_rate
12.0,boundary_distance_score_r3_cells,92.08643951416016,0.7418368954262913,0.0,277.0873023199732,1.0
