descriptor,alpha,mean_STD,mean_descriptor,mean_difference,mean_regime_balance,mean_runtime,mean_score
boundary_distance_score_r3_cells,0.0,94.36653137207031,55.55754470825195,0.0,0.0,433.43443219998153,0.4284201058106147
boundary_distance_score_r3_cells,0.25,87.32256317138672,115.83938598632812,0.9219858156028369,0.0,408.8921506999759,0.6254448365177099
boundary_distance_score_r3_cells,0.5,96.73814392089844,125.86660766601562,0.9297658862876255,0.0,268.8054419999826,0.6757723545748522
boundary_distance_score_r3_cells,0.75,88.14088439941406,135.17022705078125,0.9315068493150684,0.0,173.376516099961,0.6574432136408642
boundary_distance_score_r3_cells,1.0,93.86407470703125,142.10922241210938,0.9259259259259259,0.0,100.92797059996519,0.6880063911862342
