source_tempres_z,source_date_inferred,target_family,target_file,target_variable,target_day_index,target_date_inferred,target_is_apriori_or_assimilated,domain_tested,rmse,mae,bias,max_abs_error,pearson,spearman,normalized_rmse,gradient_corr,contour_score,ssim,n_valid,rank,notes,is_temperature_validation,score
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,full_overlap,18.15551942376295,18.154073926735336,18.154073926735336,18.69890087514998,-0.13052108029563575,-0.06842031185168228,127.35353131057518,-0.06753004176606214,0.31778318078595463,0.13425673195877252,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,operational_roi,18.16112291228635,18.15972149068852,18.15972149068852,18.6327560690395,-0.031402425080609406,0.05853664948713907,145.33200156959273,-0.07956825787109852,0.352398662224407,0.1053308397310278,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,candb_roi,18.15551942376295,18.154073926735336,18.154073926735336,18.69890087514998,-0.13052108029563575,-0.06842031185168228,127.35353131057518,-0.06753004176606214,0.31778318078595463,0.13425673195877252,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,user_direct_roi,18.230040505235273,18.228608522748015,18.228608522748015,18.69890087514998,-0.341148718727874,-0.33810272312511286,165.32035172502245,-0.03299382733286514,0.26410231016508934,0.0614991359557548,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,full_overlap,17.93012528522512,17.92892902429619,17.92892902429619,18.364613671451334,0.2952200760193487,0.3653678785588306,125.77248376192023,-0.048717459581606004,0.44558252768827167,0.15195518262668467,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,operational_roi,17.938077905025455,17.93677654360577,17.93677654360577,18.325950232908816,0.4212653996559491,0.48884613881977945,143.5471131845579,-0.03980614420402044,0.49166026333201956,0.1242745942706106,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,candb_roi,17.93012528522512,17.92892902429619,17.92892902429619,18.364613671451334,0.2952200760193487,0.3653678785588306,125.77248376192023,-0.048717459581606004,0.44558252768827167,0.15195518262668467,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/HighRes/Daily_dpt_20241030_NewTest_1/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,user_direct_roi,17.97598085688106,17.974892788110807,17.974892788110807,18.364613671451334,0.1395820306244126,0.21506727265629258,163.0163946705665,1.2466401961518224e-05,0.4003941511199236,0.06351515144302983,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,full_overlap,1.162696072313479,1.0631214528020647,1.0631214528020647,1.8119100540923085,-0.5316552762970794,-0.597272619330278,1.156106266592743,0.018091712331461687,0.20740102490824233,0.13031031984874417,8102,131,Temperature validation target.,True,-1.5750151742699705
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,operational_roi,1.1894244774985598,1.0917933661855663,1.0917933661855663,1.7855343626440536,-0.5866618158209411,-0.6404259628120287,1.182683183352268,0.04278313439527378,0.2021100937301251,0.10039549729348327,5915,134,Temperature validation target.,True,-1.6468983851105097
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,candb_roi,1.162696072313479,1.0631214528020647,1.0631214528020647,1.8119100540923085,-0.5316552762970794,-0.597272619330278,1.156106266592743,0.018091712331461687,0.20740102490824233,0.13031031984874417,8102,132,Temperature validation target.,True,-1.5750151742699705
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,user_direct_roi,1.217416832314758,1.1433541227295987,1.1433541227295987,1.8119100540923085,-0.6643545965426292,-0.6990326007897008,1.4616602621122565,-0.019234824396408636,0.1951900185774692,0.0770299416555011,3922,152,Temperature validation target.,True,-2.038037261564355
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,full_overlap,0.7800098000073411,0.6945775160959902,0.6945775160959902,1.3031512367714804,-0.028315429343092672,-0.12134906566416824,0.7755889430312864,-0.01082577678730881,0.30504005520300487,0.2597336421575991,8102,81,Temperature validation target.,True,-0.656797233166531
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,operational_roi,0.8152731973967549,0.7434795172312046,0.7434795172312046,1.2831453969427713,0.0745409660753004,0.03235910249082171,0.8106524782698055,0.0038199557484778937,0.343633836115663,0.24286565464472076,5915,56,Temperature validation target.,True,-0.5623846162624346
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,candb_roi,0.7800098000073411,0.6945775160959902,0.6945775160959902,1.3031512367714804,-0.028315429343092672,-0.12134906566416824,0.7755889430312864,-0.01082577678730881,0.30504005520300487,0.2597336421575991,8102,82,Temperature validation target.,True,-0.656797233166531
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,user_direct_roi,0.8062197354885242,0.7294252756801924,0.7294252756801924,1.3031512367714804,-0.26355831783760364,-0.424425465657043,0.967967025438297,-0.010597876130532027,0.24316723500699763,0.15633024694490388,3922,106,Temperature validation target.,True,-1.115240663837668
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,full_overlap,0.5290870448794868,0.4696297595876401,0.4694326136568434,0.8992773068711095,0.504709549163915,0.3858851845773243,0.52608834133336,-0.02384717436639915,0.4544306549433721,0.379152569352483,8102,21,Temperature validation target.,True,0.19391294811904147
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,operational_roi,0.5637165648933575,0.5206143044636667,0.5205345701484605,0.8992773068711095,0.6215724584138848,0.5451773162286334,0.5605215918194257,-0.0016050344864765858,0.5006202585405646,0.3530452089271386,5915,6,Temperature validation target.,True,0.310558478621503
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,candb_roi,0.5290870448794868,0.4696297595876401,0.4694326136568434,0.8992773068711095,0.504709549163915,0.3858851845773243,0.52608834133336,-0.02384717436639915,0.4544306549433721,0.379152569352483,8102,22,Temperature validation target.,True,0.19391294811904147
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,TEMPpred,,2024-10-31,apriori_main,user_direct_roi,0.5256377335496604,0.4757105468064965,0.47570954104298663,0.8836759722729468,0.4064517976429001,0.27258889540067366,0.6310934488522394,-0.021389591278234716,0.4170905234587272,0.2513256884370603,3922,36,Temperature validation target.,True,-0.026791185119093064
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,full_overlap,18.52475228130274,18.52261786344141,18.52261786344141,19.11346213535486,-0.47430576814690395,-0.49602764761897644,129.9435485491919,-0.016426440308948062,0.2258181617981373,0.10385392593778685,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,operational_roi,18.51008953339367,18.508035339642877,18.508035339642877,19.04834434542797,-0.5212937452145903,-0.5322465088966513,148.12456113606066,-0.04991824095010269,0.22115351170140798,0.08214253600298534,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,candb_roi,18.52475228130274,18.52261786344141,18.52261786344141,19.11346213535486,-0.47430576814690395,-0.49602764761897644,129.9435485491919,-0.016426440308948062,0.2258181617981373,0.10385392593778685,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,user_direct_roi,18.644321062388478,18.642537369797424,18.642537369797424,19.11346213535486,-0.5264896042318067,-0.5488674470249496,169.07728289595087,-0.003919067145104575,0.21908970887651577,0.0507012174887164,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,full_overlap,18.15551942376295,18.154073926735336,18.154073926735336,18.69890087514998,-0.13052108029563575,-0.06842031185168228,127.35353131057518,-0.06753004176606214,0.31778318078595463,0.13425673195877252,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,operational_roi,18.16112291228635,18.15972149068852,18.15972149068852,18.6327560690395,-0.031402425080609406,0.05853664948713907,145.33200156959273,-0.07956825787109852,0.352398662224407,0.1053308397310278,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,candb_roi,18.15551942376295,18.154073926735336,18.154073926735336,18.69890087514998,-0.13052108029563575,-0.06842031185168228,127.35353131057518,-0.06753004176606214,0.31778318078595463,0.13425673195877252,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,user_direct_roi,18.230040505235273,18.228608522748015,18.228608522748015,18.69890087514998,-0.341148718727874,-0.33810272312511286,165.32035172502245,-0.03299382733286514,0.26410231016508934,0.0614991359557548,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,full_overlap,17.93012528522512,17.92892902429619,17.92892902429619,18.364613671451334,0.2952200760193487,0.3653678785588306,125.77248376192023,-0.048717459581606004,0.44558252768827167,0.15195518262668467,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,operational_roi,17.938077905025455,17.93677654360577,17.93677654360577,18.325950232908816,0.4212653996559491,0.48884613881977945,143.5471131845579,-0.03980614420402044,0.49166026333201956,0.1242745942706106,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,candb_roi,17.93012528522512,17.92892902429619,17.92892902429619,18.364613671451334,0.2952200760193487,0.3653678785588306,125.77248376192023,-0.048717459581606004,0.44558252768827167,0.15195518262668467,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,C4_predModel,data/Test_C4/31-10-2024_predModel_1.nc,STD,,2024-10-31,STD_control_not_temperature,user_direct_roi,17.97598085688106,17.974892788110807,17.974892788110807,18.364613671451334,0.1395820306244126,0.21506727265629258,163.0163946705665,1.2466401961518224e-05,0.4003941511199236,0.06351515144302983,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,full_overlap,1.090999609305295,1.001411412071381,1.001411412071381,1.6633695939771727,-0.4964949317464131,-0.5584188097639238,1.378394958059277,0.12794062245510773,0.2101304707665104,0.16496120482811277,8102,141,Temperature validation target.,True,-1.705854343194881
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,operational_roi,1.1088221389728996,1.016213290107798,1.016213290107798,1.6169989878740587,-0.5558204848854919,-0.5947038512773841,1.400912367620341,0.18081497542998087,0.2019655925191511,0.14772679518050036,5915,146,Temperature validation target.,True,-1.765342568531267
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,candb_roi,1.090999609305295,1.001411412071381,1.001411412071381,1.6633695939771727,-0.4964949317464131,-0.5584188097639238,1.378394958059277,0.12794062245510773,0.2101304707665104,0.16496120482811277,8102,142,Temperature validation target.,True,-1.705854343194881
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,user_direct_roi,1.1363629899254846,1.0675390156413784,1.0675390156413784,1.6633695939771727,-0.6796041397106048,-0.708465915221059,1.8112256772771391,0.16978309614699788,0.18820123054650742,0.031107800792468995,3922,156,Temperature validation target.,True,-2.3118376536409913
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,full_overlap,0.7087736916915864,0.6328674753653064,0.6328674753653064,1.1795888751499817,0.01737845263232038,-0.03799581285940047,0.8954816066843863,0.1861677954669989,0.3052416782686836,0.30405584078945064,8102,67,Temperature validation target.,True,-0.6323984171842246
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,operational_roi,0.7370799053812493,0.6678994411534364,0.6678994411534364,1.130633487167028,0.09292692819128498,0.07465678008504974,0.9312443529757661,0.16246759922735943,0.3437068793217868,0.2828287665603835,5915,63,Temperature validation target.,True,-0.585230185509908
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,candb_roi,0.7087736916915864,0.6328674753653064,0.6328674753653064,1.1795888751499817,0.01737845263232038,-0.03799581285940047,0.8954816066843863,0.1861677954669989,0.3052416782686836,0.30405584078945064,8102,68,Temperature validation target.,True,-0.6323984171842246
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,user_direct_roi,0.7238916452370746,0.6536101685919721,0.6536101685919721,1.1795888751499817,-0.21384641581422895,-0.29675452218646264,1.153796055524264,0.2555474920769883,0.24336817935331054,0.1846406380266645,3922,108,Temperature validation target.,True,-1.1181846356233434
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,full_overlap,0.4561046197287811,0.4077225729261596,0.4077225729261596,0.7665353936506989,0.5762305316923972,0.518242414343611,0.5762534677551552,0.08682272339329723,0.4711001493614564,0.534831865103469,8102,15,Temperature validation target.,True,0.27893850031461886
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,operational_roi,0.484597503101438,0.444954494070692,0.444954494070692,0.7665353936506989,0.657644666370311,0.5991926888725929,0.6122520569814608,0.034789775626472445,0.5041318488832757,0.49932346702451946,5915,4,Temperature validation target.,True,0.3148534216437243
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,candb_roi,0.4561046197287811,0.4077225729261596,0.4077225729261596,0.7665353936506989,0.5762305316923972,0.518242414343611,0.5762534677551552,0.08682272339329723,0.4711001493614564,0.534831865103469,8102,16,Temperature validation target.,True,0.27893850031461886
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,0,2024-10-30,apriori_main,user_direct_roi,0.4394596623052121,0.3998944339547662,0.3998944339547662,0.7247716808403446,0.5357137778959291,0.4859345687103956,0.7004457480148439,0.08537954364400642,0.4468079239552875,0.46043130706944063,3922,30,Temperature validation target.,True,0.10136176368073213
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,full_overlap,1.06150285026892,0.9727818206124819,0.9727818206124819,1.6982324965460158,-0.4897750046129482,-0.566449484840902,1.3326255103478597,0.029369279702817743,0.20979881669695008,0.1406069191060988,8102,137,Temperature validation target.,True,-1.702816466760924
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,operational_roi,1.0783868895295239,0.9873915910376375,0.9873915910376375,1.6537370478279065,-0.5428146783249206,-0.5992803069075777,1.3715572521820716,0.04351595866428472,0.20273190797443616,0.12400919664832906,5915,148,Temperature validation target.,True,-1.7912479971876316
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,candb_roi,1.06150285026892,0.9727818206124819,0.9727818206124819,1.6982324965460158,-0.4897750046129482,-0.566449484840902,1.3326255103478597,0.029369279702817743,0.20979881669695008,0.1406069191060988,8102,138,Temperature validation target.,True,-1.702816466760924
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,user_direct_roi,1.109546200388122,1.0419144490936987,1.0419144490936987,1.6982324965460158,-0.6661949489980018,-0.7047698462617391,1.711602314518178,0.027565780828887082,0.19063853768868366,0.042916783592499196,3922,154,Temperature validation target.,True,-2.2686951042573944
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,full_overlap,0.6787488409386051,0.6042378839064072,0.6042378839064072,1.1762125900117795,0.0418131207572837,-0.053978021156520846,0.8521107789062244,0.03730147090805663,0.30572688130833964,0.26239436806144495,8102,73,Temperature validation target.,True,-0.6387834820407425
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,operational_roi,0.70549884291716,0.6390777420832757,0.6390777420832757,1.151247305891605,0.13025789350073363,0.07026996051820514,0.8972958256486661,0.020334801174373862,0.3440855451495613,0.25152804004780527,5915,61,Temperature validation target.,True,-0.5848277589859648
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,candb_roi,0.6787488409386051,0.6042378839064072,0.6042378839064072,1.1762125900117795,0.0418131207572837,-0.053978021156520846,0.8521107789062244,0.03730147090805663,0.30572688130833964,0.26239436806144495,8102,74,Temperature validation target.,True,-0.6387834820407425
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,user_direct_roi,0.6966446059382768,0.6279856020442923,0.6279856020442923,1.1762125900117795,-0.17903621688478438,-0.3158080983066334,1.0746542320666428,0.05035688451107725,0.24630057509685946,0.15776806214318995,3922,102,Temperature validation target.,True,-1.1053617191474587
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,full_overlap,0.42679507479253875,0.3790929814672606,0.3790929814672606,0.7831885844635771,0.5929883962558996,0.49126174224871283,0.53580450039797,0.028731142294092838,0.47198917617538655,0.4310307323433551,8102,9,Temperature validation target.,True,0.30754405509266924
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,operational_roi,0.4535396109236697,0.4161327950005315,0.4161327950005315,0.7831885844635771,0.6836446724069731,0.5922209839541424,0.5768389328115656,0.010748701224077872,0.5118085427989213,0.408909245267259,5915,2,Temperature validation target.,True,0.36808436160690705
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,candb_roi,0.42679507479253875,0.3790929814672606,0.3790929814672606,0.7831885844635771,0.5929883962558996,0.49126174224871283,0.53580450039797,0.028731142294092838,0.47198917617538655,0.4310307323433551,8102,10,Temperature validation target.,True,0.30754405509266924
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,TEMPpred,1,2024-10-30,apriori_main,user_direct_roi,0.41384153142166497,0.37426986740708656,0.37426986740708656,0.732131543007494,0.5512548168547329,0.44946480030163505,0.638398043071386,0.05770808893680539,0.4516113793062367,0.3438619478755132,3922,24,Temperature validation target.,True,0.16751650790486783
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,full_overlap,18.601910490132003,18.599953673241462,18.599953673241462,19.16548023860122,,,18601910490132.004,,0.5,,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,operational_roi,18.58302859014274,18.581152089769674,18.581152089769674,19.10646034542797,,,18583028590142.74,,0.5000281769512539,,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,candb_roi,18.601910490132003,18.599953673241462,18.599953673241462,19.16548023860122,,,18601910490132.004,,0.5,,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
298,off_by_one_candidate_before_2024-10-30,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,user_direct_roi,18.723672688278928,18.7220367208938,18.7220367208938,19.16548023860122,,,18723672688278.93,,0.5,,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,full_overlap,18.23279885253747,18.231409736535387,18.231409736535387,18.7622841303875,,,18232798852537.473,,0.5,,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,operational_roi,18.234213457718628,18.232838240815312,18.232838240815312,18.698367838433036,,,18234213457718.63,,0.5000281769512539,,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,candb_roi,18.23279885253747,18.231409736535387,18.231409736535387,18.7622841303875,,,18232798852537.473,,0.5,,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
299,candidate_2024-10-30_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,user_direct_roi,18.309446515595326,18.308107873844392,18.308107873844392,18.7622841303875,,,18309446515595.33,,0.5,,3922,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,full_overlap,18.00752043195275,18.006264834096243,18.006264834096243,18.43942037399941,,,18007520431952.75,,0.5,,8102,,STD control only; excluded from temperature georeference validation ranking.,False,
300,candidate_2024-10-31_or_day304_clipped_not_metadata_proven,D4_predModel,data/TEST_D4/HighRes/Daily_dpt_20241029_NewTest_1/30-10-2024_predModel_1.nc,STD,0,2024-10-30,STD_control_not_temperature,operational_roi,18.01128826866262,18.00989329373257,18.00989329373257,18.395511232908817,,,18011288268662.62,,0.5000281769512539,,5915,,STD control only; excluded from temperature georeference validation ranking.,False,
